TRADE_NAME,LICENSE_DESCRIPTION,GISLINK,ADDRESS,PHONE
THE FARM HOUSE NATURAL CHEESES LTD,DAIRY PROCESSING - NO RETAIL,4280.0735,"A-7350 BARROW RD, CHILLIWACK BC  V2R 4J8",604-490-1993
THE FIT KITCHEN,MEAL PREP SERVICE,4514.06579,"6579 PATRICIA DR, CHILLIWACK BC  V2R 3H3",604-798-7311
THE GARAGE,RETAIL WOMEN'S CLOTHING STORE,762.45585,"20-45585 LUCKAKUCK WAY, CHILLIWACK BC  V2R 1A1",604-858-5561
THE GOLDSMITH SHOPPE,JEWELLERY RETAIL,200.45974,"45974 YALE RD, CHILLIWACK BC  V2P 2M3",604-792-4007
THE HAIR ROOM,HAIR SALON,959.45891,"45891 WELLINGTON AVE, CHILLIWACK BC  V2P 2C8",604-819-6949
THE HEALING OAK REGISTERED MASSAGE THERAPY,MASSAGE THERAPY CLINIC,4569.07408,"101-7408 VEDDER RD, CHILLIWACK BC  V2R 4E6",604-824-5500
THE HERITAGE HUT,CONCESSION,762.4415,"44150 LUCKAKUCK WAY, CHILLIWACK BC  V2R 4A7",604-702-8751
THE KLEAN QUEEN,HOUSECLEANING SERVICES,,BUSINESS-NON RESIDENT,604-378-2703
THE LITTLE BOLT SHOP,FARM HARDWARE & TOOL SUPPLY & SALES - MOBILE SALES ONLY - OFFICE USE ONLY,4525.07501,"7501 RUBY PL, CHILLIWACK BC  V2R 3B1",604-316-1603
THE LITTLE CATERPILLAR FAMILY DAYCARE,FAMILY DAYCARE,516.46251,"46251 TOURNIER PL, CHILLIWACK BC  V2R 6A2",604-799-7749
THE LOCAL HARVEST MARKET,MARKET - PERMANENT BUILDING,4400.07697,"7697 LICKMAN RD, CHILLIWACK BC  V2R 4A7",604-846-6006
THE LOOK BY D.S.,"PERMANENT MAKEUP (BROW, LAMINATION, MICROBLADING, FRECKLES)",4591.0934,"A-9340 MILL ST, CHILLIWACK BC  V2P 4N2",604-799-4660
THE MAD BUTCHER SHOP,RETAIL MEAT SALES & GROCERY STORE,893.45739,"45739 ALEXANDER AVE, CHILLIWACK BC  V2P 1L6",604-792-4204
THE MASTERS GROUP VENTURES INC,PAINTING & RENOVATIONS CONTRACTOR - OFFICE USE ONLY,LMS2815,"4-8465 HARVARD PL, CHILLIWACK BC  V2P 7Z5",604-847-0994
THE MEADOW ROSE FAMILY HELP CENTER SOCIETY,PREGNANCY HELP CENTER NON-PROFIT 83582 6686 RR0001,942.45789,"2-45789 SPADINA AVE, CHILLIWACK BC  V2P 1T5",604-392-1133
THE MONTEIRO GROUP,CAREER AND BUSINESS CONSULTING,BCS782,"3-45957 SHERWOOD DR, CHILLIWACK BC  V2R 5Y2",
THE NATURAL,CONSTRUCTION - RENOVATIONS - FINISHING CONTRACTOR - OFFICE ONLY,4588.09758,"9758 GEORGE ST, CHILLIWACK BC  V2P 4K7",
THE OTHER LIQUOR STORE LTD,LIQUOR STORE LIQUOR LIC#192733,4569.0664,"110B-6640 VEDDER RD, CHILLIWACK BC  V2R 0J2",
THE OWL AND THE CAT BOOKERY,"BOOKSTORE, CARDS, GIFTS AND JEWELRY",583.45655,"105-45655 TAMIHI WAY, CHILLIWACK BC",604-798-1560
THE PERFECT FEATHER,"PERMANENT MAKEUP, TEETH WHITENING, BROW LAMINATION, LASH LIFT AND TINT",762.453,"106-45300 LUCKAKUCK WAY, CHILLIWACK BC  V2R 3C7",778-881-4015
THE PLANE AND NAIL CO (0991556 BC LTD DBA),FINISHING CARPENTRY & FURNITURE SHOP,893.45896,"101-45896 ALEXANDER AVE, CHILLIWACK BC  V2P 1L5",604-346-5344
THE PRETTY PARLOR,"SEMI-PERMANENT MAKE-UP ARTISTRY-MICROBLADING, EYEBROWS, LIP BLUSH TATTOOING, LASH LIFTS",BCS2604,"17-46745 HUDSON RD, CHILLIWACK BC  V2R 0L8",604-701-7357
THE REPTILE ROOM (PET STORE / EDUCATION),REPTILE - EXOTIC ANIMAL SALES AND EDUCATION,4597.08966,"8960 YOUNG RD, CHILLIWACK BC  V2P 4S1",604-402-2245
THE ROSEBURG,APARTMENTS (29UNITS),560.45585,"45585 KEITH WILSON RD, CHILLIWACK BC  V2R 0M6",604-852-6840
THE SARDIS ELECTROLYSIS LOUNGE,ELECTROLYSIS - PERMANENT HAIR REMOVAL,4589.06694,"6694 SCHOOL LANE, CHILLIWACK BC  V2R 2C7",604-316-6188
THE SCRUFFY TAIL PET FOOD & SUPPLIES LTD,RETAIL PET FOOD & SUPPLY,600.458,"104-45800 PROMONTORY RD, CHILLIWACK BC  V2R 5Z5",
THE SHED HAIR AND BEAUTY,HAIR SALON,590.44732,"44732 KIMBERLY PL, CHILLIWACK BC  V2R 2Z1",604-997-0151
THE SHERWIN-WILLIAMS COMPANY,RETAIL SALE OF PAINTS & RELATED PRODUCTS,762.4544,"45440 LUCKAKUCK WAY, CHILLIWACK BC  V2R 3S9",604-858-7127
THE SPA FAIRY,MOBILE SPA SERVICES - OFFICE & STORAGE AT HOME,884.45468,"45468 CRESCENT DR, CHILLIWACK BC  V2P 1G8",778-228-9021
THE SWINSTONES GRANITE SHOP,GRANITE FABRICATION,903.46197,"A-46191 FOURTH AVE, CHILLIWACK BC  V2P 1N3",604-792-9091
THE THURSTON,APARTMENT - (40 UNITS),BCS4162,"CMPLX-45525 KEITH WILSON RD, CHILLIWACK BC",604-824-9592
THE TINY LIGHT FOUNDATION,NON-PROFIT #833358484RR0001 FOUNDATION - PHOTOS,4782.10094,"10094 KENSWOOD DR, CHILLIWACK BC  V2P 7N4",
THE TOWN BUTCHER LTD,BUTCHER / DELI STORE,4560.0558,"301-5580 VEDDER RD, CHILLIWACK BC  V2R 5P4",604-701-6328
THE TOWNHALL PUBLIC HOUSE,RESTAURANT,4569.0664,"6640 VEDDER RD, CHILLIWACK BC  V2R 0J2",604-846-1005
THE TRUTH SKATE INC,RETAIL SALES / SKATEBOARDS / CLOTHING,762.4545,"5-45450 LUCKAKUCK WAY, CHILLIWACK BC  V2R 3P4",604-846-7000
THE TURF MEDIC,LAWN MAINTENANCE SERVICES,4632.10124,"10124 SHAMROCK DR, CHILLIWACK BC  V2P 5L4",
THE UPS STORE (1027736 BC LTD),"MAIL BOXES, PACKAGING, SHIPPING & COPYING",200.45905,"9-45905 YALE RD, CHILLIWACK BC  V2P 2M6",604-795-5541
THE VALLEY DOG SPAW,FULL DOG GROOMING SERVICES,4538.07028,"7028 ROCHESTER AVE, CHILLIWACK BC  V2R 3V5",604-991-6045
THE WASH GANG,POWER WASHING,4695.10161,"10161 BEAVER CRES, CHILLIWACK BC  V2P 7X5",604-793-1910
THE WAVE CAR WASH LTD (INC NO BC1164244),AUTOMATIC CARWASH,4569.07122,"7122 VEDDER RD, CHILLIWACK BC  V2R 3T6",604-316-1185
THE WIENS CARE HOME,RESIDENTIAL CARE FACILITY,957.4558,"45580 REECE AVE, CHILLIWACK BC  V2P 3A1",604-795-9990
THE WOOD NICKEL,ORNAMENTAL STYLE WOOD & METAL WORKING,4604.09022,"9022 NOWELL ST, CHILLIWACK BC  V2P 4W6",
THE YARROW SOUP CO,WHOLESALE SOUP PRODUCTION,794.44915,"B-44915 YALE RD, CHILLIWACK BC  V2R 4H3",778-808-8253
THEATRE JUNKIES ANONYMOUS FINE ARTS,THEATRE PERFORMANCE / ACTING NON-PROFIT # S-0060281,,BUSINESS-NON RESIDENT,604-613-5584
THEE PAINTER,PAINTING CONTRACTOR,940.46155,"211-46155 BOLE AVE, CHILLIWACK BC  V2P 2W1",604-217-8455
THEGENTLEMANSBANNER.COM,HANDMADE LEATHERCRAFT ITEMS,858.45346,"45346 CREEKSIDE DR, CHILLIWACK BC  V2P 7K6",604-703-3596
THERALIFE CENTER,INDIVIDUAL AND FAMILY COUNSELLING,738.45778,"201-45778 GAETZ ST, CHILLIWACK BC  V2R 4E5",604-791-0551
THERMALTECH REFRIGERATION LTD,"REFRIGERATION, HEATING, COOLING SERVICE & INSTALLATIONS LIC#00769-RE-09",4630.09725,"9725 HEMLOCK ST, CHILLIWACK BC  V2P 5J7",604-701-9218
THIESSEN CARPENTRY,CARPENTRY - OFFICE USE ONLY,568.44485,"44485 ELSIE PL, CHILLIWACK BC  V2R 5N5",
THIRD PARTY HOME INVENTORY,HOME INVENTORY FOR INSURANCE PURPOSES,LMS906,"14-5926 VEDDER RD, CHILLIWACK BC  V2R 3V8",778-928-4581
THIS IS CANNABIS,LICENCED NON-MEDICAL CANNABIS RETAIL,4569.0767,"106-7670 VEDDER RD, CHILLIWACK BC  V2R 4G9",604-819-1461
THIS SIDE UP WELDING SERVICES LTD,MOBILE WELDING REPAIR & FABRICATION - OFFICE ONLY,919.4689,"46890 FIRST AVE, CHILLIWACK BC  V2P 1Y1",604-819-0832
THISTLE & THORNE WEDDINGS,WEDDING PLANNER,4579.09639,"9639 COOK ST, CHILLIWACK BC  V2P 4J9",
THOMAS DESIGNER JEWELLERY (AURAN HOLDINGS LTD DBA),RETAIL JEWELLERY & GIFT WARE,4569.07425,"1-7425 VEDDER RD, CHILLIWACK BC  V2R 4E6",604-858-8002
"THOMAS, DR. M.K.",DENTIST,NW1408,"102-45625 HODGINS AVE, CHILLIWACK BC  V2P 1P2",604-792-0021
THOMSON EXTERIORS LTD,STUCCO CONTRACTOR,4741.10015,"10015 EAGLE CRES, CHILLIWACK BC  V2P 7R1",604-391-1815
THOMSON INDUSTRIES LTD,HVAC INSTALLATIONS / SERVICE LIC# LGA0202490,,BUSINESS-NON RESIDENT,604-552-2990
THOR CUSTOM CYCLE,MOTORCYCLE REPAIR/PARTS,794.44915,"A-44915 YALE RD, CHILLIWACK BC  V2R 4H3",604-793-8457
THREE LEAF PHOTOGRAPHY,MOBILE PHOTOGRAPHER,4980.068,"6800 HINKLEY RD, CHILLIWACK BC  V4Z 1J4",604-702-8521
THRIFTY BOUTIQUE,THRIFT STORE - NON-PROFIT # 867303232RR0001,4509.07955,"101-7955 EVANS RD, CHILLIWACK BC  V2R 5R7",604-795-4660
THUNDERBIRD HOLDINGS LTD,APARTMENTS (10),4604.09396,"9396 NOWELL ST, CHILLIWACK BC  V2P 4X5",
THURBER ENGINEERING LTD,GEO-ENVIRONMENTAL CONSULTING ENGINEERS,,BUSINESS-NON RESIDENT,604-684-4384
TIDY STEEL FAB LTD,STEEL FABRICATION,819.44313,"44313 PROGRESS WAY, CHILLIWACK BC  V2R 3W8",604-793-9734
TIER PROPERTIES LTD,PROPERTY RENTAL MANAGEMENT - OFFICE USE ONLY,1003.47571,"47571 SWALLOW CRES, CHILLIWACK BC  V2P 7P8",604-792-3162
TIM HORTON DONUTS (GKS ENTERPRISES INC DBA),DONUT SHOP,200.45571,"45571 YALE RD, CHILLIWACK BC  V2P 2N1",604-793-6856
TIM HORTON DONUTS (GKS ENTERPRISES INC DBA),RESTAURANT,790.43971,"B-43971 INDUSTRIAL WAY, CHILLIWACK BC  V2R 3A4",604-792-4492
TIM HORTON DONUTS (GKS ENTERPRISES INC DBA),RESTAURANT -,982.46345,"46345 YALE RD, CHILLIWACK BC  V2P 2P8",604-792-1300
TIM HORTONS (GAS LTD DBA),CAFE TIM HORTONS,780.45793,"105-45793 LUCKAKUCK WAY, CHILLIWACK BC  V2R 5S3",604-819-1997
TIMBER VIEW CABINETS,ASSEMBLY & SALE OF PRE-FINISHED CABINETRY,5031.11422,"11422 EDMONDSON RD, CHILLIWACK BC  V4Z 0G1",
TIMBERLANE LANDSCAPING LTD,LANDSCAPE MAINTENANCE,330.41917,"41917 MAPLE LANE, CHILLIWACK BC  V2R 5G9",604-764-6242
TIMBERWOLF CONSTRUCTION 2000,GENERAL CONSTRUCTION,4902.1037,"10190 GILLANDERS RD, CHILLIWACK BC  V2P 6H4",604-794-0119
TIMBERWOOD DEVELOPMENT LTD (INC NO BC0448359),EXCAVATING,BCS1091,"2-45953 AIRPORT RD, CHILLIWACK BC  V2P 1A3",604-793-0119
TIMELESS ELECTROLYSIS,ELECTROLYSIS,706.46088,"46088 GREENWOOD DR, CHILLIWACK BC  V2R 4C9",
TIMELESS ESSENTIALS,AESTHETICS,979.45625,"45625 NELMES ST, CHILLIWACK BC  V2P 6N9",604-702-0994
TINY STARS SLEEP,CERTIFIED INFANT SLEEP CONSULTANT,BCS2157,"30-5648 PROMONTORY RD, CHILLIWACK BC  V2R 0E5",
TINY TINKLES MUSIC STUDIO,MUSIC INSTRUCTION,982.47183,"47181 LATIMER RD, CHILLIWACK BC  V2P 7M6",604-791-1749
TITAN SHEET METAL BC INC,SHEET METAL INSTALLATIONS CONTRACTOR,4558.06162,"6162 DUNDEE PL, CHILLIWACK BC  V2R 2H1",604-866-0275
TITUS HAIR DESIGN,HAIR SALON,5003.07345,"7345 MARBLE HILL RD, CHILLIWACK BC  V4Z 1J5",604-798-3091
TK ELEVATOR (CANADA) LIMITED,ELEVATOR MAINTENANCE & NEW INSTALLATIONS,,BUSINESS-NON RESIDENT,604-294-2234
TM SALES GROUP LTD,CONSTRUCTION MATERIAL WHOLESALES,898.46,"46000 FIFTH AVE, CHILLIWACK BC  V2P 1M7",604-627-8373
TOBY'S CAR DETAIL,AUTOMOTIVE RECONDITIONING,893.45886,"45886 ALEXANDER AVE, CHILLIWACK BC  V2P 1L5",604-792-0567
TOKYO JAPANESE RESTAURANT,JAPANESE RESTAURANT,959.45886,"45886 WELLINGTON AVE, CHILLIWACK BC  V2P 2C7",604-795-2931
TOM GLEASON PAINTING SERVICES,PAINTING CONTRACTOR,,BUSINESS-NON RESIDENT,604-858-4580
TOM HARRIS CELLULAR LTD,RETAIL WIRELESS,I.R.7,"410-8249 EAGLE LANDING PKY, CHILLIWACK BC  V2R 0P9",250-360-0606
TOM THOMPSON AUTO GLASS LTD,AUTO GLASS REPAIRS,788.44129,"1-44135 YALE RD, CHILLIWACK BC  V2R 4H2",604-858-7373
TOMMY GRACE FOOD AND BEVERAGE CO,BOTTLING SAUCE & JUICE,892.51855,"51855 HACK-BROWN RD, CHILLIWACK BC  V0X 1X0",604-499-6691
TOMMY GUN'S ORIGINAL BARBERSHOP CHILLIWACK,"BARBERSHOP - ""on Behalf of Squiala First Nations""",I.R.7,"312-8249 EAGLE LANDING PKY, CHILLIWACK BC  V2R 0P9",604-392-4867
TOMPKINS HEATING,GAS FITTING / HVAC LIC#CGA000229094 / LGA0205647,5106.0969,"9690 ABERDEEN CRES, CHILLIWACK BC  V0X 1X0",604-791-8826
TONYA RODNEY RMT,REGISTERED MASSAGE THERAPIST - NO MORE THAN TWO PERSONS AT A TIME,440.42505,"42505 YARROW CENTRAL RD, CHILLIWACK BC  V2R 5C5",604-793-8848
TOP DOG DETAIL,AUTO DETAILING SERVICE - HOME OFFICE ONLY - MOBILE-BASED SERVICE,4426.0874,"8740 CHILLIWACK MTN RD, CHILLIWACK BC  V2R 3V2",604-316-8738
TOP GRADE LANDSCAPING,LAWN CARE AND LANDSCAPING,4536.06267,"6267 EDSON DR, CHILLIWACK BC  V2R 4C2",604-997-5722
TOP LINE SHEET METAL & FABRICATION,HEATING & AIR CONDITIONING,BCS1690,"107-8030 ENTERPRISE DR, CHILLIWACK BC  V2R 5N8",604-794-9822
TOP NOTCH DRYWALL LTD,DRYWALL CONTRACTOR - OFFICE ONLY,4582.07139,"7139 SHEFFIELD WAY, CHILLIWACK BC  V2R 3T5",604-991-8055
TOP TIER LANDSCAPES,LANDSCAPE DESIGN AND INSTALLATION,4643.10027,"10027 KILLARNEY DR, CHILLIWACK BC  V2P 5P7",604-798-1513
TOPS LIGHTING (2003) LTD,"SIGNS, LIGHTING & ELECTRICAL WORK",,BUSINESS-NON RESIDENT,604-327-4040
TORONTO-DOMINION BANK,BANK,762.45585,"51-45585 LUCKAKUCK WAY, CHILLIWACK BC  V2R 1A1",604-824-5150
TORR WELLNESS,YOGA AND MEDITATION CLASSES,1052.46612,"46612 TETON AVE, CHILLIWACK BC  V2P 6M4",604-798-4926
TOTAL AUTOMOTIVE LTD,AUTOMOTIVE  REPAIR & TRAINING FACILITY,560.4563,"45630 KEITH WILSON RD, CHILLIWACK BC",604-824-1600
TOTAL ENERGY SYSTEMS LTD,HVAC & MECHANICAL,,BUSINESS-NON RESIDENT,604-540-2233
TOTAL RELAXATION,REFLEXOLOGY & MASSAGE,BCS2418,"2-50354 ADELAIDE PL, CHILLIWACK BC  V4Z 0A1",604-997-0648
"TOUPIN, MICHELLE",HAIR STYLISTS CHAIR RENTAL WITHIN SALON,4591.09361,"104-9361 MILL ST, CHILLIWACK BC  V2P 4N3",604-999-2904
TOURISM CHILLIWACK INC,DESTINATION MARKETING ORGANIZATION,762.4415,"44150 LUCKAKUCK WAY, CHILLIWACK BC  V2R 4A7",604-858-8121
TOWNSEND ENTERPRISES LTD,INSTALL OF ENVIRONMENTAL & AUTOMATED  EQUIP. - OFFICE ONLY - MOBILE,4260.0448,"4480 WILSON RD, CHILLIWACK BC  V2R 5C5",604-290-3432
TPG DEVELOPMENTS LTD,RESIDENTIAL PROPERTY RENTALS,640.4455,"406-44550 SOUTH SUMAS RD, CHILLIWACK BC  V2R 5M3",778-549-2631
TRACKER SURVEY SERVICES,CONSTRUCTION SURVEYOR - OFFICE ONLY,4600.06775,"6775 LORNE DR, CHILLIWACK BC  V2R 2G3",604-824-6555
TRADITIONAL MUAY THAI SCHOOL,MARTIAL ARTS SCHOOL - FITNESS INSTRUCTION,4443.0787,"2-7870 ENTERPRISE DR, CHILLIWACK BC  V2R 5N8",604-317-5580
TRANSFORMATIONS LANDSCAPING,"GARDENING, PRODUCTION WORK - MOBILE SERVICES - OFFICE ONLY",4960.09363,"9363 UPPER PRAIRIE RD, CHILLIWACK BC  V4Z 0B2",
TRASK SUPPLY,RETAIL FARM/GARDEN,974.51211,"51211 YALE RD, CHILLIWACK BC  V0X 1X0",604-794-0022
TRAVIS FINNIGANS RENTALS,RENTAL BUSINESS (EQUIPMENT),,BUSINESS-NON RESIDENT,604-761-1232
"TRAVIS VANDERGAAG, RMT",REGISTERED MASSAGE THERAPIST - RMT # 008118 - MOBILE SERVICES,534.47812,"47812 FORESTER RD, CHILLIWACK BC  V2R 4M6",604-997-9544
TREE HOUSE CHILDREN'S CENTRE,GROUP DAYCARE- MAX 35,4439.05696,"5696 UNSWORTH RD, CHILLIWACK BC  V2R 5L1",604-824-1234
TREE HOUSE CHILDREN'S CENTRE,DAYCARE  MAX 40,4439.05684,"5684 UNSWORTH RD, CHILLIWACK BC  V2R 5L1",604-824-1234
TREES FOR LIFE TREE CARE,ARBORIST & TREE CARE RELATED SERVICES,LMS3442,"105-6450 VEDDER RD, CHILLIWACK BC  V2R 5N7",604-378-4696
TREICHEL HEAVY HAUL LTD,FLAGGING COMPANY,898.46022,"46022 FIFTH AVE, CHILLIWACK BC  V2P 1M7",604-819-1231
TREVCO CONSTRUCTION,FRAMING / CONCRETE - OFFICE USE ONLY,,BUSINESS-NON RESIDENT,604-793-3075
TREYSALL BEAUTY SALON,BEAUTY SALON,4569.07355,"4-7355 VEDDER RD, CHILLIWACK BC  V2R 3V4",604-858-7878
TRI TEC CONSTRUCTION LTD,GENERAL CONTRACTOR - OFFICE ONLY,1081.48228,"48228 CAMP RIVER RD, CHILLIWACK BC  V4Z 0B5",604-991-5444
TRI-BRINK CONTRACTING LTD (INC NO BC0643831),GENERAL CONTRACTOR,841.45991,"101-45991 AIRPORT RD, CHILLIWACK BC  V2P 1A3",604-792-3314
TRI-STAR SECURITY INC,SECURITY ALARM SALES & INSTALLATION - B3269 - OFFICE ONLY,,BUSINESS-NON RESIDENT,604-575-6268
TRI-V PET FOODS LTD,PET FOOD MANUFACTURING,898.46152,"46152 FIFTH AVE, CHILLIWACK BC  V2P 1M9",604-792-4914
TRIAHN ENTERPRISES (2018) LTD,UTILITY ROADWORKS - CONTRACTOR - OFFICE ONLY,749.45485,"202-45485 KNIGHT RD, CHILLIWACK BC  V2R 3G3",604-858-7266
TRIANGLE COMMUNITY RESOURCES INC,EMPLOYMENT SERVICES -CL1200 EMPL SERV,739.45668,"2-45668 STOREY AVE, CHILLIWACK BC  V2R 3E4",604-859-0033
TRILOGY AVIONICS INC,AVIONICS MAINTENANCE FOR SMALL AIRCRAFT,841.4619,"A-46190 AIRPORT RD, CHILLIWACK BC  V2P 1A5",604-615-8610
TRIMS 4 TOTS,HAIR SALON,897.45265,"45265 PAISLEY AVE, CHILLIWACK BC  V2P 7B4",604-798-8766
TRINITARIAN BIBLE SOCIETY (CANADA),BIBLE & TRACT DISTRIBUTION - NON-PROFIT #81545 0077 RR0001 - OFFICE,4597.0914,"9140 YOUNG RD, CHILLIWACK BC  V2P 4R4",604-793-2232
TRIPAC ENGINEERING LTD,"MOBILE ENGINEERING, CONSULTING AND INSPECTION SERVICES FOR CONSTRUCTION EQUIPMENT",LMS2486,"70-46360 VALLEYVIEW RD, CHILLIWACK BC  V2R 5L7",604-356-5030
TRIPLE A SMOKE SHOP,SMOKE SHOP LIC TRA-1095-0948,893.4585,"45850 ALEXANDER AVE, CHILLIWACK BC  V2P 1L5",
TRIPLE O'S,QUICK SERVICE RESTAURANT,794.45086,"45086 YALE RD, CHILLIWACK BC  V2R 0G5",604-793-4441
TRITON TRANSPORT LTD,HEAVY HAUL TRUCKING & REPAIR SHOP,819.44137,"44137 PROGRESS WAY, CHILLIWACK BC  V2R 0W3",604-792-4416
TRIVITA LIVING LTD,DISTRIBUTION - HEALTH EDUCATION & PRODUCTS,BCS1690,"102-8030 ENTERPRISE DR, CHILLIWACK BC  V2R 5N8",480-337-4400
TRIXIE'S CAR WASH,CAR WASH,4578.08415,"8415 HARVARD PL, CHILLIWACK BC  V2P 7Z5",604-992-9552
TROPICANA TANNING STUDIOS LTD,INDOOR TANNING SALON,LMS2073,"10-5725 VEDDER RD, CHILLIWACK BC  V2R 3N4",604-858-8400
TROYCO WINDOW & DOOR,WINDOW & DOOR INSTALLATIONS,884.4545,"45450 CRESCENT DR, CHILLIWACK BC  V2P 1G8",604-793-8592
TRT ELECTRIC INC,ELECTRICAL CONTRACTOR - OFFICE USE ONLY,LMS2821,"4-45458 CRESCENT DR, CHILLIWACK BC  V2P 1G8",604-793-5643
TRUE NORTH KETTLE CORN,HAND POPPED KETTLE POPCORN - OFFICE USE ONLY,5040.09227,"9227 ANNIS RD, CHILLIWACK BC  V0X 1X2",604-794-5868
TRUE REFLECTION'S LANDSCAPE & MAINTENANCE,LANDSCAPING & MAINTENANCE CONTRACTOR,4683.09875,"9875 CARLETON ST, CHILLIWACK BC  V2P 6E4",604-795-1894
TRUWELLNESS,CERTIFIED AROMATHERAPIST - PRODUCTS ONLINE,4621.05249,"5249 TESKEY RD, CHILLIWACK BC  V2R 5M9",778-344-0540
TRYGG LANDS (CHILLIWACK) LTD (0767700 BC LTD DBA),DEVELOPER,,BUSINESS-NON RESIDENT,604-290-3337
TSR ENTERPRISES,RENOVATIONS / CONSTRUCTION / CONCRETE,650.42784,"42784 SOUTH SUMAS RD, CHILLIWACK BC  V2R 4L7",604-490-1105
TULIP DONAIRS LTD,RESTAURANT,568.45645,"45641 LARK RD, CHILLIWACK BC  V2R 3N5",604-846-7669
TUNGSTEN STUDIO LTD,HANDMADE METAL SCULPTURES,844.43236,"43236 HONEYSUCKLE DR, CHILLIWACK BC  V2R 4A4",604-644-8272
TURD WRANGLERS PET WASTE REMOVAL SERVICES,ENVIRONMENTALLY FRIENDLY PET WASTE REMOVAL & DISPOSAL,974.50526,"50526 YALE RD, CHILLIWACK BC  V0X 1X2",604-794-0011
TUYA CONSTRUCTION LTD,CIVIL CONSTRUCTION,,BUSINESS-NON RESIDENT,604-799-5896
TVETE ENTERPRISES,ELECTRIC DOOR OPENERS ASSEMBLY,4659.09312,"9312 BROADWAY, CHILLIWACK BC  V2P 5W7",778-808-3317
TVS CONSTRUCTION,CONSTRUCTION - OFFICE ONLY,4531.05821,"5821 COWICHAN ST, CHILLIWACK BC  V2R 0G7",
TWELVES HEALTH AND FITNESS DBA CHILLIWACK FITNESS,PERSONAL TRAINING FOR FITNESS AND NUTRITIONAL COACHING,EPS3009,"13-46570 MACKEN AVE, CHILLIWACK BC  V2P 0G2",604-378-2765
TWIN MAPLE PRODUCE LTD ( FRASER VALLEY SPECIALTY POULTRY DBA),"POULTRY FARMING, PROCESSING & ACCESSORY FARM SALES",4310.0454,"4540 SIMMONS RD, CHILLIWACK BC  V2R 4R7",604-823-4435
TWIN WILLOWS ENTERPRISES LTD,POULTRY - CHECK TRANSFER STATION,LMS2815,"8-8465 HARVARD PL, CHILLIWACK BC  V2P 7Z5",604-856-6728
TWISTED ROOTS SALON,HAIR SALON,862.45928,"103-45928 HOCKING AVE, CHILLIWACK BC  V2P 1B4",604-316-3286
TWO 'CHICS' BOOKKEEPING,BOOKKEEPING & TAXES - OFFICE USE ONLY,BCS2457,"304B-45595 TAMIHI WAY, CHILLIWACK BC  V2R 0G3",604-858-1828
TY-CROP MANUFACTURING LTD,MANUFACTURE & REPAIR OF HIGHWAY TRAILERS,5125.09888,"9888 MUNRO AVE, CHILLIWACK BC  V0X 1X0",604-794-7078
TY-CROP MANUFACTURING LTD,"MANUFACTURING, REPAIR (INDUSTRIAL)",5130.0988,"9880 MCGRATH RD, CHILLIWACK BC",604-794-7078
TYCO INTEGRATED FIRE & SECURITY CANADA INC,ELECTRONIC SECURITY SERV / FIRE DETECTION/SPRINKLERS/SUPPRESSION LIC#B4504,,BUSINESS-NON RESIDENT,561-226-8220
TYCROP MANUFACTURING LTD,COMMERCIAL TRAILER MANUFACTURING,4439.06388,"501-6388 UNSWORTH RD, CHILLIWACK BC",604-794-7078
TYIN CONTRACTING LTD,CIVIL CONTRACTOR / EXCAVATION,800.49821,"49821 PRAIRIE CENTRAL RD, CHILLIWACK BC  V2P 6H3",
TYSON RD LIQUOR STORE,LIQUOR STORE,LMS2500,"101-5960 TYSON RD, CHILLIWACK BC  V2R 3R5",
U-SELECT VENDING,VENDING MACHINE OPERATION - OFFICE USE ONLY,4621.04993,"4993 TESKEY RD, CHILLIWACK BC  V2R 5R2",
UES ELECTRICAL SERVICES INC,ELECTRICAL CONTRACTOR - LIC # K-04-048984 - OFFICE USE ONLY,516.46231,"46231 TOURNIER PL, CHILLIWACK BC  V2R 6A2",604-791-2800
UGLY TRUCKS UNLIMITED SALES,USE CAR DEALER MDL#40075,788.4427,"44270 YALE RD, CHILLIWACK BC  V2R 4H1",604-858-8865
ULTIMATE TRUCK SOLUTIONS,SAFETY VEHICLE INSPECTIONS - MOBILE SERVICES FOR TRUCK REPAIR,880.46255,"46255 CHILLIWACK CENTRAL RD, CHILLIWACK BC  V2P 1J7",604-791-1467
ULTRA DRIVING SCHOOL,DRIVING INSTRUCTOR -  LICENCE #1525,4510.06508,"6508 TYSON RD, CHILLIWACK BC  V2R 1S8",
UMBRELLA MOBILE CLINIC,MOBILE MEDICAL CLINIC FOR MIGRANT FARM WORKERS - NON-PROFIT CP-2081,,BUSINESS-NON RESIDENT,604-553-0633
UNDERHILL GEOMATICS LTD,LAND SURVEYING,,BUSINESS-NON RESIDENT,604-732-3384
UNFORGETTABLE,RESALE CLOTHING AND MISCELLANEOUS ITEMS,959.45945,"45945 WELLINGTON AVE, CHILLIWACK BC  V2P 2C6",
UNGER WINDOW AND DOOR,WINDOW & DOOR INSTALLATIONS - OFFICE ONLY,4597.08745,"8753 YOUNG RD, CHILLIWACK BC  V2P 4P3",604-792-7877
UNICUS STUDIO,"TATTOO, LIFECASTING & DESIGN",4569.06811,"6811 VEDDER RD, CHILLIWACK BC  V2R 4E1",
UNION TRACTOR LTD (CHILLIWACK),HEAVY EQUIPMENT & SERVICE SALES,788.44755,"44755 YALE RD, CHILLIWACK BC  V2R 4H3",780-979-8522
