X,Y,FID,PropertyNumber,Business_Name,Civic_Unit,Civic_House,Civic_Street,Mailing_Address,GISLink,CommunityName,Phone,Licence_Desc,Category,Category_Desc,Detail,Detail_Desc,NAICS_Primary,NAICS_Primary_Desc,Approved_Date,Permitted_Use,Permitted_Use_Desc,Seasonal_Employees,PartTime_Employees,FullTime_Employees,Latitude,Longitude
-13654382.25,6298032.421,4922,125151,CAMERON ACADEMY OF CLASSICAL DANCE,,20295,73A AVE,"20295 73A AVE 
LANGLEY BC  V2Y 1T9",125151,Willoughby,530-2106,BALLET CLASSES,84,TEACHER,DANCE,DANCE,611610,Educational services / Educational services / Other schools & instruction / Fine arts schools / Fine arts schools,,9,,,,,49.13637079,-122.6594027
-13651659.44,6303948.012,4923,116465,QUALITY FUN FAMILY DAYCARE,,21188,93 AVE,"21188 93 AVE 
LANGLEY BC  V1M 2B6",116465,Walnut Grove,888-2896,FAMILY DAYCARE,25,DAY CARE,FAMILY,FAMILY DAY CARE,624410,Health care & social assistance / Social assistance / Child day-care services / Child day-care services / Child day-care services,,9,,,,,49.17112645,-122.6349433
-13656205.12,6294381.154,4924,121597,GOLDEN TREE JEWELLERS,215,19705,FRASER HWY,"215  217 19705 FRASER HWY 
LANGLEY BC  V3A 7E9",114834,Willowbrook,604-530-7221,RETAIL JEWELLERY,74,RETAIL MERCHANTS,JEWELRY,JEWELRY STORE,448310,"Retail trade / Clothing & clothing accessories stores / Jewellery, luggage & leather goods stores / Jewellery stores / Jewellery stores",,83,,8,4,4,49.11490646,-122.6757778
-13655368.2,6305800.941,4925,106675,APS PRECAST,,9844,199A ST,"9844 199A ST 
LANGLEY BC  V1M 2X7",106675,,604-888-1968,MANUFACTURE & INSTALLATION OF PRECAST CONCRETE,54,MANUFACTURERS,NON-METAL,NON-METALLIC,327390,Manufacturing / Non-metallic mineral product mfg. / Cement & concrete product mfg. / Other concrete product mfg. / Other concrete product mfg.,,194,,,,70,49.18200788,-122.6682597
-13645651.16,6303483.037,4926,111570,FORT LANGLEY DENTAL,,23192,96 AVE,"BOX 680 
23192 96 AVE 
FORT LANGLEY BC  V1M 2S1",111570,Fort Langley,604-888-3811,DENTAL OFFICE,65,PROFESSIONALS,DENTIST,DENTIST,621210,Health care & social assistance / Ambulatory health care services / Offices of dentists / Offices of dentists / Offices of dentists,,83,,,8,12,49.16839548,-122.58097
-13633572.08,6284845.44,4927,122159,KUTS & KURLS,,3081,271 ST,"3081 271 ST 
LANGLEY BC  V0X 1V0",129938,Aldergrove,604-856-3428,HAIRDRESSING,60,PERSONAL SERVICES,HAIR,HAIRDRESSER,812116,Other services (exc. Public administration) / Personal & laundry services / Personal care services / Hair care & esthetic services / Unisex hair salons,,83,,,2,1,49.05880601,-122.4724617
-13645216.89,6291443.817,4928,129099,BRANDWEAR BASICS LTD,,5300,CLOVERMEADOW CRES,"5300 CLOVERMEADOW CRES 
LANGLEY BC  V2Z 2R1",129099,,604-533-3329,OFFICE FOR CLOTHING MANUFACTURING,54,MANUFACTURERS,CLOTHING,CLOTHING STORE,315990,Manufacturing / Clothing mfg. / Clothing accessories & other clothing mfg. / Clothing accessories & other clothing mfg. / Clothing accessories & other clothing mfg.,,9,,,,,49.09763229,-122.5770689
-13632403.22,6284866.69,4929,119664,M.C.I. INDUSTRIES LTD,,27527,31 AVE,"27527 31 AVE 
ALDERGROVE BC  V4W 3L4",119664,Aldergrove,604-857-1911,SALES/SERVICE MINING/LOG EQUIP,74,RETAIL MERCHANTS,MACHINERY,"MACHINERY, EQUIPMENT & SUPPLIES",417220,"Wholesale trade / Machinery, equipment & supplies whl. / Construction, forestry & ind'l machinery whl. / Mining & oil & gas well mach. & equip. whl. / Mining & oil & gas well mach. & equip. whl.",,164,,,,,49.0589311,-122.4619617
,,4930,136578,WASTE MANAGEMENT OF CANADA CORPORATION,,,OUT OF TOWN,"2330 UNITED BLVD 
COQUITLAM BC  V3K 6S1",136578,,604-520-7900,GARBAGE DISPOSAL,35,GARBAGE COLLECTOR,1,NOT USED,562210,"Admin., support, waste mgmt & remed. services / Waste management & remediation services / Waste treatment & disposal / Waste treatment & disposal / Waste treatment & disposal",,97,,,,,,
,,4931,136578,BC COMFORT AIR CONDITIONING LTD,,,OUT OF TOWN,"7405 LOWLAND DR 
BURNABY BC  V5J 5A8",136578,,,"PLUMBING, REFRIGERATION AND A/C CONTRACTOR",21,CONTRACTOR,AIR,AIR TRANSPORT,,,,,,,,,,
,,4932,136578,SPARKLE WORLD ENTERPRISES LTD,,,OUT OF TOWN,"6 12484 82 AVE 
SURREY BC  V3W 3E9",136578,,604-591-8223,MOBILE WASH/WAX,92,VEHICULAR,MOB.WAX,MOBILE WASH/WAX,811192,Other services (exc. Public administration) / Repair & maintenance / Automotive r&m / Other automotive r&m / Car washes,,228,,3,3,6,,
-13649510.02,6296815.379,4933,123640,CEDAR RIM NURSERY LTD,,7024,GLOVER RD,"7024 GLOVER RD 
LANGLEY BC  V2Y 2R1",123640,,888-4491,RETAIL AND WHOLESALE NURSERY,56,NURSERIES,1,NOT USED,111421,"Agriculture, forestry, fishing & hunting / Crop production / Greenhouse, nursery & floriculture production / Nursery & floriculture production / Nursery & tree production",,27,,10,3,4,49.12921732,-122.6156347
,,4934,136578,WR CLEMAS & SON CONST LTD,,,OUT OF TOWN,"21052 OLD YALE RD 
LANGLEY BC  V3A 4M5",136578,,604-530-9919,OFFICE FOR CONTRACTOR - EXCAVATING,23,CONTRACTOR - MISC,EXCAVATING,EXCAVATING AND BULLDOZING,,,,97,,,,,,
-13655234.08,6287597.883,4935,126892,OCEAN PARK PIZZA AND STEAK HOUSE,,20097,40 AVE,"20097 40 AVE 
LANGLEY BC  V3A 2W3",126892,Brookswood / Fernridge,604-533-4808,RESTAURANT,73,RESTAURANTS,PIZZA,PIZZA,722410,Accommodation & food services / Food services & drinking places / Drinking places (alcoholic beverages) / Drinking places (alcoholic beverages) / Drinking places (alcoholic beverages),,83,,,,,49.07500567,-122.6670549
-13636725.16,6285124.406,4936,120378,ALDERGLEN HAY SALES LTD,,26104,FRASER HWY,"3187 261A ST 
LANGLEY BC  V4W 2X1",120378,Aldergrove,604-856-7901,RETAIL FEED/FARM ACCESSORIES,74,RETAIL MERCHANTS,AGRICULTUR,AGRICULTURAL  FARM SUPPLIES,453910,Retail trade / Misc. store retailers / Other misc. store retailers / Pet & pet supplies stores / Pet & pet supplies stores,,9,,,,2,49.06044812,-122.5007863
,,4937,136578,M P ELECTRICAL CONTRACTING LTD,,,OUT OF TOWN,"140 4471 NO 6 RD 
RICHMOND BC  V6V 1P8",136578,,604-275-5566,CONTRACTOR - ELECTRICAL,21,CONTRACTOR,ELECTRIC,ELECTRICAL,,,,97,,,,,,
-13636036.52,6284821.154,4938,126174,MARKS WORK WEARHOUSE 824,570,26310,FRASER HWY,"570 26310 FRASER HWY 
ALDERGROVE BC  V4W 2Z7",125674,Aldergrove,856-3774,RETAIL CLOTHING,74,RETAIL MERCHANTS,CLOTHING,CLOTHING STORE,448110,Retail trade / Clothing & clothing accessories stores / Clothing stores / Men's clothing stores / Men's clothing stores,,83,,2,3,1,49.05866305,-122.4946002
-13646925.36,6305295.663,4939,111092,FORT GOLF & COUNTRY CLUB,,9782,MCKINNON CRES,"BOX 202 
9782 MCKINNON CRES 
FORT LANGLEY BC  V1M 2R5",111092,,604-888-5911,LOUNGE/BANQUET,73,RESTAURANTS,FAMILY,FAMILY DAY CARE,713910,"Arts, entertainment & recreation / Amusement, gambling & recreation industries / Other amusement & recreation industries / Golf courses & country clubs / Golf courses & country clubs",,302,,10,4,1,49.17904084,-122.5924163
-13650942.53,6288443.582,4940,120755,KITCHEN CONCESSION,,21550,44 AVE,"21550 44 AVE 
LANGLEY BC  V3A 7N1",102563,,534-4555,DINING ROOM,73,RESTAURANTS,CAFETERIA,CAFETERIA,722410,Accommodation & food services / Food services & drinking places / Drinking places (alcoholic beverages) / Drinking places (alcoholic beverages) / Drinking places (alcoholic beverages),,302,,8,,2,49.07998202,-122.6285032
-13642263.15,6299070.747,4941,110761,WHELTON INSURANCE CONSULTANTS LTD,,7785,TELEGRAPH TRAIL,"7785 TELEGRAPH TR 
LANGLEY BC  V1M 3P7",110761,,604-888-6500,GROUP BENEFITS CONSULTING,65,PROFESSIONALS,CONSULTANT,CONSULTANT,524299,"Finance & insurance / Insurance carriers & related activities / Agencies, brokerages & other insurance act. / Other insurance related activities / All other insurance related activities",,9,,,,,49.14247299,-122.550535
-13633489.2,6284775.083,4942,112112,LORDCO PARTS LTD,,27165,FRASER HWY,"27165 FRASER HWY 
ALDERGROVE BC  V4W 3H7",112112,Aldergrove,604-466-4187,AUTO/INDUSTRIAL SUPPLIES,74,RETAIL MERCHANTS,AUTO PARTS,VEHICLE PARTS & ACCESSORIES,415290,Wholesale trade / Motor vehicle & parts whl. / New motor vehicle parts & accessories whl. / Other new motor vehicle parts & access.whl. / Other new motor vehicle parts & access.,,83,,,,6,49.05839185,-122.4717172
-13636878.34,6285112.513,4943,117355,NORCO TRAILER MFG,,3181,260B ST,"3181 260B ST 
LANGLEY BC  V4W 1R1",117355,Aldergrove,604-856-3124,TRAILER CONSTRUCTION,54,MANUFACTURERS,AUTO,AUTOMOBILE,321991,Manufacturing / Wood product mfg. / Other wood product mfg. / All other wood product mfg. / Manufactured (mobile) home mfg.,,147,,8,,,49.06037811,-122.5021624
-13656073.56,6306581.083,4944,116904,S & R SAWMILLS LTD,,19791,101 AVE,"19791 101 AVE 
LANGLEY BC  V1M 3G7",116904,,604-888-0022,CUSTOM SAWING SAWMILL,54,MANUFACTURERS,WOOD,WOOD,321111,Manufacturing / Wood product mfg. / Sawmills & wood preservation / Sawmills & wood preservation / Sawmills (except shingle & shake mills),,,,,,,49.18658859,-122.674596
-13641492.67,6294176.7,4945,153031,G. MANN TRUCKING LTD,40,24455,61 AVE,"40-24455 61 AVE 
LANGLEY   V2Y 0R4",153031,,604-856-8463,OFFICE FOR TRUCKING SERVICE,89,"TRUCKING, EXPRESS, CARTAGE",SAND/GRAVE,SAND AND GRAVEL,484110,"Transportation & warehousing / Truck transportation / General freight trucking / General freight trucking, local / General freight trucking, local",,9,,0,0,18,49.11370428,-122.5436137
-13646176.63,6302951.609,4946,129690,MANIWA GARDENING SERVICE,,8929,MACKIE ST,"8929 MACKIE ST 
FORT LANGLEY BC  V1M 2R7",129690,Fort Langley,888-3209,OFFICE FOR GARDENING SERVICE,23,CONTRACTOR - MISC,LANDSCAPIN,LANDSCAPING,561730,"Admin., support, waste mgmt & remed. services / Administrative & support services / Services to buildings & dwellings / Landscaping services / Landscaping services",,9,,,,,49.16527403,-122.5856904
-13646992.72,6300395.38,4947,118709,VANCOUVER PETROGRAPHICS LTD,,8080,GLOVER RD,"8080 GLOVER RD 
LANGLEY BC  V3A 4P9",118709,,888-1323,OFFICE FOR LAPIDARY AND GEOLOGY WORK,65,PROFESSIONALS,GEOLOGY,GEOLOGY,339910,Manufacturing / Miscellaneous mfg. / Other miscellaneous mfg. / Jewellery & silverware mfg. / Jewellery & silverware mfg.,,9,,,,,49.15025672,-122.5930215
-13640053.71,6286746.012,4948,156307,POPPY ESTATE GOLF COURSE,,3834,248 ST,"3834 248 ST 
ALDERGROVE BC  V4W 1Z2",156307,,856-1181,GOLF COURSE,38,"GOLF COURSES, DRIVING RANGES, OR PAR-3 COURSES",1,NOT USED,713910,"Arts, entertainment & recreation / Amusement, gambling & recreation industries / Other amusement & recreation industries / Golf courses & country clubs / Golf courses & country clubs",,151,,,,,49.0699925,-122.5306873
-13635127.55,6284948.811,4949,149551,ALDERGROVE TRAVEL HOUSE LTD,101,26641,FRASER HWY,"101 26641 FRASER HWY 
LANGLEY BC  V4W 3L1",111978,Aldergrove,604-856-3676,TRAVEL AGENCY,88,TRAVEL,TRAVEL,TRAVEL AGENCIES,561510,"Admin., support, waste mgmt & remed. services / Administrative & support services / Travel arrangement & reservation services / Travel agencies / Travel agencies",,83,,,,,49.0594145,-122.4864348
-13640053.71,6286746.012,4950,156307,POPPY ESTATE GOLF COURSE,,3834,248 ST,"3834 248 ST 
ALDERGROVE BC  V4W 1Z2",156307,,856-1181,DINING AREA,73,RESTAURANTS,FAMILY,FAMILY DAY CARE,722410,Accommodation & food services / Food services & drinking places / Drinking places (alcoholic beverages) / Drinking places (alcoholic beverages) / Drinking places (alcoholic beverages),,302,,,,,49.0699925,-122.5306873
-13655394.23,6287935.997,4951,101950,MAUREEN L FRIESEN NOTARY CORPORATION,,4118,200 ST,"4118 200 ST 
LANGLEY BC  V3A 1K9",101950,Brookswood / Fernridge,604-533-4548,OFFICE FOR NOTARY PUBLIC,65,PROFESSIONALS,LAWYERS,LAWYER,541190,"Professional, scientific & technical services / Professional, scientific & technical services / Legal services / Other legal services / Other legal services",,9,,,,,49.07699529,-122.6684935
-13635747.06,6284760.043,4952,111811,WHITE SPOT RESTAURANT #650,,3070,264 ST,"3070 264 ST 
ALDERGROVE BC  V4W 3E1",111811,Aldergrove,604-856-0344,RESTAURANT/CATERING,73,RESTAURANTS,FAMILY,FAMILY DAY CARE,722410,Accommodation & food services / Food services & drinking places / Drinking places (alcoholic beverages) / Drinking places (alcoholic beverages) / Drinking places (alcoholic beverages),,83,,,,,49.05830331,-122.4919999
-13637363.24,6279012.336,4953,128448,DANECOURT KENNELS,,1225,260 ST,"1225 260 ST 
ALDERGROVE BC  V4W 2S1",128448,,604-856-3089,KENNEL FOR BREEDING DOGS,48,KENNELS,1,NOT USED,812910,Other services (exc. Public administration) / Personal & laundry services / Other personal services / Pet care (exc. veterinary) services / Pet care (exc. veterinary) services,,183,,,1,,49.02445748,-122.5065183
-13655012.64,6294997.545,4954,120822,CIVIC TOOL & DIE WORKS LTD,113,20120,64 AVE,"113 20120 64 AVE 
LANGLEY BC  V2Y 1M8",102736,Willowbrook,604-888-0724,WAREH/WHOLES/MANUF OPTICAL PRODUCTS,54,MANUFACTURERS,MEDICAL,MEDICAL,333310,Manufacturing / Machinery mfg. / Commercial & service industry machinery mfg. / Commercial & service industry machinery mfg. / Commercial & service industry machinery mfg.,,401,,,1,3,49.11853062,-122.6650656
-13655228.51,6303965.887,4955,104704,WALNUT GROVE GLASS & ALUMINUM LTD,1,20043,92A AVE,"1 20043 92A AVE 
LANGLEY BC  V3A 4P8",104704,Northwest Langley,604-888-5489,GLAZING,37,GLASS INSTALLER OR SALES,1,NOT USED,238150,"Construction / Specialty trade contractors / Foundation, structure & related contractors / Glass & glazing contractors / Glass & glazing contractors",,147,,,,6,49.17123143,-122.6670048
-13646318.05,6288648.698,4956,131641,LORNE WOOD TRUCKING INC,,22989,OLD YALE RD,"22989 OLD YALE RD 
LANGLEY BC  V3A 7B9",131641,,530-5817,OFFICE FOR SAND AND GRAVEL TRUCKING,89,"TRUCKING, EXPRESS, CARTAGE",SAND/GRAVE,SAND AND GRAVEL,416390,Wholesale trade / Building material & supplies whl. / Lumber & other building supplieswhl. / Other specialty-line building supplies whl. / Other specialty-line building supplies whl.,,9,,,,,49.08118891,-122.5869607
-13653785.43,6284760.115,4957,100813,BYTE DESIGNS LTD,,20568,32 AVE,"20568 32 AVE 
LANGLEY BC  V2Z 2C8",100813,Brookswood / Fernridge,534-0722,OFFICE FOR COMPUTER SOFTWARE DEVELOPMENT,19,COMPUTERS,HARDWARE,HARDWARE STORE,541514,"Professional, scientific & technical services / Professional, scientific & technical services / Computer systems design & related services / Computer systems design & related services / Computer systems design & related services",,9,,,,2,49.05830374,-122.6540414
-13656144.05,6305685.641,4958,143188,WESTLAM INDUSTRIES LTD,,19755,98 AVE,"19755 98 AVE 
LANGLEY BC  V3A 4P8",143188,,640-888-2894,CUSTOM LAMINATING SERVICE,64,"PRINTERS, PUBLISHERS",1,NOT USED,321212,"Manufacturing / Wood product mfg. / Veneer, plywood & engineered wood product mfg. / Veneer, plywood & engineered wood product mfg. / Softwood veneer & plywood mills",,276,,,,15,49.18133085,-122.6752292
-13640824.5,6291837.391,4959,120759,ABE'S AUTO SERVICE,,5395,248 ST,"5395 248 ST 
ALDERGROVE BC  V4W 1C6",118042,,856-9088,AUTO REPAIR/RETAIL PARTS,92,VEHICULAR,REPAIRS,REPAIRS,811111,Other services (exc. Public administration) / Repair & maintenance / Automotive r&m / Automotive mechanical & electrical r&m / General automotive repair,,343,,,,1,49.09994721,-122.5376114
-13652101.16,6302585.528,4960,123069,COAST CAPITAL SAVINGS FEDERAL CREDIT UNION,,20991,88 AVE,"ATTN FACILITIES: 800 9900 KING GEORGE BLVD 
SURREY BC  V3T 0K7",116164,Walnut Grove,581-2661,FINANCIAL INSTITUTION,32,FINANCIAL INSTITUTIONS,CREDIT,CREDIT UNIONS,522130,Finance & insurance / Credit intermediation & related activities / Depository credit intermediation / Local credit unions / Local credit unions,,73,,,11,11,49.16312365,-122.6389113
-13650363.38,6291019.297,4961,121770,ON LINE COLLISION LTD,1,21650,FRASER HWY,"1 21650 FRASER HWY 
LANGLEY BC  V3A 4G9",109673,Murrayville,533-5504,AUTO BODY REPAIR,92,VEHICULAR,REPAIRS,REPAIRS,811121,"Other services (exc. Public administration) / Repair & maintenance / Automotive r&m / Auto. body, paint, interior & glass repair / Automotive body, paint & interior r&m",,147,,,1,4,49.09513524,-122.6233005
-13638116.91,6286520.928,4962,107719,GRECON CONSTRUCTION LTD,,3660,256 ST,"3660 256 ST 
ALDERGROVE BC  V4W 2A3",107719,,644-8475,OFFICE FOR GREENHOUSE CONSTRUCTION,22,CONTRACTOR - GENERAL,GREEN,GREENHOUSES,236210,Construction / Construction of buildings / Non-residential building construction / Industrial building & structure construction / Industrial building & structure construction,,9,,,,,49.06866782,-122.5132887
-13645077.16,6290881.33,4963,109332,G D KENT CONTRACTING LTD,,23387,50 AVE,"23387 50 AVE 
LANGLEY BC  V2Z 2S7",109332,,644-9736,OFFICE FOR RESIDENT BUILDER,22,CONTRACTOR - GENERAL,SFD,SINGLE FAMILY DWELLING,236110,Construction / Construction of buildings / Residential building construction / Residential building construction / Residential building construction,,9,,,,,49.09432368,-122.5758137
-13655443.16,6297509.27,4964,143718,JOHNSTON MEIER INSURANCE BROKERS INC,101,19978,72 AVE,"101 19978 72 AVE 
LANGLEY BC  V2Y 1R7",143718,Willoughby,604-533-0333,INSURANCE AGENCY,45,"INSURANCE AGENTS, AGENCIES",1,NOT USED,524210,"Finance & insurance / Insurance carriers & related activities / Agencies, brokerages & other insurance act. / Insurance agencies & brokerages / Insurance agencies & brokerages",,73,,,2,16,49.13329596,-122.668933
-13656186.26,6305287.174,4965,140786,ROARON CONSTRUCTION LTD,CMPLX,19747,TELEGRAPH TRAIL,"4 19747 TELEGRAPH TR 
LANGLEY BC  V3A 4P8",140786,,604-888-7818,HEAVY CONSTRUCTION AND ROAD BUILDING,22,CONTRACTOR - GENERAL,MISC,MISCELLANEOUS,237310,"Construction / Heavy and civil engineering construction / Highway, street & bridge construction / Highway, street & bridge construction / Highway, street & bridge construction",,147,,10,,2,49.17899099,-122.6756084
-13656205.12,6294381.154,4966,123055,THE BAY,320,19705,FRASER HWY,"320 19705 FRASER HWY 
LANGLEY BC  V3A 7E9",114834,Willowbrook,604-530-8434,DEPARTMENT STORE,74,RETAIL MERCHANTS,DEPARTMENT,DEPARTMENT STORE,452110,Retail trade / General merchandise stores / Department stores / Department stores / Department stores,,73,,,120,60,49.11490646,-122.6757778
-13651438.27,6303697.971,4967,106387,CENTRAL ROOFING SYSTEMS LTD,,21235,92 AVE,"21235 92 AVE 
LANGLEY BC  V1M 1L2",106387,Walnut Grove,888-8861,ROOFING CONTRACTOR,21,CONTRACTOR,ROOFING,ROOFING,238160,"Construction / Specialty trade contractors / Foundation, structure & related contractors / Roofing contractors / Roofing contractors",,9,,,,,49.16965788,-122.6329565
-13655406.19,6305026.732,4968,120857,GODOY'S INSURANCE ONLY (LANGLEY) INC,,19987,96 AVE,"19987 96 AVE 
LANGLEY BC  V3A 4P8",131371,,604-888-9096,INSURANCE AGENCY,45,"INSURANCE AGENTS, AGENCIES",1,NOT USED,524210,"Finance & insurance / Insurance carriers & related activities / Agencies, brokerages & other insurance act. / Insurance agencies & brokerages / Insurance agencies & brokerages",,73,,,,2,49.17746158,-122.6686009
-13656514.51,6304812.964,4969,121692,GREGG DISTRIBUTORS (B.C.) LTD,100,19632,96 AVE,"100 19632 96 AVE 
LANGLEY BC  V1M 3B9",131048,,888-9588,DISTRIBUTION OF AUTO PARTS & ACCESSORIES,99,WHOLESALE MERCHANT,AUTO PT/AC,AUTOMOBILE PARTS AND ACCESSORIES,417230,"Wholesale trade / Machinery, equipment & supplies whl. / Construction, forestry & ind'l machinery whl. / Industrial machinery, equip. & supplies whl. / Industrial machinery, equip. & supplies whl.",,396,,,,17,49.17620622,-122.6785571
-13655384.01,6287735.598,4970,101949,DR HELEN L KUO BROOKSWOOD MEDICAL-DENTAL CLINIC,,20040,40A AVE,"20040 40A AVE 
LANGLEY BC  V3A 2Y5",101949,Brookswood / Fernridge,604-530-8866,DENTAL OFFICE,65,PROFESSIONALS,DENTIST,DENTIST,621210,Health care & social assistance / Ambulatory health care services / Offices of dentists / Offices of dentists / Offices of dentists,,73,,,,1,49.07581606,-122.6684017
,,4971,136578,S HENNINGSON CONSTRUCTION LTD,,,OUT OF TOWN,"PO BOX 3104 
LANGLEY BC  V3A 4R3",136578,,591-9303,GENERAL CONTRACTING,22,CONTRACTOR - GENERAL,MISC,MISCELLANEOUS,,,,97,,,,4,,
-13655444.66,6296354.364,4972,115208,WIGGINS ADJUSTMENTS LTD,,19985,68 AVE,"19989 68 AVE 
LANGLEY BC  V2Y 2W5",115208,Willoughby,604-530-1822,COLLECTION AGENCY,49,LEGAL,BAILIFF,BAILIFF,561440,"Admin., support, waste mgmt & remed. services / Administrative & support services / Business support services / Collection agencies / Collection agencies",,9,,,,,49.12650732,-122.6689465
-13654707.41,6294618.106,4973,125669,JB HELICOPTER ACCESSORY SERVICE LTD,1,6258,202 ST,"1 6258 202 ST 
LANGLEY BC  V2Y 1N2",102728,Willowbrook,604-533-4275,HELICOPTER HYDRAULICS REPAIR,72,REPAIR SERVICES,EQUIPMENT,HEAVY EQUIPMENT,488190,Transportation & warehousing / Support activities for transportation / Support activities for air transportation / Other support activities for air transport / Other support activities for air transport,,297,,,2,3,49.11629969,-122.6623236
-13654843.21,6305259.313,4974,133592,MTF MAINLAND DISTRIBUTORS INC,,9680,201 ST,"9680 201 ST 
LANGLEY BC  V1M 3E8",133592,Northwest Langley,604-888-1417,FREIGHT SALVAGE STORE,95,WAREHOUSE AND STORAGE,1,NOT USED,418990,Wholesale trade / Miscellaneous wholesaler-distributors / Other misc. whl. / All other whl. / All other whl.,,147,,,,6,49.17882739,-122.6635436
-13655564.27,6304064.856,4975,140135,TOSUTA INTERNATIONAL SALES LTD,200,9325,200 ST,"200 9325 200 ST 
LANGLEY BC  V1M 3A7",137003,,604-881-2005,IMPORT OF CONFECTIONARY,41,IMPORT/EXPORT OR MANUFACTURERS AGENT,1,NOT USED,413190,"Wholesale trade / Food, beverage & tobacco whl. / Food whl. / Other specialty-line food whl. / Other specialty-line food whl.",,73,,,,25,49.17181269,-122.6700209
-13656369.7,6305014.53,4976,128239,AIE INDUSTRIES LTD,3,19695,96 AVE,"3 19695 96 AVE 
LANGLEY BC  V3A 4P8",128239,,604-888-2505,MACHINE SHOP HYDRAULIC REPAIR,72,REPAIR SERVICES,EQUIPMENT,HEAVY EQUIPMENT,332710,"Manufacturing / Fabricated metal product mfg. / Machine shops, turned product & related mfg. / Machine shops / Machine shops",,377,,,,2,49.17738993,-122.6772563
-13635106.23,6291960.704,4977,140165,BENJAMIN MOORE & CO LTD,,26680,GLOUCESTER WAY,"26680 GLOUCESTER WAY 
ALDERGROVE BC  V4W 3V6",140165,Gloucester,604-857-0600,REGIONAL DISTRIBUTION & SALES OFFICE,54,MANUFACTURERS,NON-METAL,NON-METALLIC,325510,"Manufacturing / Chemical mfg. / Paint, coating & adhesive mfg. / Paint & coating mfg. / Paint & coating mfg.",,197,,,4,24,49.10067248,-122.4862432
-13653907.85,6294694.736,4978,102782,M D M CONSTRUCTION (2012) CO LTD,,6285,205 ST,"2 6285 205 ST 
LANGLEY BC  V2Y 1N7",102782,Willowbrook,604-533-4354,CONSTRUCTION,22,CONTRACTOR - GENERAL,MISC,MISCELLANEOUS,236210,Construction / Construction of buildings / Non-residential building construction / Industrial building & structure construction / Industrial building & structure construction,,96,,8,,,49.11675025,-122.6551411
-13650363.38,6291019.297,4979,122155,NIKO'S VACS TO WAX SUPPLY LTD,101,21652,FRASER HWY,"101 21652 FRASER HWY 
LANGLEY BC  V3A 4G9",109673,Murrayville,604-533-3882,WHOLESALE JANITORIAL SUPPLIES,18,CLEANING SERVICES,JANITORIAL,JANITORIAL,417920,"Wholesale trade / Machinery, equipment & supplies whl. / Other machinery, equipment & supplies whl. / Service est. machinery, equip. & supplies whl / Service est. machinery, equip. & supplies whl",,407,,,,2,49.09513524,-122.6233005
-13645249.49,6303951.678,4980,111573,FORT NEIGHBORHOOD PUB,,9273,GLOVER RD,"BOX 324 
9273 GLOVER RD 
LANGLEY BC  V1M 2R6",111573,Fort Langley,604-888-6166,PUB,66,PUBS,PUB,PUB,722410,Accommodation & food services / Food services & drinking places / Drinking places (alcoholic beverages) / Drinking places (alcoholic beverages) / Drinking places (alcoholic beverages),,232,,,4,5,49.17114798,-122.5773617
-13645827.53,6289012.851,4981,117796,MATCON CIVIL CONSTRUCTORS INC,,4481,232 ST,"4481 232 ST 
LANGLEY BC  V2Z 2S2",117796,,604-530-1402,CONSTRUCTION-ROAD BUILDING,23,CONTRACTOR - MISC,EXCAVATING,EXCAVATING AND BULLDOZING,237310,"Construction / Heavy and civil engineering construction / Highway, street & bridge construction / Highway, street & bridge construction / Highway, street & bridge construction",,96,,,,50,49.08333149,-122.5825544
-13656282.1,6305368.436,4982,116905,PANDA IND PRODUCTS LTD,A1,19725,TELEGRAPH TRAIL,"10 19725 TELEGRAPH TR 
LANGLEY BC  V3A 4P8",116905,,888-2220,SMALL ELECTRONIC MOTOR CONTROL,99,WHOLESALE MERCHANT,COM & ELEC,COMMUNICATION & ELECTRONICS,417320,"Wholesale trade / Machinery, equipment & supplies whl. / Computer & communications equipment whl. / Electr. com. navig. & com. equip.& suppl. whl / Electr. comp.navig. & com. equip.& suppl. whl.",,392,,,,4,49.17946818,-122.6764693
-13636544.26,6285043.144,4983,145595,STATUS ELECTRICAL CORP,106,3193,262 ST,"106 3193 262 ST 
LANGLEY BC  V4W 2Z6",128558,Aldergrove,604-625-8665,ELECTRICAL CONTRACTING,21,CONTRACTOR,ELECTRIC,ELECTRICAL,238210,Construction / Specialty trade contractors / Building equipment contractors / Electrical & other wiring contractors / Electrical & other wiring contractors,,96,,,,4,49.05996978,-122.4991613
-13654167.8,6302611.474,4984,121715,ROYAL BANK OF CANADA,105,8843,204 ST,"105 8843 204 ST 
LANGLEY BC  V1M 2K4",104670,Walnut Grove,882-2200,BANKING BUSINESS,32,FINANCIAL INSTITUTIONS,BANKS,BANKS,522111,Finance & insurance / Credit intermediation & related activities / Depository credit intermediation / Banking / Personal & commercial banking industry,,129,,,1,6,49.16327607,-122.6574763
-13651539.02,6302505.388,4985,121754,MILNE SELKIRK BARRISTERS & SOLICITORS,BLD 5,21183,88 AVE,"BL 5 21183 88 AVE 
LANGLEY BC  V3A 4P9",106531,Walnut Grove,604-882-5015,LAW OFFICE,65,PROFESSIONALS,LAWYERS,LAWYER,541110,"Professional, scientific & technical services / Professional, scientific & technical services / Legal services / Offices of lawyers / Offices of lawyers",,83,,,,4,49.1626529,-122.6338615
