LicenceNumber,DateFrom,DateTo,TradeName,LicenceDesc,LicenceCategory,Unit,Address,StreeName,ESRI_OID
79927,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PERRY'S ALUMINUM AND IRON WORKS,Metal Fabricating,INDUSTRIAL LIGHT MANUFACTURING/RETAIL - INDUSTRIAL LIGHT MANUFACTURING/RETAIL,,3649,OPIE CRES,3155
70371,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,5 STAR TOWING INC.,HOME BASED TOWING CO.,VEHICLE HIRE - TOW TRUCKS,,2942,QUEENSWAY,3156
79065,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,WONDERLAND GAMES,Hobby & Comic Store,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,,3328,15TH AVE,3157
71671,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NATIONAL MONEY MART COMPANY,Financial Institution,Banks and other Financial Institutions.,,3328,15TH AVE,3158
74040,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PANAGO PIZZA,PIZZA TAKEOUT,COFFEE SHOP/CAFE/DELI - COFFEE SHOP/CAFE/DELI,,3328,15TH AVE,3159
79085,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PBR ENTERPRISES LTD / MCDONALD'S RESTAURANT,"Restaurant, Fast Food",RESTAURANT - RESTAURANT,,3310,15TH AVE,3160
2139,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,RAZORS EDGE HAIR STUDIO & DAY SPA,HAIR SALON,COMMERCIAL SERVICE > 100 SQ. M. - BARBER / HAIR SALON,,1437,COMMERCIAL CRES,3161
80388,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,GAME CHANGERZ VR,Virtual Reality Arcade,COMMERCIAL RECREATION,,1437,COMMERCIAL CRES,3162
75211,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,GET LASHED! EYE LASH EXTENSION STUDIO,eye lash extentions and hair removal,HOME BUSINESS - HOME BUSINESS,,7640,EASTVIEW ST,3163
69979,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,AXIS FAMILY RESOURCES LTD.,COMMERCIAL OFFICE,COMMERCIAL OFFICE - COMMERCIAL OFFICE - OTHER,,185,QUEBEC ST,3164
77600,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,KNELL ENTERPRISES LTD,commercial industrial Rental,BUILDING RENTAL - INDUSTRIAL,,4663,BANZER DR,3165
72910,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FOUR POINTS BY SHERATON,Hotel 74 Rooms,HOTEL - HOTEL,,1790,HIGHWAY 97 S,3166
77746,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,WINDSOR PLYWOOD,building sales,BUILDING OR GARDEN SUPPLIES - BUILDING SUPPLIES,3680,3670,OPIE CRES,3167
80498,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,JD EXECUTIVE MANAGEMENT LTD.,Consulting,HOME BUSINESS - CONSULTING,,2838,ANDRES RD,3168
80793,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE NORTHERN CAPITAL DRIVING SCHOOL,Driver training,HOME BUSINESS - HOME BUSINESS - OTHER,,7666,ST ANDREW PL,3169
78882,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,"WONG, TONI",Mobile Occupational Therapist,HOME BUSINESS - HOME BUSINESS - OTHER,,2607,LINKS DR,3170
69980,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BURLEIGH BUILDING LTD,home is office,"CONTRACTOR, TRADE - CARPENTRY - RENOVATIONS",,2607,LINKS DR,3171
77287,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PROTEC NORTH SERVICES LTD,"gas station site equipment - sale, repair and maintenance","HOME BUSINESS, CONTRACTOR TRADE - CONTRACTOR - OTHER",,4674,GRAY DR,3172
79207,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,STRATEGIC NATURAL RESOURCE CONSULTANTS INC,Natural resource consulting,COMMERCIAL SERVICE > 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,931,GREAT ST,3173
74968,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CHEMTRADE WEST LTD. PARTNERSHIP,manufacturing - dist of chemical products,"INDUSTRIAL, SP. HEAVY MANUF. < 8 H - CHEMICAL",,604,BOUNDARY RD,3174
81526,2021/07/06 07:00:00+00,2021/12/31 08:00:00+00,FSG CONTRACTING LTD,homebased business offering construction services,HOME BUSINESS 2,429,421,RUGGLES ST,3175
75477,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TOTAL TOPS BATH & KITCHEN,Industrial light manufacturing,INDUSTRIAL LIGHT MANUFACTURING/RETAIL - INDUSTRIAL LIGHT MANUFACTURING/RETAIL,,1504,LYON ST S,3176
74738,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,RHINO REFORESTATION SERVICES INC,tree planting,INDUSTRIAL SERVICE < 100 SQ. M. - INDUSTRIAL SERVICE - OTHER,,1798,NICHOLSON ST S,3177
81588,2021/08/24 07:00:00+00,2021/12/31 08:00:00+00,GREGG'S PAINTING & MAINTENANCE,house and building painting and handyman maintenance,HOME BUSINESS 1 - Craft,,3344,ST FRANCES CRT,3178
77802,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,UNITED RENTALS OF CANADA INC.,sales and rentals of equipment and supplies,"INDUSTRIAL EQUIPMENT, SALES AND SERVICE - INDUSTRIAL EQUIPMENT, SALES AND SERVICE",,2019,1ST AVE,3179
42312,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ARMTEC LTD,CULVERT MANUFACTURING,"INDUSTRIAL, SP. HEAVY MANUF. < 8 H - INDUSTRIAL, SP. HEAVY MANUF. < 8 H",,2001,INDUSTRIAL WAY,3180
4166,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,RUSSEL METALS INC DBA AJ FORSYTH & COMPANY,STEEL PRODUCTS,WAREHOUSING - WAREHOUSING,,1154,PACIFIC ST,3181
70068,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FINNING INTERNATIONAL INC.,RENTAL AND SALE OF SMALL INDUSTRIAL EQUIPMENT,"INDUSTRIAL EQUIPMENT, SALES AND SERVICE - INDUSTRIAL EQUIPMENT, SALES AND SERVICE",,1140,PACIFIC ST,3182
74298,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,THE 3RS SECONDHAND,SECOND HAND STORE-HOME BASED,HOME BUSINESS - RETAIL,,7406,HART HWY,3183
81358,2021/04/19 07:00:00+00,2021/12/31 08:00:00+00,PK ADMIN SERVICES,Administrative Services,HOME BUSINESS 1 - Craft,,7364,HART HWY,3184
7846,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,COUNTRY SENIORS COMMUNITY,row housing townhouse,RESIDENTIAL BUILDING RENTAL,,7364,HART HWY,3185
74176,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,B.JOANNE WILLIAMS,Medical Transcription,HOME BUSINESS - HOME BUSINESS - OTHER,,7364,HART HWY,3186
75230,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ASHBURY COURT,apartments,RESIDENTIAL BUILDING RENTAL - APARTMENTS,101,3710,15TH AVE,3187
76365,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ASHBURY COURT,Residential Building Rental,RESIDENTIAL BUILDING RENTAL - APARTMENTS,101,1456,LIARD DR,3188
76366,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ASHBURY COURT,Residential Building Rental,RESIDENTIAL BUILDING RENTAL - APARTMENTS,101,1453,GARVIN ST,3189
81280,2021/03/10 08:00:00+00,2021/12/31 08:00:00+00,N & C JANITORIALS,Janitorial services,HOME BUSINESS 1 - Craft,104,1453,GARVIN ST,3190
80466,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DIAS EX MACHINA PUBLISHING,Author & Book Publishing,HOME BUSINESS - HOME BUSINESS - OTHER,129,6807,WESTGATE AVE,3191
72437,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,INTERCON PULP MILL,Pulpmill at 2533 PG Pulpmill rd,"INDUSTRIAL, SP. HEAVY MANUF. > 8 H - PULP AND PAPER",2533,2355,PG PULPMILL RD,3192
81192,2021/02/08 08:00:00+00,2021/12/31 08:00:00+00,ANDREA BORN COACHING,"Personal, Leadership, & Executive Coaching Services/Training",HOME BUSINESS - CONSULTING,,6878,CHARTWELL CRES,3193
2244,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TREASURE COVE CASINO INC,CASINO,GAMING FACILITY,,2003,HIGHWAY 97,3194
70810,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,OTTER PROPERTIES LTD.,BUILDING RENTAL  - CASINO,BUILDING RENTAL - BUILDING RENTAL,,2003,HIGHWAY 97,3195
1571,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DOUBLE B HOLDINGS DBA TIM HORTONS 252,STORE NUMBER 25270059,RESTAURANT - RESTAURANT,,612,CENTRAL ST E,3196
71142,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BMO BANK OF MONTREAL,"BANK, renting space",COMMERCIAL SERVICE > 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,1445,CENTRAL ST W,3197
8274,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BMO NESBITT BURNS INC,INVESTMENT & FINANCIAL SERVICES,COMMERCIAL OFFICE - INSURANCE,,1445,CENTRAL ST W,3198
7632,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BMO BANK OF MONTREAL,BANK,Banks and other Financial Institutions.,,1445,CENTRAL ST W,3199
71256,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,STARBUCKS COFFEE # 4590,COFFEE SHOP,COFFEE SHOP/CAFE/DELI - COFFEE SHOP/CAFE/DELI,,1445,CENTRAL ST W,3200
81259,2021/03/02 08:00:00+00,2021/12/31 08:00:00+00,DEANIE'S BEANIES,Retail yarn and knitting supplies,HOME BUSINESS 1 - Craft,,7638,GRAYSHELL RD,3201
45130,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FIRST TRUCK COLLISION CENTRE LTD,VEHICLE REPAIR AND SERVICE,CAR SALES OR SERVICE - CAR SALES OR SERVICE,,1027,GREAT ST,3202
75542,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HIGH TIDE CHARTERS INC,Salt Water Charter Fishing,HOME BUSINESS - HOME BUSINESS - OTHER,,6910,EUGENE RD,3203
76073,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BUDGET CHOICE HEATING & COOLING,heating and refrigration gas fitting,"HOME BUSINESS, CONTRACTOR TRADE - HEATING",,7722,SARAH PL,3204
80890,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,RIGHTRIDE,Used car dealership,CAR DEALERSHIP - CAR DEALERSHIP,,509,CARNEY ST,3205
73006,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NUMBER 278 HOLDINGS LTD,Industrial 846 839 2nd ave,BUILDING RENTAL - INDUSTRIAL,,841,2ND AVE,3206
70221,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,A PLUS AUTOMATIC DOOR AND STOREFRONT LTD,"Commercial glass, doors, & solar systems","CONTRACTOR, TRADE - CONTRACTOR, TRADE",,841,2ND AVE,3207
78382,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DDR2 COMPUTER SOLUTIONS INC,Computer Sale & Service,INDUSTRIAL SERVICE < 100 SQ. M. - COMPUTERS,,857,2ND AVE,3208
31635,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,JIM'S  ENGINES LTD,GARAGE REPAIR,CAR SALES OR SERVICE - CAR SALES OR SERVICE,9,595,ONGMAN RD,3209
81427,2021/05/13 07:00:00+00,2021/12/31 08:00:00+00,TNT BOOKKEEPING,Bookkeeping,HOME BUSINESS 1 - Craft,,2685,SANDERSON RD,3210
2209,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,THOMAS CONCRETE FINISHING LTD,CONCRETE FINISHING,"HOME BUSINESS, CONTRACTOR TRADE - HOME BUSINESS, CONTRACTOR TRADE",,6530,VANHILL RD,3211
78784,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,COBWEBS & KEEPSAKES,Antiques & Collectibles,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,,2290,HART HWY,3212
4873,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,"CASCADES RECOVERY +, A DIVISION OF CASCADES CANADA ULC",RECYCLING PAPER,INDUSTRIAL SERVICE < 100 SQ. M. - INDUSTRIAL SERVICE < 100 SQ. M.,,8545,WILLOW CALE RD,3213
77524,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,EMTERRA ENVIRONMENTAL,Recycling,INDUSTRIAL SERVICE < 100 SQ. M. - INDUSTRIAL SERVICE - OTHER,,8545,WILLOW CALE RD,3214
78044,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ENVIRONMENTAL MATS LTD,Manufacturer of Wooden Access Mats,INDUSTRIAL SERVICE < 100 SQ. M. - INDUSTRIAL SERVICE - OTHER,,8545,WILLOW CALE RD,3215
78045,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,EDGEWATER HOLDINGS LTD,"Logging and Fibre Management, Trucking",INDUSTRIAL SERVICE < 100 SQ. M. - INDUSTRIAL SERVICE - OTHER,,8545,WILLOW CALE RD,3216
74368,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PINNACLE RENEWABLE ENERGY INC,Executive office - Manufacturing entity,INDUSTRIAL SERVICE > 100 SQ. M. - INDUSTRIAL SERVICE - OTHER,,8545,WILLOW CALE RD,3217
9353,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CENTRAL BC RAILWAY & FOREST INDUSTRY MUSEUM,RAILWAY & FOREST MUSEUM,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,,850,RIVER RD,3218
81289,2021/03/10 08:00:00+00,2021/12/31 08:00:00+00,RUSTIC ROOSTER HOME DECOR,Home Decor Retail,"Aircraft Sale/Rental, Business/Office Supplies, Retail Convenience/General, Building/Garden Supplies, Retail Farmers/Flea Market, Direct Sales Group/Individual

COMMERCIAL RETAIL (<1000 SQ M GFA)",6569,6541,HART HWY,3219
7464,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TREND SETTERS HAIR STUDIO,HAIR SALON,COMMERCIAL SERVICE > 100 SQ. M. - BARBER / HAIR SALON,6569,6541,HART HWY,3220
71579,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FOREVER FLORISTS (2006),FLORIST,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,6569,6541,HART HWY,3221
1603,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HOMESTEADER HEALTH FOOD STORE LTD,HEALTH FOOD STORE,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,6569,6541,HART HWY,3222
1021,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,H & R BLOCK CANADA INC,COMMERCIAL OFFICE,"Commercial office (Accountant, Advertising, Appraiser, Architect, Engineer, Insurance, Lawyer, Notary Public, Property Management, Real Estate, Surveyor, Travel), Studio, Radio, Television, Claims Centre",6569,6541,HART HWY,3223
77565,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HART BARBER SHOP,Barber / Hair Cutting,COMMERCIAL SERVICE < 100 SQ. M. - BARBER / HAIR SALON,6569,6541,HART HWY,3224
71345,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SPRUCE CREDIT UNION - HART BRANCH,Credit Union Financial Institution,Banks and other Financial Institutions.,6569,6541,HART HWY,3225
74880,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FABRICLAND,Retail Fabric store,COMMERCIAL RETAIL > 1000 SM - COMMERCIAL RETAIL > 1000 SM,6569,6541,HART HWY,3226
81520,2021/07/02 07:00:00+00,2021/12/31 08:00:00+00,THE SABLE FERN,Cosmetic Tattoo Artist,"Agriculture General/Intensive, Animal Breeding/Boarding/Clinic, Aquaculture, Dental Office, Entertainment Patron/Spectator, Exhibit, Exhibition/Convention, Feedlot, Fish Hatchery, Forestry, Health Service Community-Outreach/Minor/Major, Library, Medical Office, Personal Care Home, Printing, Publishing, Residential Sales Centre, Service Business-Support/Funeral/Massage/Massage-Therapy/Personal/Pet-Grooming/Pet-Daycare/Veterinary, Winery/Cidery, Vending Machines
COMMERCIAL SERVICE (<100 SQ M GFA)",,1455,10TH AVE,3227
81361,2021/05/01 07:00:00+00,2021/12/31 08:00:00+00,"ROSE AND THISTLE, A COLLECTIVE",Aesthetic services,"Agriculture General/Intensive, Animal Breeding/Boarding/Clinic, Aquaculture, Dental Office, Entertainment Patron/Spectator, Exhibit, Exhibition/Convention, Feedlot, Fish Hatchery, Forestry, Health Service Community-Outreach/Minor/Major, Library, Medical Office, Personal Care Home, Printing, Publishing, Residential Sales Centre, Service Business-Support/Funeral/Massage/Massage-Therapy/Personal/Pet-Grooming/Pet-Daycare/Veterinary, Winery/Cidery, Vending Machines
COMMERCIAL SERVICE (>101 SQ M GFA)",,1455,10TH AVE,3228
3544,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CAMP PLAZA BARBERS,COMMERCIAL SERVICE < 100 sq. m.,COMMERCIAL SERVICE < 100 SQ. M. - BARBER / HAIR SALON,,1465,10TH AVE,3229
77664,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,THE SALTED CRACKER #1,Quick service restaurant under 10 seats soups and sandwich,"Restaurant, Coffee Shop, Cafe, Deli (30 seats or less) or other Food primary establishments.",,1485,10TH AVE,3230
68434,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PREMIERE VIDEO CORP. DBA DOCTOR LOVE HEMP CITY,ADULT VIDEO/BOUTIQUE RETAIL STORE,COMMERCIAL RETAIL < 1000 SQ. M. - COMMERCIAL RETAIL < 1000 SQ. M.,,1412,PATRICIA BLVD,3231
4951,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ANGELIQUE'S NATIVE ARTS,NATIVE ARTS & CRAFTS,"Aircraft Sale/Rental, Business/Office Supplies, Retail Convenience/General, Building/Garden Supplies, Retail Farmers/Flea Market, Direct Sales Group/Individual

COMMERCIAL RETAIL (<1000 SQ M GFA)",,335,DOMINION ST,3232
81485,2021/06/14 07:00:00+00,2021/12/31 08:00:00+00,PHILOMENA HUGHES PHOTOGRAPHY,Photography Studio,"Agriculture General/Intensive, Animal Breeding/Boarding/Clinic, Aquaculture, Dental Office, Entertainment Patron/Spectator, Exhibit, Exhibition/Convention, Feedlot, Fish Hatchery, Forestry, Health Service Community-Outreach/Minor/Major, Library, Medical Office, Personal Care Home, Printing, Publishing, Residential Sales Centre, Service Business-Support/Funeral/Massage/Massage-Therapy/Personal/Pet-Grooming/Pet-Daycare/Veterinary, Winery/Cidery, Vending Machines
COMMERCIAL SERVICE (<100 SQ M GFA)",,423,DOMINION ST,3233
80376,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TELL-TALE TATTOO,Tattoo Shop,HOME BUSINESS - HOME BUSINESS - OTHER,,2898,GREENFOREST CRES,3234
79937,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SHALOM ENTERPRISES INC,Renovation and skilled trades services,"CONTRACTOR, TRADE - CARPENTRY - RENOVATIONS",,10510,ROBSON RD,3235
79254,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HERTZ CANADA LTD,Rent a car,CAR OR TRUCK RENTAL - CAR AND TRUCK RENTAL,,2419,QUEENSWAY,3236
78333,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,FAIR DEAL AUTOSALES LTD.,Autosales,CAR SALES OR SERVICE - CAR SALES OR SERVICE,,2419,QUEENSWAY,3237
69030,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NORTHERN PALACE RESTAURANT LTD,CHINESE RESTAURANT DINING AND CATERING,RESTAURANT - RESTAURANT,,3788,AUSTIN RD W,3238
79568,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,WDCS NORTH,Workforce sonsulting & program services,COMMERCIAL OFFICE - COMMERCIAL OFFICE,,2666,QUEENSWAY,3239
80426,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SAGE PRESENCE,Counselling Services,COMMERCIAL OFFICE - COMMERCIAL OFFICE,,2666,QUEENSWAY,3240
80428,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,HAELAN THERAPIES,Counselling,COMMERCIAL OFFICE - COMMERCIAL OFFICE,,2666,QUEENSWAY,3241
80541,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,TROUT CREEK COLLABORATIVE SOLUTIONS,Natural Resource Management Consulting,COMMERCIAL OFFICE - COMMERCIAL OFFICE,,2666,QUEENSWAY,3242
79872,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,A.L.M. LASER ESTHETICS,Esthetics - room rental in existing salon,"Agriculture General/Intensive, Animal Breeding/Boarding/Clinic, Aquaculture, Dental Office, Entertainment Patron/Spectator, Exhibit, Exhibition/Convention, Feedlot, Fish Hatchery, Forestry, Health Service Community-Outreach/Minor/Major, Library, Medical Office, Personal Care Home, Printing, Publishing, Residential Sales Centre, Service Business-Support/Funeral/Massage/Massage-Therapy/Personal/Pet-Grooming/Pet-Daycare/Veterinary, Winery/Cidery, Vending Machines
COMMERCIAL SERVICE (<100 SQ M GFA)",,2666,QUEENSWAY,3243
79978,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,COURTNEY'S NAILS & ESTHETICS,Esthetics,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,,2666,QUEENSWAY,3244
76369,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,NOVAK BROS CONTRACTING LTD,Building Rental,BUILDING RENTAL - COMMERCIAL,,2666,QUEENSWAY,3245
70701,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,BRITISH COLUMBIA FOREST SAFETY COUNCIL,bc faller training standard & certification program,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,,2666,QUEENSWAY,3246
81008,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,1199562 BC LTD. DBA GREEN CULTURE,Non-Medical Cannabis Retail,CANNABIS - RETAIL,,7550,HART HWY,3247
74269,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,STEPHEN WING & CO,Law Firm,COMMERCIAL OFFICE - LAWYER,,550,VICTORIA ST,3248
73846,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,DEL-TECH MANUFACTURING A DIVISION OF BID GROUPTECHNOLOGIES LTD,Steel Fabrication,INDUSTRIAL LIGHT MANUFACTURING/RETAIL - INDUSTRIAL LIGHT MANUFACTURING/RETAIL,,9799,PENN RD,3249
4067,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,K & I ENTERPRISES LTD,DUMP TRUCK & BOBCAT - stored at 1706 Ogilvie St heavy equipment operating,"HOME BUSINESS, CONTRACTOR TRADE - CONTRACTOR - OTHER",112,5130,NORTH NECHAKO RD,3250
81216,2021/02/09 08:00:00+00,2021/12/31 08:00:00+00,FOREVER YOUNG SKIN CARE,"Personal Care Services - Microblading, Threading, Waxing, Skincare, etc.",HOME BUSINESS 2,,6970,CHARTWELL CRES,3251
78769,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,WSP CANADA INC,contractor/trade,"CONTRACTOR, TRADE - CONTRACTOR, TRADE",,780,3RD AVE,3252
77697,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE COUGARS HOCKEY CLUB,Hockey Club,COMMERCIAL RECREATION,CN CENTRE,2187,OSPIKA BLVD S,3253
70629,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE FIGURE SKATING CLUB,Prince George Figure Skating Club,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,CN CENTRE,2187,OSPIKA BLVD S,3254
70190,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE MINOR HOCKEY ASSOCIATION,PG MINOR HOCKEY ASSOCIATION,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,CN CENTRE,2187,OSPIKA BLVD S,3255
9088,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE HORSE SOCIETY,OPERATING LIVESTOCK ARENA & COMPOUND,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,CN CENTRE,2187,OSPIKA BLVD S,3256
69706,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE GYMNASTICS CLUB,GYMNASTIC LESSONS FOR YOUTHS,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,CN CENTRE,2187,OSPIKA BLVD S,3257
3600,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,PRINCE GEORGE AGRICULTURAL & HISTORICAL ASSOCIATION,CHARITABLE/NON-PROFIT/RELIGIOUS,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,CN CENTRE,2187,OSPIKA BLVD S,3258
74396,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,ICM,security services,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,CN CENTRE,2187,OSPIKA BLVD S,3259
69384,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,COMPASS GROUP CANADA  LTD,RECREATIONAL FOOD SERVICES,INDUSTRIAL SERVICE > 100 SQ. M. - CATERING,CN CENTRE,2187,OSPIKA BLVD S,3260
9341,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,S R EQUESTRIAN SERVICES,RIDING LESSONS,HOME BUSINESS - HOME BUSINESS - OTHER,CN CENTRE,2187,OSPIKA BLVD S,3261
78191,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,O/A KIN CENTRE #60668,concession in Kin Centre Building,COMMERCIAL SERVICE < 100 SQ. M. - COMMERCIAL SERVICE - OTHER,KINS,2181,OSPIKA BLVD S,3262
77906,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,GROW KING HYDROPONICS & GARDENING,retail garden centre,BUILDING OR GARDEN SUPPLIES - GARDEN SUPPLIES,,833,4TH AVE,3263
2650,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,CENTRAL INTERIOR NATIVE HEALTH SOCIETY,SOCIETY,CHARITABLE/NON-PROFIT/RELIGIOUS - CHARITABLE/NON-PROFIT/RELIGIOUS,,1110,4TH AVE,3264
14209,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,JIM PATTISON BROADCAST GROUP LP,"STUDIO, RADIO or TELEVISION","STUDIO, RADIO OR TELEVISION - STUDIO, RADIO OR TELEVISION",,1810,3RD AVE,3265
80759,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,T-ROCK CT SERVICES LTD.,Oil well service,COMMERCIAL OFFICE - COMMERCIAL OFFICE - OTHER,,1810,3RD AVE,3266
72629,2021/01/01 08:00:00+00,2021/12/31 08:00:00+00,SHOOTERS SPORTS PUB,Nieghbourhood Pub,LIQUOR PRIMARY ESTABLISHMENT - NEIGHBOURHOOD PUB,,1970,OSPIKA BLVD S,3267
