NAME,NAME_FR,ADDRESS,ADDRES_FR,CITY,PROVINCE,PC,PC_ADDRESS,PHONE,EMAIL,DATE_MOD,WEB_1,WEB_2,ID,IMAGE,SUB,OBJECTID
CLAUDE BRAZEAU PHOTOGRAPHER,CLAUDE BRAZEAU PHOTOGRAPHER,,,Ottawa,ON,K4A 0V3,K4A 0V3,,claude@brazeauphoto.com,20180627,http://www.brazeauphoto.com/,,FP251,,Photography,356
JAMES KNOX PHOTOGRAPHY,JAMES KNOX PHOTOGRAPHY,,,Ottawa,ON,K2K 2T3,K2K 2T3,,enquiries@JamesKnoxPhotography.com,20180627,http://www.jamesknoxphotography.com/,,FP229,,Photography,357
JULIE BUTLER PHOTOGRAPHY,JULIE BUTLER PHOTOGRAPHY,,,Ottawa,ON,K4A 5A1,K4A 5A1,,,20180627,http://juliecbutler.com/,,FP236,,Photography,358
MARILYN MIKKELSEN PHOTOGRAPHY,MARILYN MIKKELSEN PHOTOGRAPHY,,,Ottawa,ON,K2A 3C7,K2A 3C7,,mmikkelsen@rogers.com,20180627,,,FP264,,Photography,359
MARK COOPER PHOTOGRAPHY,MARK COOPER PHOTOGRAPHY,,,Ottawa,ON,K1G 1P7,K1G 1P7,,,20180627,http://www.markshots.com/,,FP260,,Photography,360
Melissa Gauthier PHOTOGRAPHY,Melissa Gauthier PHOTOGRAPHY,,,Ottawa,ON,K4A 4S1,K4A 4S1,,melissa@mjg-photos.com,20180627,http://www.melissagauthier.ca/,,FP237,,Photography,361
ROBERT MARLEAU PHOTOGRAPHY,ROBERT MARLEAU PHOTOGRAPHY,,,Ottawa,ON,K1C 3E5,K1C 3E5,,,20180627,http://www.robertmarleau.com/blog/,,FP240,,Photography,362
WILF OBERTHIER WEDDING PHOTO,WILF OBERTHIER WEDDING PHOTO,1404 Rainbow Cres,"1404, crois Rainbow",Ottawa,ON,K1J 8E2,K1J 8E2,613-746-8125,,20180627,,,FP226,,Photography,363
PHOTOS OUTAOUAIS,PHOTOS OUTAOUAIS,3023 Quail Run Ave,"3023, av Quail Run",Ottawa,ON,K1T 3S1,K1T 3S1,613-739-0062,,20180627,,,FP228,,Photography,364
GLAMOUR IMAGES WEDDING,GLAMOUR IMAGES WEDDING,,,Ottawa,ON,K4A 0J7,K4A 0J7,613-261-7500,glamourimages@hotmail.com,20180627,http://glamourimages.ca/index.php,,FP235,,Photography,365
JOHN R MC QUARRIE PHOTOGRAPHY,JOHN R MC QUARRIE PHOTOGRAPHY,,,Ottawa,ON,K1N 5E1,K1N 5E1,,,20180627,https://www.johnmcquarriephotography.com/,,FP278,,Photography,366
LIPMAN STILL PICTURE,LIPMAN STILL PICTURE,,,Ottawa,ON,K1N 6P7,K1N 6P7,,,20180627,https://www.lipman.ca/portfolio,,FP279,,Photography,367
Malak of Ottawa,Malak of Ottawa,,,Ottawa,ON,K1S 2G1,K1S 2G1,,,20180627,http://www.malakofottawa.ca/,,FP282,,Photography,368
VALBERG IMAGING INC,VALBERG IMAGING INC,111 Sherwood Drive,"111, prom Sherwood",Ottawa,ON,K1Y 3V1,K1Y 3V1,613-521-3117,info@valbergimaging.com,20180627,http://www.valbergimaging.com/,www.michellevalberg.com,FP258,,"Photography,Commercial Galleries",369
CANADA CHINA NEWS,CANADA CHINA NEWS,1 Cleopatra Dr,"1, prom Cleopatra",Ottawa,ON,K2G 3M9,K2G 3M9,613-233-1034,editor@canadachinanews.com,20180704,http://www.canadachinanews.com/,,FP675,,Publishing,370
ARC PUBLICATIONS,ARC PUBLICATIONS,1 Wellington St,"1, rue Wellington",Ottawa,ON,K1P 5A4,K1P 5A4,613-230-3029,arc@arcpub.com,20180704,http://www.arcpub.com/ARCPUBLICATIONS.htm,,FP644,,Publishing,371
Parenting Times,Parenting Times,"421 Richmond Road, Unit 67005","67005-421, ch Richmond",Ottawa,ON,K2A 4E4,K2A 4E4,613-656-3430,info@ottawaparentingtimes.ca,20180704,http://www.ottawaparentingtimes.ca/,,FP689,,Publishing,372
OTTAWA CITIZEN,OTTAWA CITIZEN,1101 Baxter Road,"1101, chemin Baxter",Ottawa,ON,K2C 3M4,K2C 3M4,613-829-9100,,20180704,http://www.ottawacitizen.com/,,FP688,,Publishing,373
ARC POETRY MAGAZINE,ARC POETRY MAGAZINE,111 Albert St,"111, rue Albert",Ottawa,ON,K1P 1B1,K1P 1B1,,,20180704,http://www.arcpoetry.ca/,,FP648,,Publishing,374
OTTAWA SUN,OTTAWA SUN,1101 Baxter Rd,"1101, chemin Baxter",Ottawa,ON,K2C 3M4,K2C 3M4,613-829-9100,,20180704,http://www.ottawasun.com/,,FP662,,Publishing,375
ECO LATINO,ECO LATINO,1244 Donald St,"1244, rue Donald",Ottawa,ON,K1J 8V6,K1J 8V6,613-565-1345,,20180704,https://www.facebook.com/ecolatinoottawa/?ref=py_c,,FP679,,Publishing,376
NRC RESEARCH PRESS,NRC RESEARCH PRESS,65 Auriga Dr,"65, prom Auriga",Ottawa,ON,K2E 7W6,K2E 7W6,613-656-9846,pubs@cdnsciencepub.com,20180704,http://www.nrcresearchpress.com/,,FP698,,Publishing,377
PAN-AFRICAN PUBLICATIONS,PAN-AFRICAN PUBLICATIONS,128 Castlegreen Pvt,"128, rue Castlegreen",Ottawa,ON,K1T 3N2,K1T 3N2,,,20180704,,,FP621,,Publishing,378
NEW FEDERATION,NEW FEDERATION,130 Albert Street,"130, rue Albert",Ottawa,ON,K1P 5G4,K1P 5G4,613-230-6017,,20180704,http://www.newfederation.org/home-e.htm,,FP638,,Publishing,379
HEALTH TIMES,HEALTH TIMES,148 Colonnade Road,"148, chemin Colonnade",Ottawa,ON,K2E 7R4,K2E 7R4,,,20180704,,,FP670,,Publishing,380
INTERNATIONAL DEVELOPMENT RESEARCH CENTER,INTERNATIONAL DEVELOPMENT RESEARCH CENTER,150 Kent Street,"150, rue Kent",Ottawa,ON,K1P 0B2,K1P 0B2,613-236-6163,,20180704,https://www.idrc.ca/,,FP701,,Publishing,381
CANADIAN PRESS,CANADIAN PRESS,"56 Sparks St., Suite 705","705-56, rue Sparks",Ottawa,ON,K1P 5A9,K1P 5A9,613-236-4122,,20180704,http://www.thecanadianpress.com/,,FP625,,Publishing,382
GLEBE REPORT,GLEBE REPORT,175 Third Ave,"175, av Third",Ottawa,ON,K1S 2K2,K1S 2K2,,,20180704,http://www.glebereport.ca/,,FP677,,Publishing,383
O'BRIEN PUBLISHING,O'BRIEN PUBLISHING,"176 Gloucester St, suite 401","401-176, rue Gloucester",Ottawa,ON,K2P 0A6,K2P 0A6,,,20180704,,,FP639,,Publishing,384
OVER THE ROAD,OVER THE ROAD,18 Parkglen Drive,"18, prom Parkglen",Ottawa,ON,K2G 3H2,K2G 3H2,613-224-9947,OTR@OTRGROUP.CA,20180704,http://www.overtheroad.ca/,,FP632,,Publishing,385
CEBRA PUBLISHING,CEBRA PUBLISHING,,,Ottawa,ON,,K1G 1R1,,,20180704,,,FP619,,Publishing,386
CUATIVE & CO,CUATIVE & CO,202-260 St. Patrick St,"202-260, rue St. Patrick",Ottawa,ON,K1N 5K5,K1N 5K5,,,20180704,http://cuative.com/website/,,FP641,,Publishing,387
L'ORA DI OTTAWA,L'ORA DI OTTAWA,"865 Gladstone Avenue, Suite 101","101-865, av Gladstone",Ottawa,ON,K1R 7T4,K1R 7T4,613-232-5689,,20180704,http://loradiottawa.ca/,,FP684,,Publishing,388
ESPRIT DE CORPS,ESPRIT DE CORPS,204-1066 Somerset St. West,"204-1066, rue Somerset Ouest",Ottawa,ON,K1Y 4T3,K1Y 4T3,613-725-5060,INFO@ESPRITDECORPS.CA,20180704,http://espritdecorps.ca/,,FP642,,Publishing,389
OBERON PRESS,OBERON PRESS,205-145 Spruce Street,"205-145, rue Spruce",Ottawa,ON,K1R 6P1,K1R 6P1,613-238-3275,oberon@sympatico.ca,20180704,http://www.oberonpress.ca/,,FP624,,Publishing,390
MIMI PUBLISHING,MIMI PUBLISHING,224-532 Montreal Road,"224-532, chemin Montreal",Ottawa,ON,K1K 4R4,K1K 4R4,613-868-9862,info@mimipublishing.com,20180704,http://www.mimipublishing.com/,,FP615,,Publishing,391
EASTERN ONTARIO FARMERS FORUM,EASTERN ONTARIO FARMERS FORUM,2450 Lancaster Road.,"2450, chemin Lancaster",Ottawa,ON,K1B 5N3,K1B 5N3,,,20180704,,,FP692,,Publishing,392
CANADIAN CONFERENCE OF CATHOLIC BISHOPS PUBLISHING,CANADIAN CONFERENCE OF CATHOLIC BISHOPS PUBLISHING,2500 Don Reid Drive,"2500, prom Don Reid",Ottawa,ON,K1H 2J2,K1H 2J2,,publi@cccb.ca,20180704,http://www.cccbpublications.ca/,,FP654,,Publishing,393
LES EDITIONS INTERLIGNES,LES EDITIONS INTERLIGNES,261 Montreal Rd,"261, chemin Montreal",Ottawa,ON,K1L 8C7,K1L 8C7,,,20180704,http://www.interligne.ca/,,FP650,,Publishing,394
SUMMIT GROUP,SUMMIT GROUP,263 Holmwood Avenue,"263, av Holmwood",Ottawa,ON,K1S 2P8,K1S 2P8,613-688-0763,info@summitconnects.com,20180704,http://www.summitconnects.com/,,FP634,,Publishing,395
OTTAWA OUTDOORS MAGAZINE,OTTAWA OUTDOORS MAGAZINE,2706 Alta Vista Drive,"2706, prom Alta Vista",Ottawa,ON,K1V 7T4,K1V 7T4,613-860-8687,editor@ottawaoutdoors.ca  ,20180704,http://www.ottawaoutdoors.ca/,,FP645,,Publishing,396
BAICO PUBLISHING & DISTR,BAICO PUBLISHING & DISTR,294 Albert Street,"294, rue Albert",Ottawa,ON,K1P 6E6,K1P 6E6,,,20180704,http://baico.ca/html/index.cfm,,FP712,,Publishing,397
OTTAWA LIFE MAGAZINE,OTTAWA LIFE MAGAZINE,301 Metcalfe St,"301, rue Metcalfe",Ottawa,ON,K2P 1S3,K2P 1S3,,info@ottawalife.com,20180704,http://www.ottawalife.com/,,FP627,,Publishing,398
INTERNATIONAL COUNCIL FOR CANADIAN STUDIES,INTERNATIONAL COUNCIL FOR CANADIAN STUDIES,"1620 Scott Street, Unit 8","8-1620, rue Scott",Ottawa,ON,K1Y 4V1,K1Y 4V1,819-561-5383,,20180704,http://www.iccs-ciec.ca/,,FP700,,Publishing,399
EDITION DU VERMILLION,EDITION DU VERMILLION,305 St Patrick St,"305, rue St. Patrick",Ottawa,ON,K1N 5K4,K1N 5K4,,,20180704,http://www.leseditionsduvermillon.ca/Francais/index.html,,FP649,,Publishing,400
Orl�ans Star / Orl�ans Online,Orl�ans Star / Orl�ans Online,30-5300 Canotek Rd,"30-5300, chemin Canotek",Ottawa,ON,K1J 1A4,K1J 1A4,,,20180704,http://www.orleansstar.ca/,,FP659,,Publishing,401
MANOTICK MESSENGER,MANOTICK MESSENGER,3201 County Rd,"3201, chemin County",Ottawa,ON,,,613-692-6000,,20180704,http://www.manotickmessenger.on.ca/,,FP663,,Publishing,402
EDITIONS DAVID,�DITIONS DAVID,335-B Cumberland St,"335B, rue Cumberland",Ottawa,ON,K1N 7J3,K1N 7J3,613-830-3336,Info@editionsdavid.com,20180704,http://editionsdavid.com/,,FP651,,Publishing,403
TINY HEARTS MAGAZINE,TINY HEARTS MAGAZINE,229-1568 Merivale Rd,"229-1568, ch Merivale",Ottawa,ON,K2G 5Y7,K2G 5Y7,613-224-0070,mail@tinyheartsmagazine.ca,20180704,http://www.tinyheartsmagazine.ca/,,FP707,,Publishing,404
NATIONAL GALLERY OF CANADA PUBLISHING,NATIONAL GALLERY OF CANADA PUBLISHING,380 Sussex Drive,"380, prom Sussex",Ottawa,ON,K1N 9N4,K1N 9N4,,,20180704,http://www.gallery.ca/en/publications/index.php,,FP702,,Publishing,405
CAPITAL STYLE MAGAZINE,CAPITAL STYLE MAGAZINE,403-99 Fifth Ave,"403-99, av Fifth",Ottawa,ON,K1S 5P5,K1S 5P5,,,20180704,http://www.capitalstyle.ca/,,FP647,,Publishing,406
NEWSWEST INC,NEWSWEST INC,132 Bayview Rd,"132, ch Bayview",Ottawa,ON,K1Y 2C6,K1Y 2C6,,editor@newswest.org,20180704,http://newswest.org/,,FP687,,Publishing,407
WHERE MAGAZINE/BROCHURE DISTR,WHERE MAGAZINE/BROCHURE DISTR,43 Eccles Street,"43, rue Eccles",Ottawa,ON,K1R 6S3,K1R 6S3,613-230-0333,joseph.mathieu@stjoseph.com,20180704,http://where.ca/,,FP640,,Publishing,408
OTTAWA MAGAZINE,OTTAWA MAGAZINE,43 Eccles Street,"43, rue Eccles",Ottawa,ON,K1R 6S3,K1R 6S3,613-230-0333,,20180704,http://www.ottawamagazine.com/,,FP703,,Publishing,409
Stittsville Central,Stittsville Central,,,Stittsville,ON,,,,feedback@stittsvillecentral.ca,20180704,https://stittsvillecentral.ca/,,FP695,,Publishing,410
BUSCHEK BOOKS,BUSCHEK BOOKS,5 Beechwood Avenue,"5, av Beechwood",Ottawa,ON,K1M 2H9,K1M 2H9,,,20180704,http://www.buschekbooks.com/,,FP653,,Publishing,411
BARRHAVEN INDEPENDENT,BARRHAVEN INDEPENDENT,5 Tedwyn Dr,"5, prom Tedwyn",Ottawa,ON,K2J 1R3,K2J 1R3,613-692-6000,,20180704,http://www.barrhavenindependent.on.ca/,,FP664,,Publishing,412
L'EXPRESS,L'EXPRESS,5300 Canotek Rd,"5300, chemin Canotek",Ottawa,ON,K1J 1A4,K1J 1A4,,,20180704,http://www.expressottawa.ca/,,FP657,,Publishing,413
OTTAWA BUSINESS JOURNAL,OTTAWA BUSINESS JOURNAL,5300 Canotek Rd,"5300, chemin Canotek",Ottawa,ON,K1J 1A4,K1J 1A4,,,20180704,http://www.obj.ca/,,FP658,,Publishing,414
TRANSCONTINENTAL MEDIA,TRANSCONTINENTAL MEDIA,5300 Canotek Rd,"5300, chemin Canotek",Ottawa,ON,K1J 1A4,K1J 1A4,,,20180704,http://tctranscontinental.com/en/,,FP660,,Publishing,415
UNIVERSITY OF OTTAWA PRESS,UNIVERSITY OF OTTAWA PRESS,542 King Edward Avenue,"542, av King Edward",Ottawa,ON,K1N 6N5,K1N 6N5,,,20180704,http://www.press.uottawa.ca/,,FP699,,Publishing,416
GAZETTE (UNIVERSITY OF OTTAWA),GAZETTE (UNIVERSITY OF OTTAWA),550 Cumberland St,"550, rue Cumberland",Ottawa,ON,K1N 6N5,K1N 6N5,,,20180704,http://www.gazette.uottawa.ca/en,,FP696,,Publishing,417
GUERILLA MAGAZINE,GUERILLA MAGAZINE,5-60 Greenfield Ave,"5-60, av Greenfield",Ottawa,ON,K1S OX7,K1S OX7,,,20180704,http://getguerilla.ca/,,FP704,,Publishing,418
TONE MAGAZINE,TONE MAGAZINE,680 Eagleson Road,"680, ch Eagleson",Ottawa,ON,K2M 2Y1,K2M 2Y1,613-435-8663,tonemagazine@rogers.com,20180704,http://www.tone.ca/,,FP636,,Publishing,419
GAMMAZON INC,GAMMAZON INC,593 Devonwood Cir,"593, cercl Devonwood",Ottawa,ON,K1T 4E6,K1T 4E6,,,20180704,,,FP622,,Publishing,420
ASSOCIATION OF UNIVERSITIES AND COLLEGES OF CANADA,ASSOCIATION OF UNIVERSITIES AND COLLEGES OF CANADA,1710-350 Albert Street,"1710-350, rue Albert",Ottawa,ON,K1R 1B1,K1R 1B1,613-563-1236,info@univcan.ca,20180704,http://www.aucc.ca/,,FP652,,Publishing,421
COMMONERS' PUBLISHING,COMMONERS' PUBLISHING,631 Tubman Crescent,"631, crois Tubman",Ottawa,ON,K1V 8L5,K1V 8L5,613-523-2444,,20180704,http://commonerspublishing.com/,,FP616,,Publishing,422
LANDOWNER,LANDOWNER,6588 Fallowfield Rd,"6588, chemin Fallowfield",Ottawa,ON,K2S 1B8,K2S 1B8,613-831-9061,,20180704,http://landownermagazine.com/,,FP646,,Publishing,423
FIFTY-FIVE PLUS MAGAZINE,FIFTY-FIVE PLUS MAGAZINE,67 Neil Ave,"67, av Neil",Ottawa,ON,K2S 1B9,K2S 1B9,613-271-8903,,20180704,http://www.fifty-five-plus.com/,,FP629,,Publishing,424
OTTAWA WEDDING MAGAZINE,OTTAWA WEDDING MAGAZINE,67 Neil Ave,"67, av Neil",Ottawa,ON,K2S 1B9,K2S 1B9,613-271-8903,,20180704,http://www.ottawaweddingmagazine.com/,,FP705,,Publishing,425
EMBASSY MAGAZINE,EMBASSY MAGAZINE,"246 Queen Street, Suite 200","200-246, rue Queen",Ottawa,ON,K1P 5E4,K1P 5E4,,,20180704,http://www.embassymag.ca/,,FP706,,Publishing,426
THE HILL TIMES,THE HILL TIMES,"246 Queen Street, Suite 200","200-246, rue Queen",Ottawa,ON,K1P 5E4,K1P 5E4,613-232-5952,,20180704,http://www.hilltimes.com/,,FP708,,Publishing,427
THE WIRE REPORT,THE WIRE REPORT,"246 Queen Street, Suite 200","200-246, rue Queen",Ottawa,ON,K1P 5E4,K1P 5E4,613-288-1146,,20180704,http://www.thewirereport.ca/,,FP709,,Publishing,428
THE LOBBY MONITOR,THE LOBBY MONITOR,"246 Queen Street, Suite 200","200-246, rue Queen",Ottawa,ON,K1P 5E4,K1P 5E4,,,20180704,http://www.lobbymonitor.ca/,,FP710,,Publishing,429
PARLIAMENT NOW,PARLIAMENT NOW,"246 Queen Street, Suite 200","200-246, rue Queen",Ottawa,ON,K1P 5E4,K1P 5E4,613-232-5952,news@parliamentnow.ca,20180704,http://www.parliamentnow.ca/,,FP711,,Publishing,430
COMMUNICATIONS VOIR,COMMUNICATIONS VOIR,704 Somerset St W,"704, rue Somerset Ouest",Ottawa,ON,K1R 6P6,K1R 6P6,,,20180704,http://voir.ca/?edition=gatineauottawa,,FP678,,Publishing,431
BOREALIS PRESS,BOREALIS PRESS,8 Mohawk Cres,"8, crois Mohawk",Ottawa,ON,K2H 7G6,K2H 7G6,613-829-0150,drt@borealispress.com,20180704,http://www.borealispress.com/,,FP614,,Publishing,432
FLAGSTICK GOLF MAGAZINE,FLAGSTICK GOLF MAGAZINE,8374 Forest Green Crescent,"8374, crois Forest Glen",Ottawa,ON,K0A 2P0,K0A 2P0,613-821-0888,,20180704,http://www.flagstick.com/,,FP631,,Publishing,433
LEGION MAGAZINE,LEGION MAGAZINE,86 Aird Place,"86, place Aird",Ottawa,ON,K2L 0A1,K2L 0A1,613-591-0116,,20180704,http://www.legionmagazine.com/en/,,FP630,,Publishing,434
DC CANADA EDUCATION PUBLISHING,DC CANADA EDUCATION PUBLISHING,"180 Metcalfe Street, Suite 204","204-180, rue Metcalfe",Ottawa,ON,K2P 1P5,K2P 1P5,613-565-8885,info@dc-canada.ca,20180704,http://www.dc-canada.ca/,,FP655,,Publishing,435
EPOCH TIMES,EPOCH TIMES,2188-A Robertson Road,"2188A, ch Robertson",Ottawa,ON,K2H 5Z1,K2H 5Z1,613-820-2580,ottawa@epochtimes.com,20180704,http://www.theepochtimes.com/,,FP693,,Publishing,436
HOMES & LAND OF OTTAWA,HOMES & LAND OF OTTAWA,Fillmore Cres,crois Fillmore,Ottawa,ON,K1J 6A1,K1J 6A1,,,20180704,http://www.homesandland.com/,,FP628,,Publishing,437
CEF BOOKS,CEF BOOKS,Jockvale,Jockvale,Ottawa,ON,KIV 0W8,KIV 0W8,613-823-7000 ,,20180704,http://www.cefbooks.ca/,,FP617,,Publishing,438
LAWYERS WEEKLY,LAWYERS WEEKLY,Parliamentary Press Gallery,,Ottawa,ON,K1A 0A6,K1A 0A6,613-820-2794,cristin.schmitz@lexisnexis.ca,20180704,http://www.lawyersweekly.ca/index.php?section=contactinfo,,FP686,,Publishing,439
Art and Science Journal,Art and Science Journal,,,Ottawa,ON,,,,,20180704,http://www.artandsciencejournal.com/,,FP713,,Publishing,440
N CODE STUDIO,N CODE STUDIO,1-1010 Polytek St,"1-1010, rue Polytek",Ottawa,ON,K1J 9H8,K1J 9H8,613-742-6248,ncode.charles.f@gmail.com,20180705,,,FP302,,Recording,441
Audio Court,Audio Court,1-1570 Liverpool Court,"1-1570, Liverpool",Ottawa,ON,K1B 4L1,K1B 4L1,613-963-0162,recording@audiovalley.ca,20180705,http://www.audiovalley.ca/,,FP296,,Recording,442
Little Bullhorn Studios,Little Bullhorn Studios,137 Spruce St,"137, rue Spruce",Ottawa,ON,K1R 7N8,K1R 7N8,613-567-2296,,20180705,http://wwww.littlebullhorn.com,,FP294,,Recording,443
MEDIACOPY INC,MEDIACOPY INC,1382 Kilborn Ave,"1382, av Kilborn",Ottawa,ON,K1H 6L8,K1H 6L8,,,20180705,,,FP325,,Recording,444
Raven Street,Raven Street,1540 Raven Street,"1540, rue Raven",Ottawa,ON,K1Z 7Y9,K1Z 7Y9,613-798-0070,info@ravenstreet.com,20180705,http://www.ravenstreet.com/,,FP295,,Recording,445
U-BOAT STUDIOS,U-BOAT STUDIOS,159 Murray St,"159, rue Murray",Ottawa,ON,K1N 5M7,K1N 5M7,613-288-8101,rob@uboat.ca,20180705,,,FP309,,Recording,446
MUSS MUSIC PRODUCTIONS,MUSS MUSIC PRODUCTIONS,1690 Carling Ave,"1690, av Carling",Ottawa,ON,K2A 1C6,K2A 1C6,613-728-6877,steve@mussmusic.ca,20180705,http://www.dogandponysound.com/mussmusic.htm,,FP323,,Recording,447
Gallery Recording Studio,The Gallery,2 Monk St,"2, rue Monk",Ottawa,ON,K1S 3Y6,K1S 3Y6,613-236-6676,,20180705,http://galleryrecording.com/,,FP293,,Recording,448
CAPITAL REHEARSAL STUDIOS INC,CAPITAL REHEARSAL STUDIOS INC,202-250 City Centre Ave,"202-250, av City Centre",Ottawa,ON,K1R 6K7,K1R 6K7,,capitalrehearsal@rogers.com,20180705,http://www.capitalrehearsal.ca/,,FP315,,Recording,449
ISLE OF SKYE PRODUCTIONS INC,ISLE OF SKYE PRODUCTIONS INC,23 Deerfox Dr,"23, prom Deerfox",Ottawa,ON,K2J 4W3,K2J 4W3,613-823-3887,,20180705,http://www.isleofskyeinc.com/,,FP307,,Recording,450
HEALEY DISC MFG,HEALEY DISC MFG,3691 Revelstoke Dr,"3691, prom Revelstoke",Ottawa,ON,K1V 7C2,K1V 7C2,613-836-6010,,20180705,http://www.healeydisc.com/,,FP304,,Recording,451
Kelp Music,Kelp Music,404-207 Bank St,"404-207, rue Bank",Ottawa,ON,K2P 2N2,K2P 2N2,613-277-7389,info@kelprecords.com,20180705,http://kelprecords.com/,http://kelprecords.com/,FP900,,Recording,452
CHIQ PRODUCTIONS,CHIQ PRODUCTIONS,4-2350 Stevenage Dr,"4-2350, prom Stevenage",Ottawa,ON,K1G 3W3,K1G 3W3,,,20180705,,,FP322,,Recording,453
SAGE ELECTRONICS,SAGE ELECTRONICS,54 Mulvagh Ave,"54, av Mulvagh",Ottawa,ON,K2E 6M6,K2E 6M6,613-228-0449,sage@sageelectronics.com,20180705,https://sageelectronics.com/,,FP79,,Recording,454
Yogi's Meatlocker Recording Studio,Yogi's Meatlocker Recording Studio,58 Merritt Avenue,"58, av Merritt",Ottawa,ON,K1S 1L2,K1S 1L2,613-795-9864,jakelovetart@hotmail.com,20180705,,,FP297,,Recording,455
OXFORD PRODUCTIONS,OXFORD PRODUCTIONS,601 Bank St,"601, rue Bank",Ottawa,ON,K1S 3T4,K1S 3T4,613-237-7136,,20180705,,,FP314,,Recording,456
FAT DOG PRODUCTIONS,FAT DOG PRODUCTIONS,1 Cleopatra Dr,"1, prom Cleopatra",Ottawa,ON,K2G 1E8,K2G 1E8,613-863-7777,fatdog@fatdogproductions.ca,20180705,http://www.fatdogproductions.ca/,,FP318,,Recording,457
PEBBLE STUDIOS,PEBBLE STUDIOS,900 Greenbank Rd Lower Level,"900, chemin Greenbank",Ottawa,ON,K2J 1S8,K2J 1S8,613-778-8600,info@pebblestudios.com,20180705,http://www.pebblestudios.com,,FP306,,Recording,458
Bova Sound,Bova Sound,Mulvagh Avenue,av Mulvagh,Ottawa,ON,K2E 6M6,K2E 6M6,613-228-0449,bovasound@magma.ca,20180705,http://www.bovasound.com/,,FP292,,Recording,459
SHATTERED WINGS STUDIO,SHATTERED WINGS STUDIO,,,Carp,ON,,,,info@shatteredwings.com,20180705,http://www.shatteredwings.com/,,FP313,,Recording,460
SOUND MASTER STUDIOS,SOUND MASTER STUDIOS,9 Antares Dr,"9, prom Antares",Ottawa,ON,K2E 7V5,K2E 7V5,613-727-8740,,20180705,http://www.soundmasterstudios.com/,,FP316,,Recording,461
Bartmart Audio,Bartmart Audio,66 Muriel St,"66, rue Muriel",Ottawa,ON,K1S 4E1,K1S 4E1,,,20180705,http://www.bartmart.com/Bartmart_Audio/Welcome.html,,FP310,,"Recording,Film",462
Sherry Welden Art Store,Sherry Welden Art Store,"600 CUMBERLAND ST, room 113","113-600, rue Cumberland",Ottawa,ON,K1N 6N5,K1N 6N5,,VASTORE@UOTTAWA.CA,20180705,http://www.sherryweldenartstore.com,,FP60,,Supplies,463
Framed,Framed,1075 Bank St,"1075, rue Bank",Ottawa,ON,K1S 0R4,K1S 0R4,613-730-0477,framed@framed.ca,20180705,http://framed.ca/,,FP906,,Supplies,464
Wabi Sabi,Wabi Sabi,1078 Wellington Street West,"1078, rue Wellington Ouest",Ottawa,ON,K1Y 2Y3,K1Y 2Y3,613-725-5648,,20180705,http://wabi-sabi.ca/,,FP63,,Supplies,465
Art Woods Office Supplies,Art Woods Office Supplies,111A-300 Laurier Ave W,"111A-300, av Laurier Ouest",Ottawa,ON,K1A 0M7,K1A 0M7,613-739-3443,,20180705,https://www.artwoods.com,,FP71,,Supplies,466
DE SERRES,DE SERRES,1200 Saint-Laurent blvd,"1200, boul St. Laurent",Ottawa,ON,K1K 3B8,K1K 3B8,613-238-3303,,20180705,http://www.deserres.ca/en-CA/,,FP57,,Supplies,467
DE SERRES,DE SERRES,1821 Robertson Road,"1821, ch Robertson",Ottawa,ON,K2H 8X3,K2H 8X3,613-820-5443,,20180705,http://www.deserres.ca/en-CA/,,FP999,,Supplies,468
AACS INTL GILDER'S SUPPLIES,AACS INTL GILDER'S SUPPLIES,12-1541 Star Top Rd,"12-1541, chemin Star Top",Ottawa,ON,K1B 5P2,K1B 5P2,613-744-4282,,20180705,,,FP55,,Supplies,469
Modern Painting and Framing Shop,Modern Painting and Framing Shop,1315 Richmond Rd,"1315, chemin Richmond",Ottawa,ON,K2B 8J7,K2B 8J7,613-596-5684,edman642003@yahoo.ca,20180705,http://modernpaintingandframing.com/,,FP76,,Supplies,470
WALLACK'S Galleries,WALLACK'S Galleries,203 Bank Street,"203, rue Bank",Ottawa,ON,K2P 1W7,K2P 1W7,800-567-6794,,20180705,http://www.wallacks.com/,,FP15,,Supplies,471
The Glass Shoppe Studio,The Glass Shoppe Studio,C-911 Richmond Rd,"C-911, ch Richmond",Ottawa,ON,K2A 0G8,K2A 0G8,613-230-4414,info@gssflameworking.ca,20180705,http://www.theglassshoppestudio.com/,,FP61,,Supplies,472
Art World One,Art World One,2185 Ogilvie Road,"2185, chemin Ogilivie",Ottawa,ON,K1J 8Y7,K1J 8Y7,613-747-9696,,20180705,http://www.artworldone.com/,,FP68,,Supplies,473
Wool-Tyme,Wool-Tyme,2-190 Colonnade Rd,"2-190, chemin Colonnade",Ottawa,ON,K2E 7J5,K2E 7J5,613-225-9665,,20180705,http://www.wool-tyme.com/,,FP62,,Supplies,474
MultiCrafts and Gifts,MultiCrafts and Gifts,2210 Thurston Dr,"2210, prom Thurston",Ottawa,ON,K1G 6E1,K1G 6E1,613-739-7415,,20180705,http://www.shopmulticrafts.com/,,FP58,,Supplies,475
WALLACK'S - DOWNTOWN,WALLACK'S - DOWNTOWN,231 Bank St,"231, rue Bank",Ottawa,ON,K2P 1W9,K2P 1W9,,,20180705,http://www.wallacks.com/index1.php,,FP56,,Supplies,476
