dROLLNMBR,BUSINESSNAME,MUNICIPAL ADDRESS,MUNICIPAL ADDRESS2,MUNICIPAL ADDRESS3,BUSINESSTYPE,PHONE,EMAILADDRESS
38002101,Owen Travel                                        ,           ,5107,51 ST                    ,Toursim Services               ,7.78E+13,owenyellowknife@gmail.com                                                                                                                                                                                
30003500,P & T Alterations & Embroidery                     ,           ,4905,50 Ave                   ,"Tailors, Sewing & Drycleaning  ",8.68E+13,ptalteration18@hotmail.com                                                                                                                                                                               
133001200,P&C Services                                       ,           ,5049,FORREST DR               ,Real Estate                    ,8.67E+13,paula.scott@century21.ca                                                                                                                                                                                 
               ,PCL Constructors Northern Inc.                     ,           ,           ,                         ,Contractors                    ,7.81E+13,TJZavediuk@pcl.com                                                                                                                                                                                       
1000000300,PJ's Mechanical                                    ,           ,900,SIKYEA TILI              ,Mechanical Services            ,8.68E+13,goulet_976@hotmail.com                                                                                                                                                                                   
7001800,POME Clothing Co.                                  ,           ,58,MORRISON DR              ,Apparel                        ,0,pomeclothingcompany@gmail.com                                                                                                                                                                            
28000800,PSAV Architects Ltd                                ,           ,5016,47 ST                    ,Architects                     ,8.68E+13,darrell@psav.ca                                                                                                                                                                                          
563000300,Pack Rat Mini Storage & RV Prk                     ,           ,341,OLD AIRPORT RD           ,Rental & Storage Services      ,8.68E+13,accounting@packratstorage.ca                                                                                                                                                                             
558004100,Parallel Sixty Productions                         ,           ,210,BORDEN DR                ,Media Services                 ,8.67E+13,andrewjsilke@gmail.com                                                                                                                                                                                   
508003500,Partnering in Education                            ,           ,104,KNUTSEN AVE              ,Consultants                    ,8.68E+13,lizfowler@theedge.ca                                                                                                                                                                                     
503003200,Pat Braden Productions                             ,           ,123,KAM LAKE RD              ,Media Services                 ,8.67E+13,bradenpat@gmail.com                                                                                                                                                                                      
54002100,Pat Kane Photo                                     ,           ,5207,55 ST                    ,Photography                    ,8.67E+13,patkanephoto@gmail.com                                                                                                                                                                                   
529001500,Paul Bros NEXTreme Inc                             ,           ,7,MELVILLE DR              ,Manufactiring                  ,8674448999,ap@nextreme.ca                                                                                                                                                                                           
28002300,"Paul Falvo, Barrister Criminal Defence             ",           ,5003,48 ST                    ,Lawyers                        ,8.58E+13,lawyer@falvo.ca                                                                                                                                                                                          
31002600,Paul Parker Law Professional Corporation           ,           ,5007,50 AVE                   ,Lawyers                        ,8.67E+13,paul@paulparkerlaw.ca                                                                                                                                                                                    
541001000,Perfect 10 Nails & Body by Christina               ,           ,108,HORDAL RD                ,Estetics                       ,8.67E+13,perfect10nails@hotmail.ca                                                                                                                                                                                
               ,Pesce & Associates Inc                             ,           ,           ,                         ,Consultants                    ,4.16E+13,ehill@pesceassociates.com                                                                                                                                                                                
               ,Petrocom Construction Ltd                          ,           ,           ,                         ,Contractors                    ,7.80E+13,candaceg@petrocomconstruction.com                                                                                                                                                                        
608005000,Phillpot Consulting                                ,           ,128,CON ROAD                 ,Consultants                    ,8.67E+13,phillpotconsulting@gmail.com                                                                                                                                                                             
169000333,Phoenix Construction                               ,           ,6,TRAILS END CRES          ,Contractors                    ,8.67E+13,tomashley@theedge.ca                                                                                                                                                                                     
564004300,Pick's Steam Ltd.                                  ,           ,213,MAGRUM CRES              ,Contractors                    ,8.68E+13,pickssteam@live.ca                                                                                                                                                                                       
503003200,Pido Productions Ltd                               ,           ,123,KAM LAKE RD              ,Media Services                 ,0,pidoyk@gmail.com                                                                                                                                                                                         
23002700,Piercings By Haylee J                              ,           ,4912,49 ST                    ,Speciality                     ,8.67E+13,piercingsbyhayleej@gmail.com                                                                                                                                                                             
4001200,Pingo Creative                                     ,           ,3526,MCDONALD DR              ,Arts and Crafts                ,8.68E+13,info@pingocreative.com                                                                                                                                                                                   
509002100,Pioneer Upholstery                                 ,           ,212,WOOLGAR AVE              ,Home & Garden                  ,2.51E+13,rsparkes@hotmail.ca                                                                                                                                                                                      
               ,Pitney Bowes of Canada Ltd                         ,           ,           ,                         ,Business Services              ,8.68E+13,sales@pbsmartconnections.ca                                                                                                                                                                              
162000400,Pizza Hut                                          ,A          ,312,OLD AIRPORT RD           ,Family Restaurant (Liquor)     ,8.68E+13,ykpizzahut1@gmail.com                                                                                                                                                                                    
143001642,Plan Eng Consulting Inc                            ,313,5600,52 AVE                   ,Engineers                      ,8.68E+13,folasoboyejo@gmail.com                                                                                                                                                                                   
83002700,Plan It North Inc                                  ,           ,4501,50 AVE                   ,Consultants                    ,8.67E+13,finance@planitnorth.ca                                                                                                                                                                                   
531000600,Playground Creative Agency                         ,A          ,27,MELVILLE DR              ,Media Services                 ,8.68E+13,                                                                                                                                                                                                         
502001200,Polar Bear                                         ,           ,20,CORONATION DR            ,Food Vendors (Street)          ,8.67E+13,tim_mymail@yahoo.com                                                                                                                                                                                     
535000800,Polar Bear Storage                                 ,           ,168,ENTERPRISE DR            ,Rental & Storage Services      ,8.68E+13,sales@polarbearstorage.com                                                                                                                                                                               
907007300,Polar Bear Storage                                 ,           ,96,FALCON RD                ,Rental & Storage Services      ,8.68E+13,sales@polarbearstorage.com                                                                                                                                                                               
531004300,Polar Bear Storage                                 ,           ,105,ENTERPRISE DR            ,Rental & Storage Services      ,8.68E+13,sales@polarbearstorage.com                                                                                                                                                                               
167000300,Polar Developments                                 ,           ,4503,52 AVE                   ,Property Management & Services ,0,accounting@polardevelopments.com                                                                                                                                                                         
560000800,Polar Developments Ltd                             ,           ,480,RANGE LAKE RD            ,Property Management & Services ,0,accounting@polardevelopments.com                                                                                                                                                                         
562001600,Polar Ice Kleener                                  ,           ,140,HERRIMAN RD              ,Janitorial Services            ,8.68E+13,ramil@theedge.ca                                                                                                                                                                                         
533000100,Polar Ice Mechanical                               ,           ,5,ELLESMERE DR             ,Mechanical Services            ,8.67E+13,polaricemechanical@hotmail.com                                                                                                                                                                           
34000300,Polar Painting Ltd                                 ,           ,5006,53 ST                    ,Painters & Decorators          ,0,                                                                                                                                                                                                         
553001300,Polar Tech Recreation                              ,           ,213,UTSINGI DR               ,Sporting & Leisure             ,8.68E+13,admin@polartech.ca                                                                                                                                                                                       
35002201,Polar Vision Centres Ltd                           ,           ,5105,48 ST                    ,Speciality                     ,8.68E+13,polarvision@ssimicro.com                                                                                                                                                                                 
508001600,Portage Procurement                                ,           ,31,BROMLEY DR               ,Consultants                    ,8.67E+13,rpankratz@portageprocurement.com                                                                                                                                                                         
537000700,Pottinger Holdings Ltd.                            ,           ,104,TALTHEILEI DR            ,Education Services             ,8.68E+13,defensivedriving@ssimicro.com                                                                                                                                                                            
537000700,Pottinger Holdings Ltd.                            ,           ,104,TALTHEILEI DR            ,Recycling                      ,8.68E+13,defensivedriving@ssimicro.com                                                                                                                                                                            
1001012900,Precious Little Children Dayhome                   ,           ,129,STINSON RD               ,Dayhomes - Regulated           ,8.67E+13,plcdayhome.yk@yahoo.com                                                                                                                                                                                  
549000600,Precious Reio Day Home                             ,           ,115,MAGRUM CRES              ,Dayhomes Unregulated           ,8.67E+13,mykingred@yahoo.com                                                                                                                                                                                      
19000100,Precision Accounting Co                            ,           ,3601,50 AVE                   ,Bookkeepers                    ,8.68E+13,precisionacco@gmail.com                                                                                                                                                                                  
76001501,Precision Business Machines                        ,           ,3915,SCHOOL DRAW AVE          ,Business Services              ,8.68E+13,kevin.precision@theedge.ca                                                                                                                                                                               
503002100,Precision Electric 2020 Ltd                        ,B          ,132,CURRY DR                 ,Electricians                   ,8.68E+13,joanne@precisionelec.ca                                                                                                                                                                                  
313000100,Precision North Recycling Ltd.                     ,           ,           ,INGRAHAM TRAIL           ,Environmental Services         ,8.67E+13,blairduncan@telus.net                                                                                                                                                                                    
304002200,Preludium Music Studio                             ,           ,203,NIVEN DR                 ,Education Services             ,8.68E+13,polarnet1@gmail.com                                                                                                                                                                                      
536000500,Premium Homes Ltd                                  ,           ,108,NAHANNI DR               ,General Contractors-Journeyman ,8.68E+13,premium@theedge.ca                                                                                                                                                                                       
87002600,Prestige Planning Ltd.                             ,           ,5527,44 ST                    ,Consultants                    ,8.68E+13,prestige@theedge.ca                                                                                                                                                                                      
544000500,Property Watch                                     ,           ,4009,FINLAYSON DR             ,Property Management & Services ,8.67E+13,propertywatch@northwestel.net                                                                                                                                                                            
541006500,Prosperous Lake Soap Co.                           ,           ,25,ENGLAND CRES             ,Arts and Crafts                ,8.67E+13,jhall@theedge.ca                                                                                                                                                                                         
501003400,Pulse Nutirition YK                                ,           ,152,HALL CRES                ,Health & Care Services         ,7.80E+13,info@pulsenutritionyk.com                                                                                                                                                                                
40000501,Pure Elements Environmental Solutions              ,           ,5112,52 ST                    ,Consultants                    ,8.67E+13,trina@pureelements.com                                                                                                                                                                                   
544005300,Pysanky by Azure                                   ,           ,97,HORDAL RD                ,Arts and Crafts                ,8.67E+13,pysankybyazure@gmail.com                                                                                                                                                                                 
503005600,Qimmiq Kennels                                     ,           ,158,CURRY DR                 ,Kennels & Boarding             ,8.68E+13,info@qimmiq.ca                                                                                                                                                                                           
503005400,Qimmiq Kennels                                     ,           ,140,CURRY DR                 ,Kennels & Boarding             ,8.68E+13,info@qimmiq.ca                                                                                                                                                                                           
67001301,Quality Furniture                                  ,           ,4610,50 AVE                   ,Furniture or Appliances        ,8.68E+13,sales@qualityfurniture.com                                                                                                                                                                               
30003500,Quality Inn & Suites                               ,           ,5010,49 ST                    ,Hotels/Motels                  ,8.68E+13,tcasey@hlcorp.ca                                                                                                                                                                                         
57001900,R K Contracting                                    ,           ,5113,55 ST                    ,Contractors                    ,8674452468cell       ,RK@theedge.ca                                                                                                                                                                                            
502001100,R&R Contracting                                    ,           ,22,CORONATION DR            ,Contractors                    ,8.67E+13,info@ykjobs.ca                                                                                                                                                                                           
89001800,R. Marshall & Associates                           ,           ,4808,SCHOOL DRAW AVE          ,Consultants                    ,8.67E+13,rob@rmaconsulting.ca                                                                                                                                                                                     
58001400,R3 Cleaning Inc                                    ,           ,5123,56 ST                    ,Janitorial Services            ,8.67E+13,rowena@r3cleaning.com                                                                                                                                                                                    
24000500,RCM Business Solutions                             ,213,4910,50 ST                    ,Bookkeepers                    ,8.67E+13,randy@rcmbusinessolultions.ca                                                                                                                                                                            
30103900,RCO Tourism                                        ,706,5018,49 ST                    ,Consultants                    ,8.67E+13,ron@rcotourism.com                                                                                                                                                                                       
133002113,RE General Services                                ,           ,13,FORREST PARK             ,Mechanical Services            ,8.67E+13,rossnorth111@gmail.com                                                                                                                                                                                   
1001061200,RG DOMAIN PAINTING/TAPING                          ,           ,612,ANSON DR                 ,Painters & Decorators          ,8.67E+13,reg_painting_taping@hotmail.com                                                                                                                                                                          
516002800,RJS Cleaning                                       ,           ,2001,FINLAYSON DR             ,Janitorial Services            ,8.67E+13,rjs@yahoo.com                                                                                                                                                                                            
308001500,RLM Consulting                                     ,           ,216,NIVEN DR                 ,Consultants                    ,8.67E+13,rmorland@northwestel.net                                                                                                                                                                                 
37001101,RMW Counselliing Service                           ,           ,5124,49 ST                    ,Health & Care Services         ,8.68E+13,rmwcs@theedge.ca                                                                                                                                                                                         
521003000,RS Cleaning & Janitorial Srv                       ,           ,9,JOHNSON CRES             ,Janitorial Services            ,8.68E+13,rs_cleaning@hotmail.com                                                                                                                                                                                  
24000500,RSS Delivery Services Inc                          ,           ,4910,50 ST                    ,Delivery Services              ,8.67E+13,support@rssdeliveryservices.com                                                                                                                                                                          
975000700,RTL Robinson Enterprises Ltd                       ,           ,350,OLD AIRPORT RD           ,Industrial                     ,7.80E+13,ap@rtl.ca                                                                                                                                                                                                
81001819,Radiance M-Bodied                                  ,101,5009M      ,44 ST                    ,"Sports, Recreation & Fitness   ",8.67E+13,maureen@radiancembodiedyoga.com                                                                                                                                                                          
35002100,Ragged Ass Barbers                                 ,           ,           ,                         ,Barber or Beauty Salon         ,8.68E+13,barberjim@me.com                                                                                                                                                                                         
1001013100,Ramako Construction                                ,           ,131,STINSON RD               ,Contractors                    ,8674451214cell       ,coffeefreak57@hotmail.com                                                                                                                                                                                
24000500,Range Lake Developments Ltd                        ,           ,4910,50 ST                    ,Property Management & Services ,8.68E+13,biswanath@epryellowknife.ca                                                                                                                                                                              
28001900,Rattan Law                                         ,           ,5011,48 ST                    ,Lawyers                        ,8.67E+13,bkrattan@rattanlaw.com                                                                                                                                                                                   
502001502,Raven Contracting Ltd.                             ,           ,14,CORONATION DR            ,Rental & Storage Services      ,8.68E+13,geggenberger@theedge.ca                                                                                                                                                                                  
31002600,Raven Tours Ltd                                    ,           ,5007,50 AVE                   ,Consultants                    ,8.68E+13,btait@raventours.com                                                                                                                                                                                     
501004300,Raven Web Services                                 ,           ,142,HALL CRES                ,Online Business Services       ,8.68E+13,gabe@ravenweb.services                                                                                                                                                                                   
100001150,Ravenessence Consulting                            ,           ,4920,54 AVE                   ,Consultants                    ,0,mmercredi@hotmail.com                                                                                                                                                                                    
31001101,Ravens Pub                                         ,           ,5030,50 ST                    ,Lounges & Bars                 ,8.68E+13,dirtybirdyk@gmail.com                                                                                                                                                                                    
502003200,Ray Pirker Plumbing                                ,A & B      ,1,CORONATION DR            ,Mechanical Services            ,8.68E+13,raypirker@aol.com                                                                                                                                                                                        
304000500,Raymond Chiasson                                   ,           ,17,BALLANTYNE CRT           ,Photography                    ,8.68E+13,raychiassonphotography@gmail.com                                                                                                                                                                         
               ,Rayner Construction Services Inc                   ,           ,           ,                         ,Contractors                    ,4.04E+13,info-yyc@raynercs.com                                                                                                                                                                                    
308007100,Rb Consulting                                      ,           ,11,MCMAHON CRT              ,Consultants                    ,8.68E+13,rbhamjee@gmail.com                                                                                                                                                                                       
169000305,Re Pose                                            ,           ,9,TRAILS END CRES          ,Health & Care Services         ,8674452973cell       ,jennifer@reposelifestyle.com                                                                                                                                                                             
67002100,Re-creation Healing                                ,           ,4907,47 ST                    ,Health & Care Services         ,4033702556Cell       ,recreationhealing@gmail.com                                                                                                                                                                              
561000400,Re/Max North of 60 Realty                          ,           ,100,BORDEN DR                ,Real Estate                    ,8.68E+13,kim.knutson@remax.net                                                                                                                                                                                    
38002500,ReLeaf NT                                          ,           ,5125,52 AVE                   ,Gen. Mixed Retail/ Dept. Store ,8.67E+13,luke.mt.wood@gmail.com                                                                                                                                                                                   
561000400,Rebecca's Flowers                                  ,19,100,BORDEN DR                ,Home & Garden                  ,8.68E+13,rebeccasflowers@northwestel.net                                                                                                                                                                          
29000501,Redcliff Developments Ltd.                         ,           ,5012,48 ST                    ,Property Management & Services ,8.67E+13,amberavery@northwestel.net                                                                                                                                                                               
67002100,Reflexology with Heather                           ,           ,4907,47 ST                    ,Health & Care Services         ,8.68E+13,reflexologywithheather@gmail.com                                                                                                                                                                         
556010800,Reid's Services                                    ,           ,3,MAJAESIC CRT             ,Property Management & Services ,8.67E+13,reids_services@hotmail.com                                                                                                                                                                               
49000601,Reiki North Inc                                    ,           ,4817,49 ST                    ,Holistic Therapy               ,8.67E+13,reiki@reikinorth.com                                                                                                                                                                                     
202000200,Renaissance Services                               ,           ,2,HARRIETS LANE            ,Business Services              ,8.67E+13,renaissance@northwestel.net                                                                                                                                                                              
23002800,Renew                                              ,           ,4916,49 ST                    ,Massage Therapy                ,8.67E+13,renewykmassage@gmail.com                                                                                                                                                                                 
40002400,Ric's Grounds Maintenance Ltd.                     ,           ,5103,53 ST                    ,Contractors                    ,8.67E+13,freedom@theedge.ca                                                                                                                                                                                       
511001101,Ricoh Northern Ltd.                                ,101,487,RANGE LAKE RD            ,Business Services              ,0,laurinda.moon@ricoh.ca                                                                                                                                                                                   
562001800,Rita Denneron                                      ,           ,134,HERRIMAN RD              ,Arts and Crafts                ,8.68E+13,ritad@wscc.nt.ca                                                                                                                                                                                         
152000103,Rob Johnson                                        ,B          ,86,MORRISON DR              ,Consultants                    ,8.67E+13,rj@robjohnsonconsulting.com                                                                                                                                                                              
541007300,Robbie Craig's Northern Project's                  ,           ,39,ENGLAND CRES             ,Arts and Crafts                ,8.67E+13,rcraig@rcraig.org                                                                                                                                                                                        
531003900,Roberts Plumbing & Heating Inc.                    ,           ,97,ENTERPRISE DR            ,Mechanical Services            ,8.68E+13,robertsplumbing4@yahoo.ca                                                                                                                                                                                
521006700,Robertson Artworks                                 ,           ,5026,FINLAYSON DR             ,Arts and Crafts                ,8.67E+13,dean_robertson@ssimicro.com                                                                                                                                                                              
149002900,Rock Of Ages                                       ,           ,5465,52 ST                    ,Speciality                     ,8.68E+13,markupnorth2@gmail.com                                                                                                                                                                                   
556003800,Rocky Shores Property Management                   ,           ,247,BORDEN DR                ,Property Management & Services ,8.67E+13,rockyshores27@icloud.com                                                                                                                                                                                 
30003301,Rogel's Barber Shop                                ,           ,5022,49 ST                    ,Barber or Beauty Salon         ,8674454248cell       ,rogelvp@yahoo.com                                                                                                                                                                                        
169000315,Romanie Wideman                                    ,           ,28,TRAILS END CRES          ,Consultants                    ,8.67E+13,r.wideman@icloud.com                                                                                                                                                                                     
502000200,Ron's Auto Service Ltd                             ,           ,103,KAM LAKE RD              ,Rental & Storage Services      ,0,info@ronsauto.ca                                                                                                                                                                                         
607000500,Roxane Poulin Consulting                           ,           ,           ,                         ,Consultants                    ,8.67E+13,roxanepoulin@gmail.com                                                                                                                                                                                   
26002500,Royal Bank of Canada                               ,           ,5202,50 AVE                   ,Financial Services             ,0,yanik.daigle@rbc.com                                                                                                                                                                                     
84002600,Royal Canadian Legion                              ,           ,4511,50 AVE                   ,Lounges & Bars                 ,8.68E+13,branch164yellowknife@outlook.com                                                                                                                                                                         
544004300,Russ Wallace Sheet Metal Installations             ,           ,65,HORDAL RD                ,Sheet Metal                    ,8.68E+13,rusty@theedge.ca                                                                                                                                                                                         
26003100,Ry Counselling                                     ,           ,5204,50 AVE                   ,Social Work                    ,8674452434WORK       ,rosemary@rycounselling.ca                                                                                                                                                                                
540001300,Ryfan Inc.                                         ,           ,9,NAHANNI DR               ,Electricians                   ,8.68E+13,ap@ryfan.ca                                                                                                                                                                                              
524007400,S M Contracting Ltd.                               ,           ,6172,FINLAYSON DR N           ,Heavy Equipement               ,8.68E+13,smcontracting2011@gmail.com                                                                                                                                                                              
526000600,S. Bradbury Consulting                             ,           ,5071,FINLAYSON DR             ,Consultants                    ,8.67E+13,bradbury@theedge.ca                                                                                                                                                                                      
40000501,S.G.R. Financial Services                          ,           ,5112,52 ST                    ,Bookkeepers                    ,8.67E+13,stevenford@sgrfinancialservices.ca                                                                                                                                                                       
516004344,S.L. Painting                                      ,           ,23,GOLD CITY CRT            ,Painters & Decorators          ,8.67E+13,yellowcouteau@hotmail.com                                                                                                                                                                                
150004100,SAE Advisory Services Inc                          ,           ,6,NEGUS PLACE              ,Consultants                    ,8.67E+13,maumond65@gmail.com                                                                                                                                                                                      
521002600,SDR Contracting Ltd.                               ,           ,1,JOHNSON CRES             ,General Contractors-Journeyman ,8.67E+13,sdr@theedge.ca                                                                                                                                                                                           
67002100,SIMONE GOUDREAU                                    ,           ,4907,47 ST                    ,Health & Care Services         ,8.67E+13,simone@simonegoudreau.com                                                                                                                                                                                
502003200,SLR Consulting (Canada) Ltd.                       ,A & B      ,1,CORONATION DR            ,Consultants                    ,8.68E+13,rhorobin@slrconsulting.com                                                                                                                                                                               
               ,SMP Engineering                                    ,           ,           ,                         ,Engineers                      ,4.03E+13,general@smpeng.com                                                                                                                                                                                       
530002800,SMS Equipment                                      ,           ,14,ELLESMERE DR             ,Industrial                     ,7.81E+13,                                                                                                                                                                                                         
560000600,SNP Sidhu Enterprises Inc (Shell Gas Station)      ,           ,482,RANGE LAKE RD            ,Convenience Stores (tobacco)   ,6.48E+13,snp24519@gmail.com                                                                                                                                                                                       
