OBJECTID,ID,Company,SectorDescription,Address,City,Prov,PC,Telephone,Extension,Telephone2,Fax,Email,WebSite,FullTime,PartTime,Seasonal,Estab,LanguageEN,LanguageFr,LanguageOTHER
422,6079,Niagara Regional Agricultural Society,Amusement and Recreation,1100 Niagara Street,Welland,Ontario,L3C 1M6,(905) 735-6413,,,(905) 735-2317,info@niagaraex.com,www.niagaraex.com,,1,,1853,-1,-1,
423,6080,Royal Canadian Legion Branch 4,Non-Profit Organizations,383 Morningstar Avenue,Welland,Ontario,L3B 5B5,(905) 734-3611,,(905) 734-6601,(905) 734-3611,wellandlegion@gmail.com,www.wellandlegionbr4.com,2,4,,1927,-1,0,
424,6081,Community Living Welland Pelham,Non-Profit Organizations,535 Sutherland Avenue,Welland,Ontario,L3B 5A4,(905) 735-0081,,,(905) 735-2256,communityliving@cl-wellandpelham.ca,www.cl-wellandpelham.ca,60,114,15,1953,-1,-1,
425,6082,Youth Innovations,Amusement and Recreation,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 735-9009,,,(905) 732-6187,sarah.ane@welland.ca,,1,,1,2001,0,0,
426,6083,Elan Vitale Salon & Day Spa,Personal and Household Services,172 West Main Street,Welland,Ontario,L3C 5A2,(905) 732-4127,,,,elanvitaledayspa@gmail.com,www.elanvitale.ca,4,9,,2000,-1,0,
427,6084,World Wide Travel One Agency Group,"Accommodation,  Travel and Tourism",589 South Pelham Road,Welland,Ontario,L3C 3C7,(905) 734-4400,,,(905) 734-1800,brianne@worldwidetravelone.com,worldwidetravelone.com,4,,,1990,0,0,
428,6085,Niagara Therapeutics Inc. (Formerly B. Elliot & Associates),Health and Social Services,503 Niagara St. #1,Welland,Ontario,L3C1L7,(905) 788-3214,,,(905) 788-0055,info@niagaratherapeutics.com,www.niagaratherapeutics.com,4,,,1996,0,0,
429,6086,Classic Home Construction,Construction and Construction Equipment,48 Virginia Street,Welland,Ontario,L3C 7A4,(905) 732-6274,,,(905) 732-5683,classichomeconstruction@bellnet.ca,,1,,,1996,0,0,
430,6087,Ravenda Homes Ltd.,Construction and Construction Equipment,916 Niagara Street,Welland,Ontario,L3B 5N9,(905) 735-6091,,,(905) 892-9456,ravendahomes@ravendahomes.com,,2,4,10,1986,0,0,
431,6088,Serianni Construction Ltd.,Construction and Construction Equipment,110 Chantler Road,Welland,Ontario,L3C 5B1,(905) 734-6810,,(905) 932-0081,(905) 734-3179,mario@serianniconstruction.com,www.serianniconstruction.com,10,,5,1958,0,0,
432,6089,Millennium Computers,Computer and Internet Service,140 Thorold Road,Welland,Ontario,L3C3V4,(905) 734-4278,,,(905) 734-3655,millcomp@live.com,www.millenniumcomputers.ca,9,,,2000,0,0,
433,6090,Fibrenew Industries Niagara,Automotive,511 Fitch Street,Welland,Ontario,L3C 4X2,(905) 734-3574,,,(905) 734-3576,jnoxel@cogeco.ca,,2,,,1988,0,0,
434,6091,Foyer Richelieu Welland Inc.,Health and Social Services,655 Tanguay Avenue,Welland,Ontario,L3B 6A1,(905) 734-1400,,,(905) 734-1386,info@foyerrichelieu.com,www.foyerrichelieuwelland.com/en/foyer-home,30,50,,1989,0,0,
435,6092,Welland Optical & Hearing Centre Ltd.,Health and Social Services,95 Lincoln Street,Welland,Ontario,L3C 7C3,(905) 735-2020,,,(905) 735-5522,ntmignelli@sympatico.ca,,2,2,,1993,0,0,
436,6093,Lyndon Security,Security,50 Division Street,Welland,Ontario,L3B3Z6,(905) 732-2337,,,(905) 732-1437,info@lyndonsecurity.com,www.lyndonsecurity.com,135,45,,1996,-1,0,
437,6094,Royal LePage Niagara Real Estate Centre Inc.,Real Estate,637 Niagara Street,Welland,Ontario,L3C1L9,(905) 734-4545,,(866) 771-7764,(905) 714-7300,welland@royallepage.ca,nrcrealty.ca/offices,430,20,,1998,0,0,
438,6095,Aqueduct Water Solutions Inc.,Wholesale Trade,440 Niagara Street,Welland,Ontario,L3C 1L5,(905) 714-1621,,(905) 329-2453,,aqueductwater@cogeco.net,,1,2,,2016,-1,0,
439,6096,Welland Heritage Council and Multicultural Centre,Non-Profit Organizations,26 East Main Street,Welland,Ontario,L3B 3W3,(905) 732-5337,,,(905) 732-0212,info@wellandheritagecouncil.com,www.wellandheritagecouncil.com,20,2,,1976,-1,0,Spanish
440,6097,Herc's Welland,Retail,136 Thorold Road,Welland,Ontario,L3C 3V3,(905) 714-1034,,(905) 934-2457,(905) 988-9606,hercswelland@yahoo.ca,,1,2,,2000,0,0,
441,6098,Seaway Mall,Retail,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 735-0694,,,,customerservice@seawaymall.com,www.seawaymall.com,25,15,,1975,-1,0,
442,6099,Showcase - As Seen On TV,Retail,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 714-7164,,,(905) 714-7164,,www.shopatshowcase.com,1,6,2,2003,0,0,
443,6100,Welland Martial Arts Centre,Sports Clubs and Organizations,40 Division Street,Welland,Ontario,L3B 3Z6,(905) 735-4998,,(905) 735-6971,,info@wellandmartialarts.ca,www.wellandmartialarts.ca,,,,1970,0,0,
444,6101,"Hassard, Dr. Frank",Health and Social Services,565 King Street,Welland,Ontario,L3B 3L3,(905) 735-4600,,,(905) 735-6031,,,2,,,2003,0,0,
445,6102,Cre8it Studio,Marketing Services,66 State Street,Welland,Ontario,L3B 4K5,(905) 734-4133,,(905) 734-3123,,bob@cre8itsigns.ca,www.cre8itsigns.com,2,,,1998,-1,0,
446,6103,John's Bug Shop,Automotive,1 Southworth Street,Welland,Ontario,L3B 1X8,(905) 735-2847,,(888) 735-2847,(905) 735-2822,bugshop@vaxxine.com,www.johnsbugshop.com,4,1,,1986,0,0,
447,6104,Lampmans Janitorial,Personal and Household Services,74 1/2 Churchill Avenue,Welland,Ontario,L3B 4Y6,(905) 732-8079,,,(905) 734-1698,va3rjl_1@juno.com,,1,,,2006,-1,0,
448,6105,HANDYMAN,Construction and Construction Equipment,485 Leonard Avenue,Welland,Ontario,L3C3A6,(905) 788-0258,,,,,,1,,,2006,0,0,
449,6106,Modern Vision Family Fitness Centre & MMA,Sports Clubs and Organizations,800 Niagara Street,Welland,Ontario,L3C 5Z4,(289) 820-8207,,,(289) 820-8207,info@modernvisionmma.com,www.modernvisionmma.com,3,2,1,2007,-1,0,
450,6107,Trinity Renovations,Interior and Exterior Design,1 Marc Court,Welland,Ontario,L3B 5X2,(289) 820-9417,,,,,www.trinityrenovations.ca,1,,,2010,0,0,
451,6108,Will Move You,Personal and Household Services,74 Classic Avenue,Welland,Ontario,L3B1P5,(905) 714-6652,,,,rodney@willmoveyou.ca,www.willmoveyou.ca,1,4,,2010,-1,0,
452,6109,Stevenson Photography,Photography/Videography,8 Northwood Drive,Welland,Ontario,L3C 6R6,(905) 734-9166,,(289) 241-1166,,,www.stevensonphotography.ca,1,,,1985,0,0,
453,6110,Federal Self Storage Inc.,Transportation and Warehousing,80 Federal Road,Welland,Ontario,L3C 3P2,(905) 346-2111,,,,info@federalselfstorage.ca,www.federalselfstorage.ca,1,,,2010,-1,0,
454,6111,Hart Store,Retail,800 Niagara Street,Welland,Ontario,L3C5Z4,(289) 434-4711,,,,,hartstores.com,5,10,0,,-1,0,
455,6112,Miranda J. Belansky Law Professional Corporation,Legal Services,9 East Main Street,Welland,Ontario,L3B3W4,(905) 736-4049,,,(905) 732-4046,,www.mirandajbelanskylaw.com,3,0,0,2017,-1,0,
456,6113,Prowl Communications,Marketing Services,27 Sparrow Drive,Welland,Ontario,L3C0A6,(905) 734-8273,,(905) 321-5097,,debi@prowlcommunications.com,www.prowlcommunications.com,1,2,,2001,-1,0,
457,6114,Anjou,Retail,17-19 East Main Street,Welland,Ontario,L3B3W4,(289) 686-4230,,,,anjouwelland@gmail.com,,,0,0,,0,0,
458,6115,Tre B's,Retail,17-19 East Main Street,Welland,Ontario,L3B3W4,(289) 820-6006,,,,trexb905@gmail.com,,,0,0,,0,0,
459,6116,ill! HQ,Retail,545 Niagara Street,Welland,Ontario,L3C1L8,(905) 735-9393,,,,info@illhq.com,www.illhq.com,,2,0,2015,0,0,
460,6117,Studio Cassavoy,Retail,17-19 East Main Street,Welland,Ontario,L3B3W4,,,,,cassavoy@bell.net,,,0,0,,0,0,
461,6118,Tanshaw,Manufacturing,15 Clark Street,Welland,Ontario,L3B 5W6,(905) 732-0096,,,(905) 732-0686,info@tanshaw.com,www.tanshaw.com,6,,,1980,0,0,
462,6119,Mac Frugal's Furniture,Retail,244 King Street,Welland,Ontario,L3B 3J8,(905) 714-1600,,,(905) 714-1711,pat@macfrugalsfurniture.com,www.macfrugalsfurniture.com,18,,,1994,0,0,
463,6120,Royal Canadian Legion Branch #4 Ladies Auxiliary,Non-Profit Organizations,383 Morningstar Avenue,Welland,Ontario,L3B 5B5,(905) 734-3611,,(905) 734-6601,(905) 734-3611,wellandlegion@gmail.com,www.wellandlegionbr4.com,,,,1927,0,0,
464,6121,Pioneer Heavy Haul Inc.,Transportation and Warehousing,262 Silverthorn Street,Welland,Ontario,L3B5N4,(905) 732-9895,,,(905) 732-9948,sales@pioneerheavyhaul.com,www.pioneerheavyhaul.com,35,5,10,1929,0,0,
465,6122,Coldwell Banker - Advantage Real Estate Inc.,Real Estate,157 Price Avenue,Welland,Ontario,L3C 3Y5,(905) 788-3232,,,(905) 788-9133,advantage@coldwellbanker.ca,www.coldwellbankeradvantage.ca,17,2,,1987,0,0,
466,6123,Heritage Sign Builders,Manufacturing,174 Garner Avenue,Welland,Ontario,L3B2Y2,(289) 990-5961,,,,sales@heritagesignbuilders.ca,,1,,,n/a,0,0,
467,6124,Job Gym - The Employment Division of the John Howard Society of Niagara,Non-Profit Organizations,225 East Main Street,Welland,Ontario,L3B3W7,(905) 732-7655,,,(905) 732-2912,wellandjobgym@jhs-niagara.ca,www.jobgym.com,20,,10,1980,0,0,
468,6125,Kuhn & Associates Insurance and Financial Services,Insurance and Insurance Adjusters,453 Thorold Road,Welland,Ontario,L3C 3W7,(905) 732-6999,,,(905) 732-3160,vkuhnins@bellnet.ca,,4,1,,2000,0,0,
469,6126,M P Paradise Pools & Spas,Retail,554 Thorold Road,Welland,Ontario,L3C 3W8,(905) 734-9393,,,(905) 358-6511,welland@mpparadisepools.com,www.mpparadisepools.com,1,3,2,2002,0,0,
470,6127,Performance Computers,Computer and Internet Service,289 Lincoln Street,Welland,Ontario,L3B 4N5,(905) 732-0006,,,,info@performanceiseverything.com,www.performanceiseverything.com,1,1,,2002,0,0,
471,6128,"European Pantry, The",Retail,30 Avenue Place,Welland,Ontario,L3B4B1,(905) 732-3222,,,(905) 732-9000,,theeuropeanpantry.com,2,2,,1997,-1,0,
472,6129,Vancor Supply,Wholesale Trade,60620A Green Road,Welland,Ontario,L3B 5N6,(905) 734-8850,,(905) 714-2246,(905) 734-4837,helmie@vancorsupply.com,www.vancorsupply.com,4,,,1995,-1,0,
473,6130,St. John Ambulance - Training Centre,Health and Social Services,77 Division Street,Welland,Ontario,L3B3Z8,(905) 685-8964,,(888) 368-8413,(905) 685-1740,marcia.young@on.sja.ca,www.sja.ca,4,,,1941,-1,0,
474,6131,Victim/Witness Assistance Program,Government Services,102 East Main Street,Welland,Ontario,L3B 3W6,(905) 735-4326,,,,linda.steckley@ontario.ca,www.attorneygeneral.jus.gov.on.ca/english/ovss/programs.php,1,,,2003,-1,-1,
475,6132,Tanguay Place,Non-Profit Organizations,675 Tanguay Avenue,Welland,Ontario,L3B 6A1,(905) 788-1455,,,(905) 788-3157,tanguay@vaxxine.com,www.tanguayplace.org,12,8,,1986,0,0,
476,6133,Sages-femmes Renaissance Midwifery,Health and Social Services,196 East Main Street,Welland,Ontario,L3B 3W8,(905) 714-7258,,,(905) 714-7244,sfrm@cogeco.net,www.renaissancemidwifery.ca,8,2,,1999,-1,-1,
477,6134,A Child's World,Non-Profit Organizations,344 Avon Street,Welland,Ontario,L3B 6E5,(905) 735-1162,,,(905) 735-1147,info@acw.on.ca,www.acw.on.ca,40,30,,1975,0,0,
478,6135,Centre de sante communautaire Hamilton/Niagara,Health and Social Services,810 East Main Street,Welland,Ontario,L3B3Y4,(905) 734-1141,,(866) 885-5947,(905) 734-1678,cschn@cschn.ca,www.cschn.ca,69,10,,1992,0,0,
479,6136,"Hope Centre, The",Non-Profit Organizations,570 King Street,Welland,Ontario,L3B3L2,(905) 788-0744,,,(905) 788-0748,info@thehopecentre.net,www.thehopecentre.net,12,,,1974,-1,0,
480,6137,Consumer/Survivor Initiative of Niagara,Government Services,60 King Street,Welland,Ontario,L3B 3J5,(905) 732-4498,,(877) 734-0025,(905) 732-5012,consumer.survivor@bellnet.ca,www.initiativeniagara.ca,1,3,,1993,0,0,
481,6138,Rapelje Lodge,Government Services,277 Plymouth Road,Welland,Ontario,L3B 6E3,(905) 714-7428,,(905) 980-6171,(905) 714-7423,,www.niagararegion.ca/living/seniors/long-term-care/homes/rapelje-lodge.aspx,57,53,,1997,-1,0,
482,6139,"Woodlands of Sunset, The",Government Services,920 Pelham Street,Welland,Ontario,L3C 1Y5,(905) 892-3845,,,(905) 892-5882,,www.niagararegion.ca/living/seniors/long-term-care/homes/woodlands-of-sunset.aspx,,,,1991,0,0,
483,6140,ABC Communautaire,Education Services,50 Dorothy Street,Welland,Ontario,L3B3V7,(905) 788-3711,,,,normand@abccommunautaire.ca,www.abccommunautaire.ca,3,1,,1988,0,-1,
484,6141,Ellis Music Studio,Education Services,34 Martha Court,Welland,Ontario,L3C4N2,(905) 327-2755,,,,tedellis35@gmail.com,,1,2,,1986,0,0,
485,6142,Bowes IT Solutions,Computer and Internet Service,38 Dorothy Street,Welland,Ontario,L3B3V7,(905) 327-0237,,,,glen@bowesit.com,www.bowesit.com,1,,,2003,-1,0,
486,6143,North Welland Business Improvement Area Board of Management (NWBIA),Non-Profit Organizations,,Welland,Ontario,L3C5Z4,(905) 788-9474,,,,info@northwelland.ca,www.welland.ca/Committees/NWBIA.asp,,1,,1990,0,0,
487,6144,Rose City Pharmacy Ltd.,Pharmacies,188 East Main Street,Welland,Ontario,L3B 3W8,(905) 735-7505,,(905) 735-8225,(905) 735-3398,,,4,2,,2005,0,0,
488,6145,Feastivities Events & Catering,"Catering, Restaurants and Food Services",162 Hagar Street,Welland,Ontario,L3B 4J8,(905) 397-9950,,(905) 735-5864,(905) 397-0687,catering@feastivities.ca,www.feastivities.ca,,2,,2004,0,0,
489,6146,Le Régional,Media,810 East Main Street,Welland,Ontario,L3B 3Y4,(905) 735-9666,,,(905) 790-9127,marketing@altomedia.ca,www.leregional.com,,,,1999,0,0,
490,6147,Niagara Regional Police Service,Government Services,5 Lincoln Street West,Welland,Ontario,L3C 5H9,(905) 688-4111,3300,(905) 735-7811,(905) 735-7811,,www.niagarapolice.ca,79,,,n/a,0,0,
491,6148,Hayakawa Kendo Club,Sports Clubs and Organizations,40 Division Street,Welland,Ontario,L3B 3Z6,(289) 241-3080,,,(905) 227-6668,mark@kendoniagara.com,www.kendoniagara.com,,,,2004,0,0,
492,6149,Ball Hockey International - Admin Office,Sports Clubs and Organizations,39 Division Street,Welland,Ontario,L3B3Z5,(905) 735-4145,,,(905) 734-4886,bhi.headoffice@ballhockeyinternational.com,ballhockeyinternational.ca,1,,,2010,-1,0,
493,6150,Precision Custom Welding,Manufacturing,120 Shaw Street,Welland,Ontario,L3B 5X8,(905) 788-0808,,,(905) 228-1323,pcw@pcwelding.ca,www.pcwelding.ca,4,1,,2001,-1,0,
494,6151,Shadow Auto Dealer,Automotive,520 Niagara Street,Welland,Ontario,L3C1L8,(905) 714-1101,,(905) 321-4354,(905) 714-1671,kurt@shadowauto.com,www.shadowauto.com,,,,1993,-1,0,
495,6152,"Hall, Lisa - State Farm Insurance",Insurance and Insurance Adjusters,157 West Main Street,Welland,Ontario,L3C 5A3,(905) 714-7555,,,(905) 714-7033,lisa@lisahall.ca,www.lisahall.ca,2,1,1,2002,0,0,
496,6153,Fastenal Canada Company,Construction and Construction Equipment,36 Darte Drive,Welland,Ontario,L3B5Y7,(905) 714-7148,,,(905) 714-7151,onwea@stores.fastenal.com,www.fastenal.com,4,,,2005,0,0,
497,6154,Jetulan Raiser's Edge Consulting,Computer and Internet Service,570 Quaker Road,Welland,Ontario,L3C 3G9,(905) 348-2670,,,,jetulan@hotmail.com,www.raisersedge.weebly.com,1,,,1992,-1,0,
498,6155,Datawise Solutions Inc - Software Development Branch,Computer and Internet Service,101 Lewis Street,Welland,Ontario,L3B 4V6,(905) 323-3843,,,(905) 227-6668,info@datawisesolutions.com,www.datawisesolutions.com,,,,2004,0,0,
499,6156,Community Living - Employment Services,Non-Profit Organizations,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 732-1023,,,(905) 732-0528,JoyDOnofrio@cl-wellandpelham.ca,www.cl-wellandpelham.ca,1,1,,1983,-1,-1,
500,6157,Strive Niagara,Non-Profit Organizations,285 East Main Street,Welland,Ontario,L3B 3X1,(905) 735-2566,,,(905) 714-0337,admin@striveniagara.ca,www.striveniagara.ca,43,6,,1993,-1,0,
501,6158,Predict Industrial Reliability,Manufacturing,36 Clark Street,Welland,Ontario,L3B5W6,(905) 714-0898,,,(905) 714-7654,info@predictms.com,predictind.com,8,,,1996,0,0,
502,6159,Winners,Retail,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 788-3914,,,(905) 788-1418,,www.winners.ca,6,17,6,2007,0,0,
503,6160,VASHCO - Industrial S.A.,Consultants,16 Ridgewood Drive,Welland,Ontario,L3C 2G8,(905) 734-1067,,(905) 732-8201,(509) 275-1578,vashco@bell.net,,1,,,2004,-1,0,
504,6161,Foundation Waterproofing,Construction and Construction Equipment,556 Webber Road,Welland,Ontario,L3B5N8,(905) 892-2953,,(905) 931-2966,,contact@waterproofingbymoe.ca,,3,,5,1998,0,0,
505,6162,Mary Kay Cosmetics and Skin Care-Phyl Sensabaugh,Personal and Household Services,"472 First Avenue, North",Welland,Ontario,L3C 6A7,(905) 732-1853,,(905) 732-1853,(905) 732-1853,sensab5@cogeco.ca,,1,,,1992,-1,0,
506,6163,King Street Tailor Shop,Personal and Household Services,255 King Street,Welland,Ontario,L3B3J9,(905) 821-8672,,,,leilanitm@hotmail.ca,,2,1,2,2004,0,0,
507,6164,State Farm Investor Services (Canada) Co.,Financial Institutions,157 West Main Street,Welland,Ontario,L3C 5A3,(905) 714-7555,,(866) 814-6597,(905) 714-7033,lisa@lisahall.ca,www.lisahall.ca,2,,,2002,0,0,
508,6165,Online Electronics Inc.,Retail,871 Niagara Street,Welland,Ontario,L3C 6Y1,(905) 734-1090,,,(905) 734-3830,jeff@onlineelectronicsinc.com,www.onlineelectronicsinc.com,,,,2008,0,0,
509,6166,Seasons Retirement Communities First,Health and Social Services,163 First Avenue,Welland,Ontario,L3C0A3,(905) 735-5333,,,(905) 735-8333,astapleton@seasonsretirement.com,www.seasonsretirement.com,20,35,,,0,0,
510,6167,Iron Chef,"Catering, Restaurants and Food Services",800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 714-7199,,(905) 401-9878,,haifangchen2002@hotmail.com,,3,,,2008,0,0,
511,6168,Active Green & Ross,Automotive,615 Niagara Street North,Welland,Ontario,L3C 1L9,(905) 735-3536,,,(905) 735-2223,615w@activegreenross.com,www.activegreenross.com,6,,,2007,0,0,
512,6169,Lincoln Centre Remedys RX,Pharmacies,390 Lincoln Street,Welland,Ontario,L3B 4N4,(905) 788-2700,,,(905) 788-3900,,remedys.ca,6,1,,2008,0,0,
513,6170,Caisse populaire Sud-Ouest Ontario inc.,Financial Institutions,637 Niagara Street,Welland,Ontario,L3C 1L9,(905) 735-3453,,,(905) 732-0362,caisse.t00501@desjardins.com,www.desjardins.com,31,8,,1946,-1,-1,
514,6171,Dave's Pit Stop,Automotive,307 Buchner Road,Welland,Ontario,L3B 5N4,(905) 788-0733,,,,ajpitstop@gmail.com,,4,,,1996,0,0,
515,6172,Fido - Prime Communications,Communications,800 Niagara Street,Welland,Ontario,L3C 5Z4,(905) 788-2400,,,,fido.welland@primecomms.ca,www.primecomms.ca,3,,,2008,-1,0,
516,6173,Mastroianni Construction,Construction and Construction Equipment,37 Evan Street,Welland,Ontario,L3C 2V8,(905) 732-0127,,(905) 328-7596,,info@masthomes.ca,www.masthomes.ca,10,,,1992,0,0,
517,6174,Cami International Poultry,Manufacturing,620 Rusholme Road,Welland,Ontario,L3B 5N7,(905) 732-9111,,,(905) 732-9112,aw_maintenance@hotmail.com,,40,,,2006,0,0,
518,6175,Dappar Holdings Ltd.,Construction and Construction Equipment,483 East Main Street,Welland,Ontario,L3B 3X8,(905) 734-9930,,,(905) 735-0712,cjohnson@cogeco.ca,www.boxandpallet.com,2,,,1995,0,0,
519,6176,Speck Industries,Commercial Printing,925 Lions Creek Road,Welland,Ontario,L3B 5N4,(905) 714-1550,,(905) 358-3730,,graham@speckindustries.ca,www.speckindustries.ca,6,,,1975,0,0,
520,6177,Action Mobile Signs,Retail,634 South Pelham Road,Welland,Ontario,L3C 3C8,(905) 714-7446,,,,mobilesigns@yahoo.ca,,1,1,,1999,0,0,
521,6178,The Kavern,"Catering, Restaurants and Food Services",190 Maple Ave,Welland,Ontario,L3C5G5,(289) 820-7101,,,(289) 820-7291,,,,,,2008,0,0,
522,6179,Inspire Hair Design,Personal and Household Services,17 East Main Street,Welland,Ontario,L3C3W4,(905) 714-4646,,,,inspirehairdesignwelland@gmail.com,,4,,,2014,0,0,
523,6180,Niagara Battery & Tire,Automotive,10 Wellington Street,Welland,Ontario,L3B 1A9,(905) 735-5616,,,(905) 714-9417,erik.nbt@cogeco.net,www.niagarabatteryandtire.com,,,,,0,0,
524,6181,"Spicer, Jeff CGA",Accountants,250 Division Street,Welland,Ontario,L3B4A4,(905) 735-7933,,,(905) 735-2419,jks@bellnet.ca,,2,,,,0,0,
525,6182,Subway,"Catering, Restaurants and Food Services",936 East Main Street,Welland,Ontario,L3B 3Y9,(289) 820-7068,,,,,,4,4,2,2008,0,0,
526,6183,Cleverly Named Solutions,Computer and Internet Service,93 Marc Boulevard,Welland,Ontario,L3B 5V2,(905) 324-0645,,,,inquiries@cleverly.ca,www.cleverly.ca,1,2,,2009,-1,0,
527,6184,Makin It Happen Inc.,Consultants,,Welland,Ontario,L3B 5P2,(905) 734-2334,,(905) 734-2000,,gdamico@jiggey.com,,1,1,,2007,0,0,
528,6185,Beresh Smith Professional Corporation Barristers & Solicitors,Legal Services,131 Division Street,Welland,Ontario,L3B5R4,(905) 734-4553,,,(905) 734-8015,cal@bereshsmith.com,www.bereshsmith.com,,,,,0,0,
529,6186,Susan Dubes Music Studio,Education Services,125 Dorothy Street,Welland,Ontario,L3B3V8,(905) 734-3331,,,,sdubemtl@sympatico.ca,,1,,,1985,-1,0,
530,6187,Silver Creek Cabinetry,Construction and Construction Equipment,249 Burgar Street,Welland,Ontario,L3B2T5,(905) 714-1808,,,(289) 820-7498,silvercreek@cogeco.net,www.silvercreekcabinets.ca,5,,,2005,0,0,
531,6188,Yard Clippers Landscaping,Landscaping and Gardening,51 Vaughn Road,Welland,Ontario,L3B5Z7,(905) 892-2242,,,(905) 735-7544,,,1,,3,1988,-1,0,
532,6189,Plymouth Cordage Retirement Community,Health and Social Services,110 First Street,Welland,Ontario,L3B 4S2,(905) 735-3322,,,(289) 820-7313,,www.reveraliving.com/retirement-living/locations/plymouth-cordage,,,,2006,0,0,
533,6190,Swhistlesoft,Computer and Internet Service,20 Classic Avenue,Welland,Ontario,L3B 1P4,(905) 346-3482,,,,mfrank@swhistlesoft.com,www.swhistlesoft.com,2,2,,2007,0,0,
534,6191,Slavi's Machining Services Inc.,Manufacturing,624 King Street,Welland,Ontario,L3B 3L1,(905) 735-2613,,,(905) 735-2616,slavi@slavismachiningservices.ca,www.slavismachiningservices.ca,1,,,2009,0,0,
535,6192,Macso Transports,Transportation and Warehousing,54 Jefferson Court West,Welland,Ontario,L3C 7G5,(905) 734-3821,,(905) 933-5842,,macso.transports@live.com,,3,1,,2004,-1,0,
536,6193,Dominos Pizza,"Catering, Restaurants and Food Services","440 Niagara Street, Unit 8",Welland,Ontario,L3C 1L5,(905) 734-7100,,,,,,,,,2010,0,0,
537,6194,Mister Chips Fry Stand,"Catering, Restaurants and Food Services",440 Niagara Street,Welland,Ontario,L3C 1L5,(905) 931-9814,,(905) 933-3314,,misterchips@outlook.com,,,,,2010,0,0,
538,6195,Barb's Home Made Cooking,"Catering, Restaurants and Food Services",42 Santone Avenue,Welland,Ontario,L3C 2J4,(905) 732-7509,,,,,,,,,2010,0,0,
539,6196,Rose City Kids,Non-Profit Organizations,99 East Main Street,Welland,Ontario,L3B 3W5,(905) 788-9800,,,,sonya@rosecitykids.com,www.rosecitykids.com,1,,,2010,0,0,
540,6197,Welland County Motorcycle Club,Sports Clubs and Organizations,603 Netherby Road,Welland,Ontario,L3B 5N7,(905) 734-7058,,,,wellandcountymotorcycleclub@gmail.com,www.wellandmotorcycleclub.com,,,,,0,0,
541,6198,ACW - St. Andrew,Education Services,16 St. Andrews Avenue,Welland,Ontario,L3B 1E1,(905) 380-6394,,,,standrew@acw.on.ca,www.acw.on.ca,,,,1977,-1,0,
542,6199,South Niagara Canoe Club (SNCC),Sports Clubs and Organizations,16 Townline Road,Welland,Ontario,L3C7A6,(905) 328-3259,,,,info@sncc.ca,www.sncc.ca,,9,,2008,-1,0,
543,6200,Notre Dame Rowing Club,Sports Clubs and Organizations,Box 272,Welland,Ontario,L3B5P4,,,,,admin@ndrowing.com,www.ndrowing.com,,,,2009,-1,0,
544,6201,All Star Sound Disc Jockey Service,Amusement and Recreation,166 Bridlewood Drive,Welland,Ontario,L3C 6L2,(905) 788-1999,,(905) 788-4865,,info@allstarsound.ca,www.allstarsound.ca,1,,,2004,0,0,
545,6202,Ollie's Bed & Breakfast,"Accommodation,  Travel and Tourism",39 Eastdale Crescent,Welland,Ontario,L3B 1E6,(905) 735-0928,,,,odiese@gmail.com,hostoncall.net/Ollies-BedCoffee,,,,2004,-1,0,
546,6203,Fresh Start Green Cleaning,Personal and Household Services,195 Denistoun Street,Welland,Ontario,L3C 6P1,(289) 228-8007,,,,fsgc@outlook.com,fsgconline.webs.com,1,3,,2008,0,0,
547,6204,Plant's Choice Canada Ltd.,Landscaping and Gardening,270 Humberstone Road,Welland,Ontario,L3B6H1,(905) 732-5116,,,(905) 834-9151,plantschoice@interpc.ca,www.plantschoice.ca,6,,6,2009,0,0,
548,6205,Thermography Clinic Niagara,Health and Social Services,18 Cross Street,Welland,Ontario,L3B3G1,(905) 714-1221,,,(905) 714-1240,thermographyclinicniagara@gmail.com,www.thermographyclinicniagara.com,,,,2010,0,0,
549,6206,Welland Honda,Automotive,16 Lincoln Street,Welland,Ontario,L3C5J1,(905) 735-7151,,,(905) 735-9306,sales@hondawelland.ca,www.hondawelland.ca,18,,,2010,0,0,
550,6207,Niagara Storage On Site,Transportation and Warehousing,22 Michigan Street,Welland,Ontario,L3B3A4,(905) 650-9970,,,,order@nsos.ca,www.nsos.ca,1,1,,2010,-1,0,
551,6208,Dandy Curbs,Landscaping and Gardening,2-185 Denistoun St.,Welland,Ontario,L3C6J6,(905) 941-2872,,,,dan@dandycurbs.com,www.dandycurbs.com,2,,,2005,0,0,
552,6209,Welland U-Haul,Transportation and Warehousing,20 Hagar Street,Welland,Ontario,L3B6A3,(905) 734-8305,,,(905) 734-3559,,www.wellanduhaul.com,1,1,,2010,0,0,
553,6210,Meshki Chiropractic and Health Clinic,Health and Social Services,233 Division Street,Welland,Ontario,L3B4A1,(905) 714-1111,,,(905) 714-0459,,,2,2,,1990,-1,0,
554,6211,Function Health,Health and Social Services,75 Lincoln Street,Welland,Ontario,L3C 5J3,(905) 732-0312,,,,info@functionhealth.ca,functionhealth.ca,8,,,2011,0,0,
