BUSINESS_NAME,CEASED_DATE,LICENSE_NUMBER,RESIDENT,UNIT,STREET_NUMBER,STREET_NAME,ROLL_NUMBER,dSHORTLEGAL_1,dSHORTLEGAL_2,dSHORTLEGAL_3,dSHORTLEGAL_4,dSHORTLEGAL_5,dLONGLEGAL_1,dLONGLEGAL_2,dLONGLEGAL_3,dLONGLEGAL_4,dLONGLEGAL_5,dLONGLEGAL_6,APPROVAL_DATE,TEMPORARY_LICENSE,APPLICATION_DATE,HOME_OCCUPATION,DATE_EXPIRED,ACTIVE,BUSINESS_NUMBER,PROPOSED_BUSINESS,OFF_STREET_STALLS,START_DATE,DATE_ISSUED
GEMINI PUMP & COMPRESSOR SERVICE LTD,19000101,0004446,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20171117,0,20171117,0,20171231,1,               ,SERVICE - PUMP AND COMPRESSOR,0,20171117,20171117
NV BOUTIQUE,19000101,0004447,1,           ,220,BEAR ST,000129,                     ,                     ,19,6,6719BC,               ,               ,               ,               ,               ,               ,20171117,0,20171117,0,19000101,1,               ,RETAIL,0,20180101,19000101
JK BAKERY AND CAFE,19000101,0003664,1,           ,229,BEAR ST,000114,                     ,                     ,14&15,5,6719BC,               ,               ,               ,               ,               ,               ,20130701,0,20130701,0,20171231,1,               ,RESTAURANT,0,20130701,20170101
BANFF WEDDING PHOTOGRAPHY - J'S STUDIO LTD.,19000101,0003977,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,2015071,0,2015071,0,20171231,1,               ,PHOTOGRAPHER,0,20150712,20170101
ALBERTA TRAFFIC SUPPLY LTD,19000101,0003984,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20150721,1,20150721,0,20171231,1,               ,TRAFFIC CONTROL AND SIGNAGE,0,20150721,20170101
KAICULINA CATERING (#1),19000101,0003996,1,           ,413,OTTER ST,047402,                     ,                     ,7B,23,8910864,               ,               ,               ,               ,               ,               ,20150811,0,20150811,1,20171231,1,               ,F&B CATERING CO.,0,20150811,20170101
BANFF YOGA FESTIVAL,19000101,0003997,1,           ,103,BANFF AVE,000002,                     ,                     ,2&3,1,6719BC,               ,               ,               ,               ,               ,               ,20160201,0,20160201,0,20171231,1,               ,YOGA,0,20160401,20170809
128 KOOTENAY AVE BN'B,19000101,0003998,1,           ,128,KOOTENAY AVE,000881,                     ,                     ,21,R2,1890HH,               ,               ,               ,               ,               ,               ,20150814,0,20150814,1,20171231,1,               ,LODGING - BED & BREAKFAST RSA,0,20151001,20170101
LMS REINFORCING STEEL LTD.,19000101,0004374,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170609,0,20170609,0,20171231,1,               ,SERVICE - CONTRACTOR,0,20170609,20170609
VAN MASON COATINGS LTD.,19000101,0004375,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170609,0,20170609,0,20171231,1,               ,SERVICE - CONTRACTOR,0,20170609,20170609
RARE INDIGO VENTURES INC.,19000101,0004384,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170621,0,20170621,0,20171231,1,               ,DMC,0,20170621,20170621
CALVERT'S CORNER B&B,19000101,0004386,0,           ,141,KOOTENAY AVE,008941,                     ,                     ,7A,3,0810789,               ,               ,               ,               ,               ,               ,20170626,0,20170626,0,20171231,1,               ,LODGING - BED & BREAKFAST RSA,0,20170626,20170626
B-LINE UTILITIES LTD.,19000101,0004019,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20151008,1,20151103,0,20171231,1,               ,CONTRACTOR,0,20151013,20170101
MEETINGS THAT MATTER,19000101,0004021,1,           ,101,MIDDLE SPRINGS DR,001349,1,                     ,                     ,                     ,9812016,               ,               ,               ,               ,               ,               ,20151008,0,20151008,1,20171231,1,               ,EVENT PLANNER,0,20151008,20170313
ERIKA LAGY PHOTOGRAPHY,19000101,0004404,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170816,1,20170816,0,20171231,1,               ,PHOTOGRAPHY,0,20170819,20170908
NUVISTA IMMIGRATION CONSULTING,19000101,0004405,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170816,0,20170816,0,20171231,1,               ,SERVICE - CONSULTING,0,20170901,20170816
BLACKJACK FABRICATION,19000101,0004406,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170816,0,20170816,0,20171231,1,               ,SERVICE - CONTRACTOR,0,20170901,20170816
PARAGON MECHANICAL (CALGARY) LTD.,19000101,0004407,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170821,0,20170821,0,20171231,1,               ,SERVICE - CONTRACTOR,0,20171001,20170823
LEDAV PRODUCTIONS,19000101,0004411,1,           ,107,BANFF AVE,000003,                     ,                     ,4&5,1,6719BC,               ,               ,               ,               ,               ,               ,20170901,0,20170901,1,20171231,1,               ,SERVICE,0,20170901,20170905
ON THE SPOT CLEANING SERVICE,19000101,0004412,1,302,526,BANFF AVE,058208,8,                     ,                     ,                     ,1611844,               ,               ,               ,               ,               ,               ,20170901,0,20170901,1,20171231,1,               ,SERVICE - CLEANING,0,20170901,20170901
HIGH ROLLERS,19000101,0004060,1,           ,108,BANFF AVE,000022,                     ,                     ,"4,5,6-1",2,6719BC,               ,               ,               ,               ,               ,               ,20160126,0,20160126,0,20171231,1,               ,RESTAURANT - BOWLING,0,20160201,20170101
EVANS CARPENTRY,19000101,0004417,1,           ,152,MARMOT CRES,000993,                     ,                     ,CV27,                     ,7410149,               ,               ,               ,               ,               ,               ,20170911,0,20170911,1,20171231,1,               ,SERVICE - CONSTRUCTION,0,20170911,20170911
TRISH HUSTON,19000101,0004418,1,           ,552,BANFF AVE,020130,                     ,                     ,14-15,30,6719BC,               ,               ,               ,               ,               ,               ,20170911,0,20170911,1,20171231,1,               ,SERVICE - YOGA,0,20170911,20170911
GOLDER ASSOCIATES LTD.,19000101,0004419,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170911,0,20170911,0,20171231,1,               ,SERVICE - ENVIRONMENTAL CONSULTANT,0,20170911,20170911
BEATNIK SALON,19000101,0004420,1,           ,229,BEAR ST,000114,                     ,                     ,14&15,5,6719BC,               ,               ,               ,               ,               ,               ,20170911,0,20170911,0,20171231,1,               ,SERVICE - HAIR SALON,0,20171001,20170911
HUMBLE PIE PRODUCTIONS,19000101,0004421,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170913,1,20170913,0,20171231,1,               ,PHOTOGRAPHY,0,2017092,20170913
JULIA PARK PHOTOGRAPHY,19000101,0004403,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170815,1,20170815,0,20171231,1,               ,PHOTOGRAPHY,0,20170831,20170815
KERRY MACSWAIN,19000101,0004427,0,           ,100,ST JULIEN RD,120901,                     ,HJ,                     ,                     ,7411025,               ,               ,               ,               ,               ,               ,20170926,0,20170926,0,20171231,1,               ,SERVICE - CONSULTING,0,20171001,20170926
GROW LACTATION CONSULTING,19000101,0004428,1,501,410,BUFFALO ST,004314,14,                     ,1~3,3,7810622,               ,               ,               ,               ,               ,               ,20170926,0,20170926,1,20171231,1,               ,SERVICE - CONSULTING,0,20170926,20170926
WESTERN UTILITY EQUIPMENT (2000) LTD.,19000101,0004429,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170928,1,20170928,0,20171231,1,               ,SERVICE - SOLAR GARBAGE,0,20171003,20170928
BANFF CANMORE FOOD TOURS,19000101,0004430,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170928,0,20170928,0,20171231,1,               ,ENTERTAINMENT - FOOD GUIDE,0,20171001,20170928
LADACOR ADVANCED MODULAR SYSTEMS TM,19000101,0004431,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170928,0,20170928,0,20171231,1,               ,SERVICE - GENERAL CONTRACTOR,0,20170901,20170928
PAPER ROAD COMMUNICATIONS CO.,19000101,0004433,1,           ,229,BEAR ST,000114,                     ,                     ,14&15,5,6719BC,               ,               ,               ,               ,               ,               ,20171011,0,20171011,0,20171231,1,               ,SERVICE,0,20171001,20171011
CAMILLE NATHANIA,19000101,0004436,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20171025,0,20171025,0,20171231,1,               ,PHOTOGRAPHY,0,20171101,20171025
BETTY'S HAIR SALON,19000101,0004065,1,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20160205,0,20160205,0,20171231,1,               ,PERSONAL SERVICE,0,20160205,20170101
ALBERTA WING SHACK LTD,19000101,0004408,1,           ,101,EAGLE CRES,121801,                     ,                     ,1,62,3939JK,               ,               ,               ,               ,               ,               ,20170823,0,20170823,0,20171231,1,               ,RESTAURANT/BAR,0,20170901,20170823
ATCO O/A VOLKER STEVIN HIGHWAYS LTD.,19000101,0004435,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20171019,1,20171019,0,20171231,1,               ,SERVICE ROADS,0,2017083,20171019
DISCOVER BANFF TOURS LTD. (MECHANIC),19000101,0004437,1,           ,105,FALCON ST,000693,                     ,                     ,3,61,3939JK,               ,               ,               ,               ,               ,               ,20171101,0,20171101,0,20171231,1,               ,SERVICE - MECHANIC,0,20171201,20171101
BEACHCALM REFLEXOLOGY & WELLNESS,19000101,0004439,1,           ,96,FOX ST,000980,                     ,                     ,CV14,                     ,7410149,               ,               ,               ,               ,               ,               ,20171102,0,20171102,1,20171231,1,               ,SERVICE,0,20171102,20171102
WORN LEATHER MEDIA,19000101,0004441,1,           ,134,PARK AVE,009160,                     ,                     ,24,R4,1926HH,               ,               ,               ,               ,               ,               ,20171102,0,20171102,1,20171231,1,               ,PHOTOGRAPHY,0,20171102,20171102
TRIM INTERIOR CONTRACTING LTD.,19000101,0004448,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20171122,0,20171122,0,20171231,1,               ,SERVICE - CONSTRUCTION,0,20171115,20171122
LIVING COLOUR PAINTING,19000101,0003694,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20150519,0,20150519,0,20171231,1,               ,CONTRACTOR - PAINTING,0,20170401,20170329
CIGARS & SUCH,19000101,0003795,1,           ,226,BEAR ST,000128,                     ,                     ,16,6,6719BC,               ,               ,               ,               ,               ,               ,20140529,0,20140529,0,20171231,1,               ,RETAIL,0,2014053,20170127
ABM AUDIO LTD.,19000101,0003808,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170612,1,20170612,0,20161231,1,               ,CONTRACTOR - SOUND SYTEMS,0,20170701,20160614
INDIGO PARK CANADA INC.,19000101,0003807,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20160401,0,20160401,0,20171231,1,               ,CONTRACTOR - PARKING MANAGEMENT,0,20160401,20170101
LOLE BANFF,19000101,0003813,1,           ,211,BEAR ST,000106,                     ,                     ,4-8,5,6719BC,               ,               ,               ,               ,               ,               ,20140618,0,20140618,0,20171231,1,               ,RETAIL,0,20170401,20170306
O CANADA CONTRACTORS LTD,19000101,0004159,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20160722,0,20160722,0,20171231,1,               ,                                                                           ,0,20160815,20170101
PHOTOS WITH FINESSE,19000101,0004166,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20160812,0,20160812,0,20171231,1,               ,PHOTOGRAPHER,0,20160901,20170101
ELEGANT ART & CULTURE LTD.,19000101,0004170,1,           ,128,EAGLE CRES,001122,                     ,                     ,15,58,3939JK,               ,               ,               ,               ,               ,               ,20160816,0,20160816,0,20171231,1,               ,ART DESIGN CONSULTING,0,20161001,20170313
AKITA CUSTOM GLASS,19000101,0004172,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20160826,0,20160826,0,20171231,1,               ,CONTRACTOR,0,20160826,20170101
HURST CONSTRUCTION MANAGEMENT INC.,19000101,0004173,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20160826,0,20160826,0,20171231,1,               ,CONTRACTOR,0,20160906,20170101
HOUSE OF ANGELICA INC.,19000101,0004175,1,           ,208,CARIBOU ST,000134,                     ,                     ,28~30,6,6395FP,               ,               ,               ,               ,               ,               ,20160826,0,20160826,0,20171231,1,               ,RETAIL,0,20160901,20170101
ENER-SPRAY COMMERCIAL CONTRACTING LTD.,19000101,0004269,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,2017012,0,2017012,0,20171231,1,               ,CONTRACTOR,0,2017012,2017012
ROCKY CROSS CONSTRUCTION (NORTH) LTD.,19000101,0004273,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170126,0,20170126,0,20171231,1,               ,CONTRACTOR,0,20170126,20170126
SCHINDLER ELEVATOR CORPORATION,19000101,0004278,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170201,0,20170201,0,20171231,1,               ,CONTRACTOR,0,20170201,20170201
BANFF SCOOTER COMPANY LTD.,19000101,0004282,1,           ,600,BANFF AVE,000593,                     ,AK,                     ,                     ,0915122,               ,               ,               ,               ,               ,               ,20170214,0,20170214,0,20171231,1,               ,SCOOTER RENTAL COMPANY,0,20170214,20170214
EATCHETERA,19000101,0004277,1,           ,215,BANFF AVE,000122,                     ,                     ,7,6,6719BC,               ,               ,               ,               ,               ,               ,20170127,0,20170127,0,20171231,1,               ,RETAIL,0,20170127,20170208
SUMMIT TAX SERVICES,19000101,0004285,1,B,500,BANFF AVE,056802,2,                     ,                     ,                     ,0613577,               ,               ,               ,               ,               ,               ,20170217,0,20170217,1,20171231,1,               ,TAX SERVICES,0,20170217,20170217
JEREMIAH MARSH PHOTOGRAPHY,19000101,0004286,1,           ,209,MUSKRAT ST,000172,                     ,                     ,26,8,6719BC,               ,               ,               ,               ,               ,               ,20170222,0,20170222,1,20171231,1,               ,PHOTOGRAPHER,0,20170222,20170224
ZENFINITY HAIR STUDIO,19000101,0004288,1,           ,119,BANFF AVE,000007,                     ,                     ,10,1,6719BC,               ,               ,               ,               ,               ,               ,20170224,0,20170224,0,20171231,1,               ,HAIR SALON,0,20170401,20170224
PRAIRIES DISCOVERERS,19000101,0004294,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170308,0,20170308,0,20171231,1,               ,Tour Guide,0,20170308,20170308
SHIFT CONSULTING,19000101,0004297,1,           ,116,OTTER ST,053603,                     ,                     ,5A,27,8811672,               ,               ,               ,               ,               ,               ,20170308,0,20170308,1,20171231,1,               ,SERVICE - CONSULTING,0,20170308,20170308
BEYOND BANFF,19000101,0004296,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170309,0,20170309,0,20171231,1,               ,TOUR GUIDE,0,20170501,20170309
AVISON YOUNG REAL ESTATE ALBERTA INC.,19000101,0004298,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170313,0,20170313,0,20171231,1,403-232-4313,Commercial Real Estate Brokerage,0,20170313,20170313
RITE-WAY THERMAL AND FIRE CANADA INC,19000101,0004307,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170321,0,20170321,0,20171231,1,               ,"Contractor service, fire proofing",0,20170321,20170321
A & B PLUMBING & HEATING LTD.,19000101,0004310,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170323,0,20170323,0,20171231,1,               ,"Contractor, plumbing, gas fitting, hvac maintainance commercial/residential",0,20170323,20170323
MANLY MAN INC.,19000101,0004315,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170329,0,20170329,0,20171231,1,               ,Contractor,0,20170415,20170329
WEST COAST SIGN SERVICE LTD,19000101,0004347,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,2017051,0,2017051,0,20171231,1,               ,SERVICE,0,20170601,2017051
BANFF BEAR GIFTS,19000101,0004348,1,           ,225,BANFF AVE,000125,                     ,                     ,12~13,6,6719BC,               ,               ,               ,               ,               ,               ,2017051,0,2017051,0,20171231,1,               ,RETAIL SALES,0,20170515,2017051
STEVENSON INDUSTRIAL REFRIGERATION LTD.,19000101,0004353,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170516,0,20170516,0,20171231,1,               ,SERVICE - FRIDGES,0,20170522,20170516
VIP VENTURES,19000101,0004354,1,           ,115,SPRAY AVE,086801,                     ,                     ,4,R2,8810817,               ,               ,               ,               ,               ,               ,20170516,0,20170516,1,20171231,1,               ,LODGING - BED & BREAKFAST RSA,0,20170512,20170529
LARR MANAGEMENT CORPORATION,19000101,0004312,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170323,0,20170323,0,20171231,1,               ,SERVICE CONTRACTOR,0,20170501,20170323
SKYFIRE ENERGY INC,19000101,0004313,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170323,0,20170323,0,20171231,1,               ,Contractor,0,20170401,20170323
FIRST STUDENT,19000101,0004317,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170331,0,20170331,0,20171231,1,               ,MOTOR VEHICLE,0,20170525,20170331
JURA CREEK ENTERPRISES,19000101,0004320,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,2017041,1,2017041,0,20171231,1,               ,CONTRACTOR,0,2017041,2017041
BALZER'S CANADA INC.,19000101,0004321,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,2017041,0,2017041,0,20171231,1,               ,CONTRACTOR,0,20170411,2017041
BANFF CONVENIENCE,19000101,0004322,1,           ,101,BANFF AVE,000001,                     ,                     ,1,1,6719BC,               ,               ,               ,               ,               ,               ,20170412,0,20170412,0,20171231,1,               ,RETAIL SALES - CONVENIENCE STORE,0,20170501,20170412
RGO PRODUCTS LTD.,19000101,0004356,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170516,0,20170516,0,20171231,1,               ,SERVICE - FLOORING,0,20170227,20170516
BLUE WING ADVENTURES,19000101,0004366,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,2017053,0,2017053,0,19000101,1,               ,ACTIVITIES - GUIDING,0,20170701,19000101
CANMORE LOCK SERVICE,19000101,0004367,1,           ,100,HAWK AVE,020520,                     ,FY,                     ,                     ,9411474,               ,               ,               ,               ,               ,               ,2017053,0,2017053,0,19000101,1,               ,SERVICE - LOCKSMITH,0,20170601,19000101
UNIVERSAL FLOORING SYSTEMS LTD,19000101,0004368,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170602,0,20170602,0,20171231,1,               ,SERVICE - CONTRACTOR,0,20170301,20170602
SNOWPATCH MEDIA,19000101,0003549,1,           ,103,BANFF AVE,000002,                     ,                     ,2&3,1,6719BC,               ,               ,               ,               ,               ,               ,20130527,0,20130527,0,20171231,1,               ,VIDEO PRODUCTION,0,20130527,20170313
LIRICON CAPITAL LTD,19000101,0004335,1,           ,           ,C.P.R,001151,                     ,                     ,                     ,                     ,RW502,               ,               ,               ,               ,               ,               ,20170428,0,20170428,0,20171231,1,               ,SERVICE - PROPERTY MANAGMENT,0,20170428,20170428
EMPIRE EXCAVATION & CONTRACTING (ALBERTA) LTD.,19000101,0004342,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170728,1,20170728,0,20171231,1,               ,SERVICE - CONTRACTOR,0,20170801,20170728
WHITE MANAGEMENT LIMITED,19000101,0004343,1,A,205,BEAR ST,010501,1,                     ,3,5,8210955,               ,               ,               ,               ,               ,               ,20170504,0,20170504,0,20171231,1,               ,SERVICE - CONSULTING & INVESTMENT,0,20170501,20170504
ALBERTA FIRE & FLOOD LTD.,19000101,0004387,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170629,0,20170629,0,20171231,1,               ,SERVICE - DISASTER RESTORATION,0,20170701,2017063
GLASS STONE CINEMA,19000101,0004389,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,2017063,0,2017063,0,20171231,1,               ,PHOTOGRAPHY,0,20170701,2017063
WI-COM SOLUTIONS INC.,19000101,0004398,1,           ,103,CARIBOU ST,000846,                     ,                     ,                     ,D,6719BC,               ,               ,               ,               ,               ,               ,20170726,0,20170726,0,19000101,1,               ,SERVICE-COMMUNICATIONS,0,20170707,19000101
NOONTIME MOON,19000101,0004409,1,           ,208,CARIBOU ST,000134,                     ,                     ,28~30,6,6395FP,               ,               ,               ,               ,               ,               ,2017083,0,2017083,0,20171231,1,               ,RETAIL,0,20170901,2017083
KRISTYN HARDER PHOTOGRAPHY,19000101,0003823,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20171101,1,20171101,0,20171231,1,               ,PHOTOGRAPHER,0,20170501,20171101
BANFF AVENUE LIQUOR STORE,19000101,0003827,1,           ,449,BANFF AVE,000365,                     ,                     ,19~21,19,1211HU,               ,               ,               ,               ,               ,               ,2014071,0,2014071,0,20171231,1,               ,RETAIL,0,20140722,20170101
W.R.HUGHES RENOVATION INC.,19000101,0003841,1,           ,445,COUGAR ST,000669,                     ,                     ,7,57,3400JK,               ,               ,               ,               ,               ,               ,20140808,0,20140808,1,20171231,1,               ,CONTRACTOR,0,20140808,20170313
MIKE BERTHELOT MAINTENANCE,19000101,0003843,1,           ,328,MIDDLE SPRINGS DR,001442,                     ,                     ,22,R30,0113208,               ,               ,               ,               ,               ,               ,20140808,0,20140808,1,20171231,1,               ,CONTRACTOR- MAINTENANCE,0,20140808,20170313
BANFF BEAR BED & BREAKFAST,19000101,0003991,1,           ,108,OTTER ST,000535,                     ,                     ,2,27,6719BC,               ,               ,               ,               ,               ,               ,20150729,0,20150729,1,20171231,1,               ,LODGING - BED & BREAKFAST RTM,0,20150801,20170101
EVA URANSKA PHOTOGRAPHY,19000101,0004000,1,           ,124,EAGLE CRES,009034,                     ,                     ,13,58,3939JK,               ,               ,               ,               ,               ,               ,20150819,0,20150819,0,20171231,1,               ,PHOTOGRAPHER,0,20150819,20170403
SHARON PHILLIPS OCCUPATIONAL THERAPY CONSULTANT,19000101,0004008,1,           ,423,COUGAR ST,000680,                     ,                     ,18,57,3400JK,               ,               ,               ,               ,               ,               ,20151001,0,20151001,1,20171231,1,               ,HOME OFFICE - CONSULTANT,0,20151001,20170313
PHANERIC,19000101,0004010,1,           ,111,BANFF AVE,000004,                     ,                     ,6&7,1,6719BC,               ,               ,               ,               ,               ,               ,20150924,0,20150924,0,20171231,1,               ,GRAPHIC DESIGN,0,20151001,20170101
HOP ON BANFF LTD,19000101,0004012,1,           ,229,BEAR ST,000114,                     ,                     ,14&15,5,6719BC,               ,               ,               ,               ,               ,               ,20150924,0,20150924,0,20161231,1,               ,TRAVEL COORDINATOR,0,20150924,20160201
ELLISDON CONSTRUCTION SERVICES INC.,19000101,0004195,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20160922,0,20160922,0,20171231,1,               ,CONTRACTOR,0,20161001,20170101
CANMORE FLOORING COMPANY,19000101,0004198,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20160923,0,20160923,0,20171231,1,               ,CONTRACTOR - FLOORING,0,20161001,20170101
CHINOOK REFRIGERATION,19000101,0004203,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20160928,0,20160928,0,20171231,1,               ,CONTRACTOR,0,20161001,20170101
RUNDLEVIEW HOUSE,19000101,0004204,1,           ,137,RAINBOW AVE,000897,                     ,                     ,2,R4,1926HH,               ,               ,               ,               ,               ,               ,20160928,0,20160928,1,20171231,1,               ,LODGING - BED & BREAKFAST RRA,0,20161001,20170101
BLACK TIE SKI RENTALS OF BANFF,19000101,0004208,1,           ,128,EAGLE CRES,001122,                     ,                     ,15,58,3939JK,               ,               ,               ,               ,               ,               ,20161007,0,20161007,0,20171231,1,               ,RENTAL/TUNING,0,20161101,20170101
JAPANESE TABLE,19000101,0004391,1,           ,149,EAGLE CRES,001138,11,                     ,11,59,8111461,               ,               ,               ,               ,               ,               ,20170714,0,20170714,0,20171231,1,               ,CATERING,0,20170714,20170714
AUSSIE MASONRY,19000101,0004392,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170714,0,20170714,0,20171231,1,               ,CONTRACTOR,0,20170714,20170714
AIRDRIE UTILITY INSTALLATIONS LTD,19000101,0004426,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170925,0,20170925,0,20171231,1,               ,SERVICE - UTILITY,0,20171001,20170925
MARSHALL LINES,19000101,0004432,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20171005,1,20171005,0,20171231,1,               ,CONTRACTOR,0,20171005,20171005
BRIGHTLIGHT CLEANING SERVICES,19000101,0004205,1,           ,149,EAGLE CRES,001138,11,                     ,11,59,8111461,               ,               ,               ,               ,               ,               ,2016093,0,2016093,0,20171231,1,               ,CLEANING COMPANY,0,20161001,20170622
FIRSTONSITE RESTORATION LIMITED,19000101,0004401,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170811,0,20170811,0,20171231,1,               ,SERVICE SECTOR,0,20170718,20170811
TIMKO DEVELOPMENTS LTD,19000101,0004415,0,           ,           ,                         ,               ,                     ,                     ,                     ,                     ,                     ,               ,               ,               ,               ,               ,               ,20170908,0,20170908,0,20171231,1,               ,SERVICE,0,2017101,20170908
ASPEN HORTICULTURE,19000101,0004416,1,           ,501,DEER ST,000569,                     ,                     ,13,29,6719BC,               ,               ,               ,               ,               ,               ,20170908,0,20170908,1,20171231,1,               ,SERVICE - LANDSCAPE DESIGN,0,20170801,20170908
