FID,ID,Name,EmplRange,NAICSTitle,NAICSDescr,NAICSCode,Phone,Fax,TollFree,EMail,WebAddress,StreetNo,StreetName,Address,PostalCode,BldgNo,UnitNo,Modified,PIN,CHArea,Ward
13034,85919,Pearson Airport Limousine,1 to 4,Transportation,Limousine Service,485320,905-290-0268, ,1-877-235-4473,info@pearsonairportlimousine.com,www.pearsonairportlimousine.com,211,Watline Ave,211 Watline Ave,L4Z 1P3, ,203,1.54613E+12,5141500,Gateway EA (East),5
13035,85923,FR Systems International,5 to 9,Manufacturing,"Power, Distribution and Specialty Transformers Man",335311,905-890-7990,905-890-7991, ,info@frsystems.ca,www.frsystems.ca,310,Watline Ave,310 Watline Ave,L4Z 1P4, , ,1.54613E+12,5138400,Gateway EA (East),5
13036,85925,Peak Results Health & Wellness,1 to 4,Health Care,Offices of All Other Health Practitioners,621390,905-501-1477,905-501-1437, ,peakresultstraining@rogers.com,www.peakresults.ca,5805,Whittle Rd,5805 Whittle Rd,L4Z 2J1, ,104,1.54613E+12,5158400,Gateway EA (East),5
13037,85927,Smart Grid Tech,1 to 4,Construction,Electrical Contractors and Other Wiring Installati,238210,416-833-5047, , , , ,3045,Southcreek Rd,3045 Southcreek Rd,L4X 2X6, ,28,1.51019E+12,14796500,Dixie EA,3
13038,85928,Hakka Legend Asian Cuisine,5 to 9,Accommodation,Full-service restaurants,722511,905-542-9888, , ,hakkalegend@yahoo.ca,www.hakkalegend.com,6415,Erin Mills Pky,6415 Erin Mills Pky,L5N 4H4,Bldg B,1,1.54613E+12,4330800,Meadowvale Business Park CC,11
13039,85930,Dunrite Building Maintenance,10 to 19,Administrative,Window Cleaning Services,561721,289-997-4803,905-997-4803, ,info@dunritebm.com,www.dunritebm.com,6850,Millcreek Dr,6850 Millcreek Dr,L5N 4J9, ,106,1.57611E+12,4332500,Meadowvale Business Park CC,9
13040,85931,Team Ash Tewary,10 to 19,Real Estate,Offices of Real Estate Brokers,531212,905-858-3434, , ,millcreek@remaxspec.on.ca, ,6850,Millcreek Dr,6850 Millcreek Dr,L5N 4J9, ,101,1.57611E+12,4332500,Meadowvale Business Park CC,9
13041,85933,Pronto Freight Services Ltd.,1 to 4,Management,Head Offices,551114,905-812-5005,905-812-0595,1-855-812-5005,dispatch@prontofrieght.ca, ,6850,Millcreek Dr,6850 Millcreek Dr,L5N 4J9, , ,1.57611E+12,4332500,Meadowvale Business Park CC,9
13042,85939,Navcast Inc.,10 to 19,Professional,Computer systems design and related services (exce,541514,905-826-8383,905-826-8381, , , ,6700,Century Ave,6700 Century Ave,L5N 6A4, ,101,1.54613E+12,4340800,Meadowvale Business Park CC,9
13043,85942,G E Chapman Financial Services Inc.,1 to 4,Finance,Investment Advice,523930,905-542-1540, , , , ,6733,Mississauga Rd,6733 Mississauga Rd,L5N 6J5, ,602,1.57611E+12,4329300,Meadowvale Business Park CC,11
13044,85948,Bath Fitter,10 to 19,Construction,"Plumbing, Heating and Air-Conditioning Contractors",238220,905-897-3594, ,1-855-797-7021,bfc066@bathfitter.com,www.bathfittermississauga.com,1035,Queensway E,1035 Queensway E,L4Y 4C1, , ,1.49489E+12,12481300,Dixie EA,1
13045,85949,Garden City Groundskeeping Services Ltd.,N/A,Administrative,Landscaping Services,561730,905-274-2029,905-275-5969,1-888-992-0220,info@gardencity.com,www.gardencitygrounds.ca,3211,Lenworth Dr,3211 Lenworth Dr,L4X 2G6, ,A,1.49515E+12,1902000,Dixie EA,3
13046,85950,"Cabanela, Amado F. Law Office",1 to 4,Professional,Offices of Lawyers,541110,905-270-5985,905-270-6157, ,amadocabanela@rogers.com, ,2580,Stanfield Rd,2580 Stanfield Rd,L4Y 4H1, ,202,1.49481E+12,12480100,Dixie EA,1
13047,85952,Tri-Green Construction Inc.,5 to 9,Management,Head Offices,551114,905-828-1720,905-828-2957, ,trigreenconst@bellnet.ca, ,6625,Kitimat Rd,6625 Kitimat Rd,L5N 6J1, , ,1.57611E+12,14799700,Meadowvale Business Park CC,11
13048,85957,Maxxam Analytics Inc.,500 to 999,Professional,"Research and Development in the Physical, Engineer",541710,905-288-2150,905-288-2169,1-866-611-1118, ,www.maxxam.ca,1919,Minnesota Crt,1919 Minnesota Crt,L5N 0C9, ,500,1.4942E+12,4329100,Meadowvale Business Park CC,11
13049,85958,K P Tissue Inc.,1 to 4,Manufacturing,All Other Converted Paper Product Manufacturing,322299,905-812-6900,905-812-6910, ,ir@kptissueinc.com,www.kptissueinc.com,1900,Minnesota Crt,1900 Minnesota Crt,L5N 3C9, ,200,1.57611E+12,4329200,Meadowvale Business Park CC,11
13050,85960,General Dynamics Information Technology Canada Ltd.,1 to 4,Professional,Computer systems design and related services (exce,541514,613-683-5120,905-568-2447,1-800-665-8774, , ,4090,Ridgeway Dr,4090 Ridgeway Dr,L5L 5X5, ,11&12,1.49377E+12,13447600,Western Business Park EA,8
13051,85961,X R F Chassis Canada,1 to 4,Other Services,All Other Automotive Repair and Maintenance,811199,905-451-0271,905-451-0478,1-800-483-8499,mary.gore@xrf.ca,www.xrfautoparts.com,3710,Nashua Dr,3710 Nashua Dr,L4V 1M5, ,7,1.54613E+12,10311600,Northeast EA (East),5
13052,85965,Kenaidan Group Ltd.,100 to 299,Construction,Commercial and Institutional Building Construction,236220,905-670-2660,905-670-9172, , ,www.kenaidan.com,7080,Derrycrest Dr,7080 Derrycrest Dr,L5W 0G5, , ,1.51019E+12,29586400,Gateway EA (West),5
13053,85966,Mississauga Orthotic Centre,1 to 4,Retail,All Other Miscellaneous General Merchandise Stores,452999,905-696-8244,905-568-3000, ,info@mississaugaorthotics.ca,www.mississaugaorthotics.ca,6980,Maritz Dr,6980 Maritz Dr,L5W 1Z3, ,1,1.57611E+12,19872400,Gateway EA (West),5
13054,85969,Royal Lepage Flower City Realty,N/A,Real Estate,Offices of Real Estate Agents & Brokers,531210,905-564-2100,905-230-8577, ,info@royallepageflowercity.com,www.flowercityrealty.com,30,Topflight Dr,30 Topflight Dr,L5S 1Y1, ,11&12,1.54613E+12,31757100,Gateway CC,5
13055,85970,Cargill,20 to 49,Wholesale,Red Meat and Meat Product Wholesaler-Distributors,413160,905-567-2715, ,1-866-803-2333,chris_riecker@cargill.com,www.cargill.com,2000,Argentia Rd,2000 Argentia Rd,L5N 2R7,Plaza 2,200,1.57611E+12,4346500,Meadowvale Business Park CC,9
13056,85971,Global West Realty,10 to 19,Real Estate,Offices of Real Estate Agents & Brokers,531210,905-564-8383,905-564-8356, ,admin@globalwestrealty.com,www.globalwestrealty.com,30,Topflight Dr,30 Topflight Dr,L5S 1Y1, ,6,1.54613E+12,31757100,Gateway CC,5
13057,85972,Rehabilitation Network Canada Inc./ R N C Employment Services,5 to 9,Health Care,Other Individual and Family Services,624190,905-795-9373,905-795-9399,1-800-463-7780,info@rehabnetwork.ca,www.rehabnetwork.ca,30,Topflight Dr,30 Topflight Dr,L5S 1Y1, ,4,1.54613E+12,31757100,Gateway CC,5
13058,85975,Warren Hill Risk Management Operated By Armour Insurance Brokers,50 to 99,Finance,Insurance Agencies and Brokerages,524210,289-801-9839,905-452-5128,1-855-202-7132,jackie@-insurance.com,www.armourinsurance.com,30,Topflight Dr,30 Topflight Dr,L5S 0A8, ,1,1.57611E+12,31757100,Gateway CC,5
13059,85979,Preston Phipps,10 to 19,Manufacturing,All Other Miscellaneous Manufacturing,339990,905-363-0104,905-363-0190, ,toronto@prestonphipps.com,www.prestonphipps.com,6685,Millcreek Dr,6685 Millcreek Dr,L5N 5M5, ,2,1.57611E+12,4331600,Meadowvale Business Park CC,9
13060,85980,Jafer Associates Inc.,5 to 9,Professional,Offices of  Accountants,541212,289-805-2425, , ,jafar@jaferassociates.com,www.jafarassociates.com,6981,Millcreek Dr,6981 Millcreek Dr,L5N 6B8, ,35,1.57611E+12,4442000,Meadowvale Business Park CC,9
13061,85986,Nex-xus Distribution Inc.,N/A,Wholesale,Chemical (except Agricultural) and Allied Product,418410,647-793-1000,647-793-1129, ,info@nex-xus.com,www.nex-xus.com,7111,Syntex Dr,7111 Syntex Dr,L5N 8C3, ,3rd Floor,1.54613E+12,4248000,Meadowvale Business Park CC,9
13062,85990,ScanSource,N/A,Wholesale,All Other Wholesaler-Distributors,418990, , ,1-800-944-2432, ,www.scansource.com,7111,Syntex Dr,7111 Syntex Dr,L5N 8C3, ,3rd Floor,1.54613E+12,4248000,Meadowvale Business Park CC,9
13063,85992,Wolf Realty Inc. Brokerage,1 to 4,Real Estate,Offices of Real Estate Agents & Brokers,531210,905-796-1127,905-963-7999, ,wolfrealtyinc@gmail.com,www.wolfrealtyinc.com,7111,Syntex Dr,7111 Syntex Dr,L5N 8C3, , ,1.49429E+12,4248000,Meadowvale Business Park CC,9
13064,85995,Dance to the Rhythm,1 to 4,Educational,Fine Arts Schools,611610,647-202-6236, , ,info@dancetotherhythm.ca,www.dancetotherhythm.ca,392,Gibraltar Dr,392 Gibraltar Dr,L5T 2P6, ,Fl 2,1.51019E+12,5208700,Gateway EA (East),5
13065,85996,Tri-Clean Services Inc.,5 to 9,Administrative,All Other Services to Buildings and Dwellings,561799,905-364-6112,905-364-6111, ,nrocha@tri-clean.com,www.tri-clean.com,1415,Bonhill Rd,1415 Bonhill Rd,L5T 1R2, ,5,1.54613E+12,10187300,Northeast EA (West),5
13066,86003,Atlantic Express Corp,5 to 9,Transportation,Other Freight Transportation Arrangement,488519,905-499-1122, , ,toronto@atlanticexpress.ca,www.atlanticexpress.ca,3262,Lenworth Dr,3262 Lenworth Dr,L4X 2G1, , ,1.51019E+12,1902700,Dixie EA,3
13067,86005,Electric Repair and Machine Co.,5 to 9,Manufacturing,Other Motor Vehicle Parts Manufacturing,336390,416-251-1015,416-251-0119, , ,www.electricrepair.ca,946,Meyerside Dr,946 Meyerside Dr,L5T 1R9, ,2,1.54613E+12,5183000,Northeast EA (West),5
13068,86006,True North Carving,1 to 4,Construction,Finish Carpentry Contractors,238350,647-708-9663, , , ,www.truenorthcarving.com,1001,Meyerside Dr,1001 Meyerside Dr,L5T 1J6, ,1,1.51019E+12,10179600,Northeast EA (West),5
13069,86008,Master Financial,1 to 4,Construction,Residential Building Construction,236110,416-899-5939,888-335-8690, ,aalex@masterfinancial.ca,www.masterfinancial.ca,1215,Meyerside Dr,1215 Meyerside Dr,L5T 1H3, ,2B,1.54613E+12,10179000,Northeast EA (West),5
13070,86009,Nabco Canada Inc.,5 to 9,Construction,All Other Specialty Trade Contractors,238990,905-717-5614, , ,jkenneally@nabco.ca,www.nabcoentrances.com,1450,Meyerside Dr,1450 Meyerside Dr,L5T 2N5, ,402,1.54613E+12,10175800,Northeast EA (West),5
13071,86010,DGN Marketing Services Ltd,N/A,Transportation,General Warehousing and Storage,493110,905-670-4070, , , , ,1695,Meyerside Dr,1695 Meyerside Dr,L5T 1B9, , ,1.49628E+12,17714400,Northeast EA (West),5
13072,86018,Idea Networks,10 to 19,Construction,Electrical Contractors and Other Wiring Installati,238210,905-790-3900,905-790-1164, ,idea@ideanetworks.com,www.ideanetworks.com,1320,Britannia Rd E,1320 Britannia Rd E,L4W 1C8, , ,1.54613E+12,14782800,Northeast EA (West),5
13073,86021,General Building Material,5 to 9,Retail,Other Building Material Dealers,444190,905-564-3336,905-564-0555, ,info@generalbuildingmaterial.com,www.generalbuildingmaterial.com,1545,Britannia Rd E,1545 Britannia Rd E,L4W 3C6, ,37,1.54613E+12,23987600,Northeast EA (West),5
13074,86026,Columbus Automotive Services Inc.,1 to 4,Other Services,General Automotive Repair,811111,416-882-1439, , ,columbus_automotive@hotmail.com, ,6741,Columbus Rd,6741 Columbus Rd,L5T 2G9, ,8,1.54613E+12,14802100,Northeast EA (West),5
13075,86033,Bridge Wireless Solutions Inc.,20 to 49,Retail,"Appliance, television and other electronics stores",443143,905-670-2537, , , , ,6740,Davand Dr,6740 Davand Dr,L5T 2K9, ,6,1.54613E+12,10220000,Northeast EA (West),5
13076,86034,Perma-bound,N/A,Wholesale,"Book, Periodical and Newspaper Wholesaler-Distribu",414420, ,888-250-3811,1-800-461-1999,perma-bound.ca@sympatico.ca,www.perma-bound.ca,6740,Davand Dr,6740 Davand Dr,L5T 2K9, ,9,1.54613E+12,10220000,Northeast EA (West),5
13077,86040,Service Experts Heating & Air Conditioning (S E Canada Inc.),1 to 4,Construction,"Plumbing, Heating and Air-Conditioning Contractors",238220,289-804-0346,905-696-0066,1-866-397-3787,customercare@ServiceExperts.com,www.ServiceExperts.ca,6200,Dixie Rd,6200 Dixie Rd,L5T 2E1, ,215,1.54613E+12,10205500,Northeast EA (West),5
13078,86041,Home Reno Direct,N/A,Construction,Other Building Finishing Contractors,238390,905-564-9989, , ,info@homerenodirect.com,www.homerenodirect.com,6325,Dixie Rd,6325 Dixie Rd,L5T 2E5, ,9,1.54613E+12,30536900,Northeast EA (West),5
13079,86042,Ferno Canada Inc.,20 to 49,Health Care,All Other Ambulatory Health Care Services,621990,905-615-0909,905-615-1199, , ,www.fernocanada.ca,2460,Tedlo St,2460 Tedlo St,L5A 3V3, , ,1.57611E+12,397900,Dixie EA,7
13080,86045,Pedco Supply Inc.,1 to 4,Wholesale,"Plumbing, Heating and Air-Conditioning Equipment a",416120,905-696-8700,416-739-7599, ,order@pedcosupply.com,www.pedcosupply.com,1235,Shawson Dr,1235 Shawson Dr,L4W 1C4, ,1&3,1.54613E+12,10147600,Northeast EA (West),5
13081,86046,My Delish,1 to 4,Accommodation,Limited-service eating places,722512,905-270-9892, , , , ,1550,South Gateway Rd,1550 South Gateway Rd,L4W 5G6, ,6A,1.54613E+12,14804200,Northeast EA (West),3
13082,86051,Elk Shipping Supplies,1 to 4,Manufacturing,Cutlery and Hand Tool Manufacturing,332210,905-795-1441, ,1-800-268-5366,kelly.elkshipping@bellnet.ca, ,6295,Shawson Dr,6295 Shawson Dr,L5T 1H4, ,5,1.54613E+12,10179100,Northeast EA (West),5
13083,86057,Gotham Central,1 to 4,Retail,"Hobby, Toy and Game Stores",451120,905-212-9992, , ,gothamcentral@rogers.com, ,1400,Aimco Blvd,1400 Aimco Blvd,L4W 1E1, ,1,1.54613E+12,10164700,Northeast EA (West),5
13084,86058,S R S Automotive Tinting Solutions,5 to 9,Other Services,Automotive Glass Replacement Shops,811122,905-766-3367, ,1-888-496-3238,srstints@gmail.com,www.srstints.ca,1400,Aimco Blvd,1400 Aimco Blvd,L4W 1E1, ,7,1.54613E+12,10164700,Northeast EA (West),5
13085,86062,Lakewood Furniture,1 to 4,Retail,Furniture Stores,442110,905-614-0088,905-614-0098, , , ,1400,Aimco Blvd,1400 Aimco Blvd,L4W 1B2, ,12,1.51019E+12,10164700,Northeast EA (West),5
13086,86063,Mr. Reliable,1 to 4,Other Services,General Automotive Repair,811111,905-282-1774, , , , ,1400,Aimco Blvd,1400 Aimco Blvd,L4W 1E1, ,13,1.54613E+12,10164700,Northeast EA (West),5
13087,86064,WAT Group Inc.,1 to 4,N/A,No description on record.,1,905-502-0000,905-502-8900, , , ,5749,Coopers Ave,5749 Coopers Ave,L4Z 1R9, , ,1.54613E+12,5174200,Gateway EA (East),5
13088,86067,MMW Holdings Inc.,1 to 4,Management,Holding Companies,551113,905-502-0000, , , , ,5749,Coopers Ave,5749 Coopers Ave,L4Z 1R9, , ,1.54613E+12,5174200,Gateway EA (East),5
13089,86070,World Wide Direct Marketing Inc.,1 to 4,Professional,Advertising Agencies,541810,905-502-0400, , ,info@wdm-marketing.com,www.wdm-marketing.com,5749,Coopers Ave,5749 Coopers Ave,L4Z 1R9, , ,1.54613E+12,5174200,Gateway EA (East),5
13090,86071,SCANinmotion Inc.,1 to 4,Professional,Other Scientific and Technical Consulting Services,541690,905-502-8646, , , , ,5749,Coopers Ave,5749 Coopers Ave,L4Z 1R9, , ,1.54613E+12,5174200,Gateway EA (East),5
13091,86072,GTB Truck Centre Inc.,1 to 4,Other Services,General Automotive Repair,811111,905-565-6521, , ,gtbtruckcentre@gmail.com,www.gtbtruckcentre.com,5916,Shawson Dr,5916 Shawson Dr,L4W 3W5, ,A,1.54613E+12,10149900,Northeast EA (West),5
13092,86074,Lift North America Fork Lifts Inc.,10 to 19,Real Estate,Other Commercial and Industrial Machinery and Equi,532490,905-670-5433,905-670-2629,1-888-305-3331,info@liftnorthamerica.com,www.liftnorthamerica.com,6355,Kestrel Rd,6355 Kestrel Rd,L5T 1Z5, , ,1.54613E+12,5177500,Northeast EA (West),5
13093,86075,Esso Gas Station,5 to 9,Retail,Other Gasoline Stations,447190,905-564-2295,905-564-2285, , ,www.essostations.ca,6125,Ordan Dr,6125 Ordan Dr,L5T 1A6, , ,1.49662E+12,10205400,Northeast EA (West),5
13094,86078,Focus Iridology,1 to 4,Health Care,Offices of All Other Health Practitioners,621390,416-828-5060, , , , ,6155,Tomken Rd,6155 Tomken Rd,L5T 1X3, ,4,1.51019E+12,10169700,Northeast EA (West),5
13095,86080,Batts Athletic Inc.,1 to 4,Educational,Athletic Instruction,611620,905-670-2016, , , ,www.battsathletic.com,6155,Tomken Rd,6155 Tomken Rd,L5T 1X3, ,9,1.51019E+12,10169700,Northeast EA (West),5
13096,86087,Premier Clamp Inc.,1 to 4,Manufacturing,Other Motor Vehicle Parts Manufacturing,336390,905-670-2997, , ,premierclamp@gmail.com, ,1545,Britannia Rd E,1545 Britannia Rd E,L4W 3C6, ,27,1.54613E+12,23987600,Northeast EA (West),5
13097,86090,DPF Solutions,1 to 4,Other Services,All Other Automotive Repair and Maintenance,811199,416-562-6621, , ,dpfsolutions@aol.com,www.dpfsolutions.com,1585,Britannia Rd E,1585 Britannia Rd E,L4W 1S5, ,D6,1.51019E+12,23987500,Northeast EA (West),5
13098,86091,The DS Group of Companies,1 to 4,Manufacturing,All Other Miscellaneous Manufacturing,339990,905-696-9046, , , ,www.thedsgroup.com,1585,Britannia Rd E,1585 Britannia Rd E,L4W 2M4, ,D7,1.54613E+12,23987500,Northeast EA (West),5
13099,86101,Decor Delights,1 to 4,Wholesale,Electrical Wiring and Construction Supplies Wholes,416110,905-405-1988,905-405-1333, ,info@decordelights.ca,www.decordelights.com,980,Pacific Gate,980 Pacific Gate,L5T 1Y1, ,12,1.54613E+12,5151200,Northeast EA (West),5
13100,86102,Integrated Warehouse Solutions Inc.,1 to 4,Wholesale,All Other Wholesaler-Distributors,418990,905-826-0959,905-826-0959, ,info@iwarehousesolutions.com,www.iwarehousesolutions.com,5925,Tomken Rd,5925 Tomken Rd,L4W 4L8, ,14&15,1.49576E+12,10255400,Northeast EA (West),5
13101,86108,A. S. Law Office,1 to 4,Professional,Offices of Lawyers,541110,647-994-0366,844-342-5275, ,as@aslaw.ca,www.aslaw.ca,6705,Tomken Rd,6705 Tomken Rd,L5T 2J6, ,230,1.54613E+12,10248600,Northeast EA (West),5
13102,86109,Regus Management Ltd.,1 to 4,Real Estate,Other Activities Related to Real Estate,531390,289-290-4300,289-290-4301, ,mississauga.meadowvale@regus.com,www.regus.ca,7111,Syntex Dr,7111 Syntex Dr,L5N 8C3, , ,1.57611E+12,4248000,Meadowvale Business Park CC,9
13103,86112,Toner Express,10 to 19,Wholesale,Office and Store Machinery and Equipment Wholesale,417910,905-366-8999,905-366-8775, ,phillipx@tonerexpress.ca,www.tonerexpress.ca,1680,Courtneypark Dr E,1680 Courtneypark Dr E,L5T 1R4, ,5 to 7,1.54613E+12,10187000,Northeast EA (West),5
13104,86113,Royco Ltd.,1 to 4,Manufacturing,All Other Miscellaneous Wood Product Manufacturing,321999,905-696-7128,905-696-7275, ,customerservice@roycolimited.com,www.roycolimited.com,6150,Dixie Rd,6150 Dixie Rd,L5T 2E2, ,4A,1.54613E+12,10205500,Northeast EA (West),5
13105,86118,Mario San Francesco Catering and Event Company,1 to 4,Accommodation,Caterers,722320,905-238-3278, , ,mobilechefmario@gmail.com,www.mariosanfran.com,1275,Eglinton Ave E,1275 Eglinton Ave E,L4W 2Z2, ,61,1.54613E+12,10250200,Northeast EA (West),5
13106,86119,Ability Concepts Inc,5 to 9,Health Care,Services for the Elderly and Persons with Disabili,624120,416-423-3336,416-907-0883, ,info@abilityconcepts.ca,www.abilityconcepts.ca,1675,Sismet Rd,1675 Sismet Rd,L4W 4K8, ,15,1.54613E+12,10039400,Northeast EA (West),5
13107,86121,A & T Human Resources,1 to 4,Administrative,Employment Placement Agencies and Executive Search,561310,905-766-0644,905-362-0342, ,steve@athumanresources.com,www.athumanresources.com,6500,Silver Dart Dr,6500 Silver Dart Dr,L5P 1B4,Bldg D,238,1.54613E+12,31141506,Airport SPA,5
13108,86124,Air Ship International,5 to 9,Transportation,Other Freight Transportation Arrangement,488519,905-673-8077,905-673-9588, ,info@airshipintl.com,www.airshipintl.com,6500,Silver Dart Dr,6500 Silver Dart Dr,L5P 1B4,Bldg F,308,1.54613E+12,31141506,Airport SPA,5
13109,86128,Tim Horton's,1 to 4,Accommodation,Limited-service eating places,722512,416-776-2659, , , ,www.timhortons.com,3,PIA,3 PIA,L5P 1B2, , ,1.49731E+12,31141506,Airport SPA,5
13110,86129,Tim Horton's,1 to 4,Accommodation,Limited-service eating places,722512,416-776-2657, , , ,www.timhortons.com,3,PIA,3 PIA,L5P 1B2, , ,1.49731E+12,31141506,Airport SPA,5
13111,86131,Freshii,10 to 19,Accommodation,Limited-service eating places,722512,416-247-7678, , , ,www.freshii.com,3,PIA,3 PIA,L5P 1B2, , ,1.49731E+12,31141506,Airport SPA,5
13112,86139,Rock Squeeze,N/A,Accommodation,Limited-service eating places,722512,416-776-2427, , , , ,1,PIA,1 PIA,L5P 1B2, , ,1.56885E+12,31141506,Airport SPA,5
13113,86141,Booster Juice,10 to 19,Accommodation,Limited-service eating places,722512,905-671-0010, , , ,www.boosterjuice.com,1,PIA,1 PIA,L5P 1B2, , ,1.56885E+12,31141506,Airport SPA,5
13114,86142,Booster Juice,20 to 49,Accommodation,Limited-service eating places,722512,905-672-8484, , , ,www.boosterjuice.com,1,PIA,1 PIA,L5P 1B2, , ,1.56885E+12,31141506,Airport SPA,5
13115,86151,Rocky Mountain Chocolate Factory,5 to 9,Retail,Confectionery and Nut Stores,445292,555-555-5555, , , ,www.rockychoc.com,1,PIA,1 PIA,L5P 1B2, , ,1.49731E+12,31141506,Airport SPA,5
13116,86152,Tim Hortons,N/A,Accommodation,Limited-service eating places,722512,416-776-2865, , , ,www.starbucks.ca,1,PIA,1 PIA,L5P 1B2, , ,1.56885E+12,31141506,Airport SPA,5
13117,86154,Plaza Premium Lounge,50 to 99,Transportation,Other Airport Operations,488119,416-776-2648, , , ,www.plaza-network.com,1,PIA,1 PIA,L5P 1B2, , ,1.49731E+12,31141506,Airport SPA,5
13118,86155,7 Eleven Canada Inc.,10 to 19,Retail,Convenience Stores,445120,905-673-7953, , , ,www.7-eleven.com,1,PIA,1 PIA,L5P 1B2, , ,1.49731E+12,31141506,Airport SPA,5
13119,86161,CAN HELP INC.,5 to 9,Administrative,Employment Placement Agencies and Executive Search,561310,905-671-0555, , , ,www.canhelpinc.ca,7454,Airport Rd,7454 Airport Rd,L4T 2H5, ,209,1.57611E+12,9942300,Northeast EA (West),5
13120,86162,Malton Black Development Association,10 to 19,Other Services,Grant-Making and Giving Services,813210,905-677-0551, , ,president@mailtondba.org,www.maltondba.org,7454,Airport Rd,7454 Airport Rd,L4T 2H5, ,212,1.57611E+12,9942300,Northeast EA (West),5
13121,86163,Prime Tutoring,1 to 4,Educational,All Other Schools and Instruction,611690,289-404-2996, , ,harmanjit.sandhu@yahoo.com,www.primeacademics.ca,7454,Airport Rd,7454 Airport Rd,L4T 2H5, ,213,1.51019E+12,9942300,Northeast EA (West),5
13122,86164,P B Employment Services,5 to 9,Administrative,Employment Placement Agencies and Executive Search,561310, ,855-427-5557, ,nima@pbemployment.com, ,7454,Airport Rd,7454 Airport Rd,L4T 2H5, ,217,1.54613E+12,9942300,Northeast EA (West),5
13123,86166,A N & Associates,10 to 19,Transportation,Other Freight Transportation Arrangement,488519,905-448-8729, , , , ,2740,Slough St,2740 Slough St,L4T 1G3,Bldg A,1&2,1.49679E+12,10002300,Northeast EA (West),5
13124,86167,Komet Service,5 to 9,Wholesale,Metal Service Centres,416210,905-551-1743,905-551-1876, ,customerservice.ca@kometgroup.com,www.komet.com,2775,Slough St,2775 Slough St,L4T 1G2, , ,1.49679E+12,29431900,Northeast EA (West),5
13125,86169,Thought Speed Ecommerce Ltd,5 to 9,Information,"Data Processing, Hosting, and Related Services",518210,905-672-1989, ,1-800-704-1547,ts_support@thoughtspeed.biz,www.thoughtspeed.biz,2798,Thamesgate Dr,2798 Thamesgate Dr,L4T 4E8, ,9,1.54613E+12,29461500,Northeast EA (West),5
13126,86172,Net Hire,10 to 19,Administrative,Employment Placement Agencies and Executive Search,561310, , ,1-800-973-4641, , ,7050,Telford Way,7050 Telford Way,L5S 1V7, ,100A,1.49602E+12,10070500,Northeast EA (West),5
13127,86173,Real World Communications,1 to 4,Retail,Computer and software stores,443144,905-405-6222,905-405-6224,1-866-400-6222,pbrannigan@realworldcom.com,www.realworldcom.com,7050,Telford Way,7050 Telford Way,L5S 1V7, ,14,1.49602E+12,10070500,Northeast EA (West),5
13128,86174,Nature Knows Inc.,N/A,Manufacturing,All Other Food Manufacturing,311990,905-612-0085, ,1-844-764-5646,contact@natureknows.ca,www.natureknows.ca,7050,Telford Way,7050 Telford Way,L5S 1V7, , ,1.57611E+12,10070500,Northeast EA (West),5
13129,86175,Bains Professional Corporation,1 to 4,Professional,Offices of Lawyers,541110,416-744-3939,416-850-3023, ,info@bainspc.com,www.bainspc.com,6975,Tranmere Dr,6975 Tranmere Dr,L5S 1M2, ,2,1.51019E+12,10070800,Northeast EA (West),5
13130,86177,Akhara of Champions,1 to 4,Arts,Sports Teams and Clubs,711211,647-287-3595, , , ,www.heakhara.com,7195,Tranmere Dr,7195 Tranmere Dr,L5S 1N4, ,4,1.4961E+12,14792100,Northeast EA (West),5
13131,86178,Blue Giant Solutions,20 to 49,Professional,Other Management Consulting Services,541619,905-457-3900,905-457-1509, , ,www.BlueGiant.com,7425,Tranmere Dr,7425 Tranmere Dr,L5S 1L4, ,1,1.49576E+12,10061300,Northeast EA (West),5
13132,86179,Perfeito,1 to 4,Manufacturing,All Other Miscellaneous Wood Product Manufacturing,321999,416-885-1172, , , , ,7885,Tranmere Dr,7885 Tranmere Dr,L5S 1V8, ,15,1.49602E+12,14797800,Northeast EA (West),5
13133,86180,Stream Express,20 to 49,Transportation,Other Freight Transportation Arrangement,488519,905-673-2800, , ,dispatch@streamexpress.ca,www.streamexpress.ca,7895,Tranmere Dr,7895 Tranmere Dr,L5S 1V9, ,11,1.51019E+12,10070400,Northeast EA (West),5
13134,86182,Jeet Nagi (Mortgages),1 to 4,Real Estate,Offices of Real Estate Brokers,531212,416-884-1770,416-623-7900, ,paramjeet_nagi@centum.ca,www.mygtamortgage.com,7895,Tranmere Dr,7895 Tranmere Dr,L5S 1V9, ,4,1.54613E+12,10070400,Northeast EA (West),5
13135,86186,Exposoft Solutions,10 to 19,Professional,Computer systems design and related services (exce,541514,905-672-7001, ,1-888-304-9161,bassel.annab@exposoft.com,www.exposoft.com,7895,Tranmere Dr,7895 Tranmere Dr,L5S 1V9, ,221,1.49602E+12,10070400,Northeast EA (West),5
13136,86187,Asterisk Security Hardware International Inc.,5 to 9,Administrative,Security Systems Services (except Locksmiths),561621,905-672-1245,905-672-1247, ,david@asterisksecurity.com,www.asterisksecurity.com,7045,Tranmere Dr,7045 Tranmere Dr,L5S 1M2, ,10,1.4961E+12,10072900,Northeast EA (West),5
