X,Y,OBJECTID,BusinessID,Unit,House,Street,PostalCode,BusinessName,BusinessType,BusinessSubType,BusinessDescription,IssueDate,LicenceCategory,WebsiteAddress,Phone1,Phone1Description,Keywords,SHAPE
530905.0404,5454801.224,2762,00435379,,13368,233 ST,V4R 2W6,TA TA UOTAI REALTY LTD,REAL ESTATE,REAL ESTATE AGENCY,REAL ESTATE COMPANY,2021/12/24 08:00:00+00,HOME BASED,,604 466 9138,Work,,
530875.7055,5452254.3849,2763,00436341,,12101,GLENHURST ST,V2X 6V8,EVS ENTERPRISES LTD,COMPUTER & TECHNOLOGY SERVICES,COMPUTER CONSULTANT,IT CONSULTING,,HOME BASED,,778 863 0114,Work,,
525500.9473,5450546.1439,2764,00435006,,11261,DARTFORD ST,,WHISK CATERING,FOOD & BEVERAGE SERVICES,CATERER,CATERING BUSINESS WITH TAKE OUT SERVICE FOR SOUP AND SANDWICHES,2022/03/14 07:00:00+00,COMMERCIAL,,604 220 9101,Work,,
524780.6553,5451014.4157,2765,00455687,5,20295,113B AVE,V2X 6E9,MR. LUNCH,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,CAFE /CATERING,2022/04/29 07:00:00+00,COMMERCIAL,,604 465 4716,Work,,
531398.5038,5450956.7104,2766,00460376,19,11461,236 ST,,SPROUT ONLINE,COMPUTER & TECHNOLOGY SERVICES,WEB DESIGN,"WEBSITE DESIGN, ONLINE MARKETING, SOCIAL MEDIA MANAGEMENT",2022/01/04 08:00:00+00,HOME BASED,www.sproutonline.ca,,Work,,
531059.0559,5453686.7682,2767,00433448,,23407,128 AVE,V2X 4R9,KORU CONSTRUCTION LTD.,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),RESIDENTIAL GENERAL CONTRACTOR,2022/01/20 08:00:00+00,HOME BASED,,604 396 2920,Work,,
540073.5196,5451948.8248,2768,00432076,,27908,DEWDNEY TRUNK RD,V2W 1M1,LIVE LOVE DANCE,AGRICULTURE,TOURISM,TEMPORARY TOURIST ACCOMMODATION,2022/02/11 08:00:00+00,HOME BASED,,604 729 3246,Work,,
531035.8271,5450862.169,2769,00432907,,23375,114A AVE,V2X 5P8,S & R ELECTRICAL SERVICES,CONTRACTOR,ELECTRICAL,ELECTRICAL CONTRACTOR,2021/12/29 08:00:00+00,HOME BASED,,604 417 3108,Work,,
532450.3642,5452684.3251,2770,00432497,,12310,240 ST,V4R 1N1,ALBION NURSERY LTD,AGRICULTURE,FLORICULTURE,GREENHOUSE MANAGEMENT,2021/12/20 08:00:00+00,COMMERCIAL,,604 463 3919,Work,,
524654.9752,5450989.0871,2772,00436456,1,20225,STEWART CRES,V2X 6C3,MAPLE RIDGE MECHANICAL LTD,CONTRACTOR,PLUMBING & GAS,PLUMBING & GAS,2021/12/09 08:00:00+00,COMMERCIAL,,604 551 6620,Work,,
526867.8903,5451950.0402,2773,00433007,17,11950,LAITY ST,V2X 5A6,PREFERRED PLUMBING,CONTRACTOR,PLUMBING,PLUMBING,2022/01/31 08:00:00+00,HOME BASED,,604 834 4919,Work,,
529163.8257,5451905.1495,2774,00458146,,11944,HANEY PL,V2X 6A9,MAPLE RIDGE & PITT MEADOWS ARTS COUNCIL / THE ACT,FOOD & BEVERAGE SERVICES,LIQUOR PRIMARY LICENCE ESTABLISHMENT,LIQUOR SALES - LIQUOR PRIMARY,2021/11/17 08:00:00+00,COMMERCIAL,,604 476 2787,Work,,
529648.1531,5451958.0582,2775,00432212,7,22724,DEWDNEY TRUNK RD,V2X 3K2,ACCENT GLASS WORLD LTD,AUTOMOTIVE,UNCLASSIFIED AUTO RETAIL,GLASS & LOCKSMITH,2021/12/09 08:00:00+00,COMMERCIAL,,604 467 4151,Work,,
524635.2211,5451244.5671,2776,00459950,210,20120,STEWART CRES,V2X 0T4,BARON GLASS LTD,CONTRACTORS,UNCLASSIFIED CONTRACTOR,COMMERCIAL GLAZING CONTRACTOR,2021/12/29 08:00:00+00,COMMERCIAL,,604 430 1117,Work,,
532847.0709,5448103.865,2778,00432209,,24294,100B AVE,V2W 1X3,PHILIP THOMAS INC,BUSINESS SERVICES,CONSULTING SERVICE,PROJECT MANAGEMENT,2021/12/21 08:00:00+00,HOME BASED,,604 467 8590,Work,,
529195.5833,5451778.8549,2779,00436120,33,11900,HANEY PL,V2X 8R9,TOWN SQUARE COBBLER,CLOTHING & LAUNDRY SERVICE,BOOT/SHOE REPAIR,"SHOE REPAIR, RETAIL SALE OF WESTERN BOOTS",2021/12/13 08:00:00+00,COMMERCIAL,,604 463 4445,Work,,
525074.6521,5451937.9332,2781,00458110,680,20395,LOUGHEED HWY,V2X 2P9,SPA TRU CLINICS MAPLE RIDGE INC,PERSONAL SERVICES,SPA SERVICES,"BOTOX, FILLERS, COOLSCULPTING, FACIALS, PEELS - PROFESSIONALS AND SPA STAFF ONSITE",2022/03/29 07:00:00+00,COMMERCIAL,spatru.com,604 457 4778,Work,,
525323.7637,5451764.0399,2782,00434350,120,20528,LOUGHEED HWY,V2X 2P8,DR. DEEPU GEORGE INC.,PROFESSIONAL SERVICES,PHYSICIAN,GASTROENTEROLOGIST,2021/12/08 08:00:00+00,COMMERCIAL,,604 460 6618,Work,,
525323.7637,5451764.0399,2783,00434365,130,20528,LOUGHEED HWY,V2X 2P8,MAGETA PHYSIOTHERAPY & PERFORMANCE CLINIC LTD,PROFESSIONAL SERVICES,PHYSICAL/OCCUPATIONAL THERAPIST,PHYSIOTHERAPY CLINIC (3 PROFESSIONALS),2022/01/05 08:00:00+00,COMMERCIAL,,604 465 8773,Work,,
534037.7974,5449403.6082,2784,00436513,,24859,106B AVE,V2W 0E1,SANDY'S DAYCARE,COMMUNITY CARE,CHILD CARE - FAMILY DAYCARE,DAYCARE,2022/01/04 08:00:00+00,HOME BASED,,604 467 5965,Work,,
530954.422,5452937.4568,2785,00460571,,12422,233A ST,V2X 0N1,VULCAN MECHANCIAL LTD,CONTRACTOR,PLUMBING & GAS,"PLUMBING, HEATING, GAS A FITTING, HVAC, COMMERCIAL POOLS, STEAM",2022/01/27 08:00:00+00,HOME BASED,WWW.VULCANMECHANICAL.CA,778 552 7757,Work,,
529069.0702,5451987.9071,2786,00451128,300,22420,DEWDNEY TRUNK RD,V2X 8H7,WEST COAST COUNSELLING SERVICES INC,HEALTH SERVICES,COUNSELLING,COUNSELLING TO FAMILIES - COUPLES AND INDIVIDUALS,2021/12/03 08:00:00+00,COMMERCIAL,,604 762 5358,Work,,
531530.6877,5454699.794,2787,00457703,,23669,133 AVE,V4R 0B7,LYNDA DAVIES YOGA,SPORTS & RECREATION SERVICES,ATHLETIC INSTRUCTOR,YOGA,2021/12/13 08:00:00+00,HOME BASED,WWW.LYNDADAVIESYOGA.COM,,Work,,
529187.9325,5451571.0795,2788,00436485,B,11767,225 ST,V2X 6E6,WONDER WORLD PLAY SCHOOL,COMMUNITY CARE,CHILD CARE - GROUP CHILD CARE CENTRE,DAYCARE,2022/03/04 08:00:00+00,COMMERCIAL,,778 683 7398,Work,,
534715.6028,5452174.1422,2789,00432089,,25213,DEWDNEY TRUNK RD,V4R 1X8,GRACE PLANT CO,AGRICULTURE,GREENHOUSE,GROWING STOCK PLANTS FOR WHOLESALE,2021/12/30 08:00:00+00,HOME BASED,,604 466 7390,Work,,
538850.0525,5450589.9046,2790,00457273,,11276,272 ST,V2W 1Y6,EDI PAINTING LTD.,CONTRACTORS,PAINTER/WALLPAPER,PAINTING,,HOME BASED,,604 566 2829,Work,,
529422.2893,5451775.3299,2792,00458218,105,11862,226 ST,,DR GINA BOUROS ND,PROFESSIONAL SERVICES,NATUROPATH,NATUROPATHIC DOCTOR,2021/12/06 08:00:00+00,COMMERCIAL,,604 479 0777,Work,,
535900.1693,5456621.7111,2793,00438221,207,14301,256 ST,,KENNOR HOLDINGS LTD,WAREHOUSING & STORAGE,GENERAL WAREHOUSING,STORAGE UNIT,2022/01/10 08:00:00+00,COMMERCIAL,,604 888 6912,Work,,
534110.766,5452391.4928,2794,00434468,,24912,122 AVE,V4R 2A1,BOOK WORM INCOME TAX  COMPANY INC,FINANCIAL & INSTITUTIONAL SERVICES,BOOKKEEPING,BOOKKEEPING & INCOME TAX,2021/12/06 08:00:00+00,HOME BASED,,604 477 1666,Work,,
524243.4747,5451488.6443,2795,00433705,17,11720,STEWART CRES,V2X 9E7,COASTAL PACIFIC LANDSCAPING LTD,CONTRACTORS,LANDSCAPING,LANDSCAPE MAINTENANCE & CONSTRUCTION,2022/01/04 08:00:00+00,COMMERCIAL,,604 671 1167,Work,,
528229.8576,5453180.1855,2797,00433358,,12573,220 ST,V2X 0V6,PARKWAY CLEANING SERVICES,CONTRACTORS,FLOORING CARPET RESILIENT,CARPET & UPHOLSTERY RESURFACING,,HOME BASED,,604 463 7565,Work,,
,,2798,00460821,207,22150,DEWDNEY TRUNK RD,V2X 3H6,APPLEWOOD CONTRACTING,CONTRACTORS,RENOVATION/RESTORATION/HOME IMPROVEMENT,RENOVATIONS,2022/03/23 07:00:00+00,HOME BASED,,604 779 0370,Work,,
525241.7443,5450683.742,2799,00436277,,20520,LORNE AVE,V2X 1G9,MAPLE MONTESSORI CHILDREN'S CENTRE,COMMUNITY CARE,CHILD CARE - GROUP CHILD CARE CENTRE,CHILDREN'S CENTRE - 25 CHILDREN,2021/12/13 08:00:00+00,COMMERCIAL,,604 552 7507,Work,,
529526.1342,5452015.1749,2800,00434227,100,22674,DEWDNEY TRUNK RD,V2X 3J9,CAPITAL WEST INSURANCE SERVICES,FINANCIAL & INSTITUTIONAL SERVICES,INSURANCE AGENT/BROKER,INSURANCE BROKERAGE,2021/12/13 08:00:00+00,COMMERCIAL,,604 467 1227,Work,,
524464.0207,5452548.4812,2801,00438809,,20125,TELEP AVE,V2X 3M4,AUTOTECH TOGO / MATTHEW W. RAZAI,AUTOMOTIVE,AUTO/BOATS/RV/MOTORCYCLE REPAIR & SERVICE,MOBILE MECHANIC - MINOR AUTOMOTIVE REPAIRS,2022/01/05 08:00:00+00,HOME BASED,,778 317 3087,Work,,
532696.3262,5448336.0739,2802,00460961,,24207,101A AVE,V2W 0E6,CVVC ENTERPRISES INC,WHOLESALE & DISTRIBUTION,AGENT/BROKER,BUILDING PRODUCTS BROKER/WHOLESALER,2022/05/17 07:00:00+00,HOME BASED,www.bcbuildingproducts.com,236 412 1376,Work,,
536436.0624,5448209.7621,2804,00432662,,26086,102 AVE,V2W 1K1,JAMES F. SELLERS ELECTRIC,CONTRACTOR,ELECTRICAL,ELECTRICAL **CHECK LEL**,,HOME BASED,,604 842 1555,Work,,
524650.4668,5450193.3236,2805,00435934,,20136,HAMPTON ST,V2X 0M7,SOMATEC REHABILITATION AND PERSONAL TRAINING,SPORTS & RECREATION SERVICES,ATHLETIC INSTRUCTOR,INJURY REHAB AND PERSONAL FITNESS TRAINING,2021/12/06 08:00:00+00,HOME BASED,,604 459 1110,Work,,
524718.444,5451107.146,2806,00434980,310,20170,STEWART CRES,V2X 0T4,HAN S RACHAEL CAFE DBA SUGER CUBE CAFE,FOOD & BEVERAGE SERVICES,RESTAURANT/CAFE,CAFE,2022/03/28 07:00:00+00,COMMERCIAL,,604 460 0011,Work,,
525151.9962,5451555.8223,2807,00435028,,20448,WALNUT CRES,V2X 0M1,LOWER MAINLAND SPRINKLERS,HOME & INDUSTRY SERVICES,GARDENER/LAWN MAINTENANCE,"INSTALLATION, REPAIR AND SERVICE OF LAWN AND GARDEN SPRINKLERS.",2022/03/08 08:00:00+00,HOME BASED,,604 704 9919,Work,,
532124.9912,5454631.2677,2808,00432127,,13241,239B ST,V4R 0A3,ADRINA'S ARK PET SERVICE,ANIMAL SERVICES,DOG WALKER,DOG WALKING AND PET SITTING,2022/01/04 08:00:00+00,HOME BASED,,778 240 7040,Work,,
529267.0013,5452070.7384,2809,00435764,,12003,EDGE ST,V2X 6G3,M & R WHISTLER SUPERIO HOLDING LTD,RENTAL UNITS,RES DWELL LESSOR - MULTI-FAMILY,MULTI FAMILY RENTAL PROPERTY,2022/02/23 08:00:00+00,COMMERCIAL,,604 329 7908,Work,,
534009.5606,5449407.6305,2810,00434087,,24843,106B AVE,V2W 0E1,EASTERNMOON INVESTMENT CORPORATION,FINANCIAL & INSTITUTIONAL SERVICES,BOOKKEEPING,"BOOKKEEPING, BASIC ACCOUNTING, PAYROLL FOR REAL ESTATE INVESTMENT COMPANY @ SAME ADDRESS",2021/12/13 08:00:00+00,HOME BASED,,604 725 1829,Work,,
537085.6001,5447184.9734,2811,00434046,,26366,96 AVE,V2W 1K3,CLAY'S LANDSCAPING,CONTRACTORS,LANDSCAPING,LANDSCAPING,2022/03/09 08:00:00+00,HOME BASED,,604 842 4629,Work,,
530608.5443,5452720.8522,2812,00433674,,12360,231B ST,V2X 1X8,ERGON INDUSTRIES,CONTRACTORS,RENOVATION/RESTORATION/HOME IMPROVEMENT,CONSTRUCTION CONTRACTOR (RENOVATIONS),2022/03/08 08:00:00+00,HOME BASED,,604 725 7311,Work,,
528697.49,5451517.952,2814,00460733,408,22230,NORTH AVE,V2X 2L5,GIFTED HEARTS HOMECARE SERVICE,HEALTH SERVICES,UNCLASSIFIED HEALTH SERVICE,HOMECARE FOR  THE ELDERLY,2022/03/03 08:00:00+00,HOME BASED,,778 998 4167,Work,,
535402.4836,5448748.9123,2815,00435147,,25586,104 AVE,V2W 1K5,ACHIEVING PEACE OF MIND,HEALTH SERVICES,UNCLASSIFIED HEALTH SERVICE,CERTIFIED CLINICAL HYPNOTHERAPYCOMPLIMENTARY HEALTH SERVICE,,HOME BASED,,604 462 8220,Work,,
529533.3669,5451834.3883,2816,00458914,102,11893,227 ST,,MAPLE MEADOWS HEALTH CENTRE,PROFESSIONAL SERVICES,PHYSICIAN,MEDICAL CLINIC,2022/02/07 08:00:00+00,COMMERCIAL,,778 241 7770,Work,,
529598.0795,5451069.0787,2817,00435348,,22710,HOLYROOD AVE,V2X 3E6,HAIR IN MOTION,PERSONAL SERVICES,HAIR SALON/BARBER,HAIR DRESSING SERVICES AT HOLYROOD MANOR,2022/03/29 07:00:00+00,COMMERCIAL,,604 463 1945,Work,,
536639.5644,5452914.3793,2819,00432377,,12409,262 ST,V2W 1C4,MRX MARINE - HYDRO HOIST OF BC LTD,WHOLESALE & DISTRIBUTION,MACHINERY & EQUIPMENT,DISTRIBUTOR OF MARINE LIFT EQUIPMENT & FABRICATOR OFSMALL CUSTOM MARINE PARTS,2022/01/01 08:00:00+00,HOME BASED,,604 828 7640,Work,,
530951.0088,5450840.5493,2823,00460615,,11442,233A ST,V2X 5P8,JKIM IMMIGRATION CONSULTING,BUSINESS SERVICES,CONSULTING SERVICE,IMMIGRATION CONSULTING BUSINESS,2022/02/09 08:00:00+00,HOME BASED,,778 836 6800,Work,,
529906.0874,5451403.2484,2824,00432221,,22856,LOUGHEED HWY,V2X 2V6,MR MOTORS LP DBA FRASER VALLEY ALFA ROMEO FIAT,AUTOMOTIVE,AUTO DEALER-NEW & USED,NEW & USED AUTO SALES,2021/12/06 08:00:00+00,COMMERCIAL,,604 209 3083,Work,,
530078.1473,5453133.3773,2825,00432244,,22925,125A AVE,V2X 0N3,PEIRA COATINGS CONSULTING,BUSINESS SERVICES,CONSULTING SERVICE,CONSULTANT,,HOME BASED,,604 466 4027,Work,,
533360.5829,5449115.8129,2826,00434830,,10582,245 ST,V2W 0A2,CLEAN GREEN LAWN MAINTENANCE,HOME & INDUSTRY SERVICES,GARDENER/LAWN MAINTENANCE,"GARDENER, GROUND MAINTENANCE",2022/02/09 08:00:00+00,HOME BASED,,604 466 9624,Work,,
524567.5056,5450715.2507,2827,00432222,5,20172,113B AVE,V2X 0Y9,IMAGE IN MOTION,AUTOMOTIVE,UNCLASSIFIED AUTO RETAIL,RETAIL & WHOLESALE OF CAR PARTS,2022/02/08 08:00:00+00,COMMERCIAL,,604 460 7967,Work,,
527261.6736,5452794.8735,2828,00436050,,21482,124 AVE,V2X 4H3,MG FIRE PROTECTION,CONTRACTOR,SPRINKLER,INSTALLATION OF SPRINKLER SYSTEM,2022/01/05 08:00:00+00,HOME BASED,,604 467 1808,Work,,
527745.2786,5451570.0517,2829,00458132,,21746,LOUGHEED HWY,V2X 7G2,MONTESSORI BEGINNINGS PRESCHOOL AND KINDERGARTEN,COMMUNITY CARE,CHILD CARE - GROUP CHILD CARE CENTRE,PRESCHOOL & KINDERGARTEN,2021/12/03 08:00:00+00,COMMERCIAL,,604 466 3184,Work,,
539618.6247,5448676.0237,2830,00434261,,10328,276 ST,V2W 1M6,GOLDEN EARS EQUINE SERVICES LTD,PROFESSIONAL SERVICES,VETERINARIAN,MOBILE EQUINE VETERINARY PRACTISE,2021/12/14 08:00:00+00,HOME BASED,,604 844 0086,Work,,
530154.5765,5452914.1532,2831,00439997,8,22980,ABERNETHY LANE,V2X 3N4,PORT HAMMOND PLUMBING,CONTRACTOR,PLUMBING,PLUMBING CONTRACTOR,2022/01/06 08:00:00+00,HOME BASED,,778 895 5098,Work,,
527104.5304,5451341.3487,2832,00459615,,11653,MORRIS ST,V2X 5C5,METRO GLASS LTD,HOME & PROPERTY RETAIL,GLASS - AUTO/COMMERCIAL/HOME,COMMERCIAL AND RESIDENTIAL GLASS SERVICES,2021/12/31 08:00:00+00,HOME BASED,metroglassbc.com,778 889 7716,Work,,
529345.3336,5452487.9094,2833,00436269,,22552,122 AVE,V2X 7H1,EXPLORERS CORNER DAYCARE,COMMUNITY CARE,CHILD CARE - FAMILY DAYCARE,MULTI-AGE CHILDCARE - 8,2022/01/14 08:00:00+00,HOME BASED,,604 463 7538,Work,,
528566.4189,5452415.3814,2834,00435451,6,22182,122 AVE,V2X 3X6,DIVINE EARTH ANGELS HEALING SERVICES,HEALTH SERVICES,UNCLASSIFIED HEALTH SERVICE,POSTPARTUM DOULA,2021/12/03 08:00:00+00,HOME BASED,,778 386 0631,Work,,
,,2835,00439844,,12241,224 ST,,INDEPENDENCE MATTERS SUPPORT SERVICES INC,HEALTH SERVICES,UNCLASSIFIED HEALTH SERVICE,HOME SUPPORT SERVICES @ SUNWOOD SENIORS LIVING,2021/12/21 08:00:00+00,COMMERCIAL,,604 339 6134,Work,,
526709.523,5451724.4419,2836,00435097,,21213,LOUGHEED HWY,V2X 2R4,RONA INC,HOME & PROPERTY RETAIL,HOME IMPROVEMENT CENTRE,BUILDING SUPPLIES & HOME IMPROVEMENT,2021/12/20 08:00:00+00,COMMERCIAL,,604 466 0004,Work,,
530293.5315,5450812.8279,2837,00459785,,23035,OLUND CRES,V2X 0E8,FOWLE FOTO,PHOTOGRAPHY & FILM,PORTRAIT PHOTOGRAPHER,PHOTOGRAPHY,2021/12/21 08:00:00+00,COMMERCIAL,,778 743 0463,Work,,
529793.4898,5452082.1019,2838,00434401,,22777,DEWDNEY TRUNK RD,V2X 3K4,HANSEL AND GRETEL BAKERY,FOOD & BEVERAGE RETAIL,BAKERY,BAKERY/CAFE/RESTAURANT,2021/12/13 08:00:00+00,COMMERCIAL,,604 809 6265,Work,,
524609.7921,5450503.9788,2839,00459333,,20168,OSPRING ST,V2X 1K3,HAND_MADE_WEARS,HOMECRAFT,HANDCRAFT,CLOTHING - FASHION,2021/12/20 08:00:00+00,HOME BASED,,778 829 9346,Work,,
531841.4915,5450534.8977,2841,00459169,,11247,238 ST,,ENDLESS TIMES PHOTO BOOTH,PHOTOGRAPHY & FILM,PORTRAIT PHOTOGRAPHER,PHOTO BOOTH RENTAL,2022/02/11 08:00:00+00,HOME BASED,,778 325 8617,Work,,
526773.4527,5451316.2669,2842,00433093,,11641,LAITY ST,V2X 5A2,JBS HOME IMPROVEMENT,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),CONTRACTOR,2021/12/06 08:00:00+00,HOME BASED,,604 467 8903,Work,,
530809.3722,5453752.4028,2843,00436138,,12854,232 ST,V2X 4R9,PLEA COMMUNITY SERVICES SOCIETY OF BRITISH COLUMBIA,COMMUNITY GROUPS,FAMILY & SOCIAL SERVICES,COMMUNITY GROUP,2021/11/17 08:00:00+00,COMMERCIAL,,604 708 2642,Work,,
532246.1513,5450479.1387,2844,00458262,103,11225,240 ST,,MADISON HOSPITALITY CORP,FOOD & BEVERAGE RETAIL,LIQUOR RETAIL STORE,FULL SERVICE LIQUOR STORE,2021/12/09 08:00:00+00,COMMERCIAL,,604 465 3755,Work,,
536558.0591,5453808.8963,2845,00437911,,12845,261A ST,,PREMIER BANDWHEEL & EQUIPMENT LTD,MANUFACTURING,METAL,MACHINE SHOP,2021/12/13 08:00:00+00,COMMERCIAL,,604 591 2080,Work,,
528893.9407,5451609.7153,2846,00435581,,22344,LOUGHEED HWY,V2X 2T4,COMMON EXCHANGE LTD,SECOND HAND DEALER,PAWN,COLLATERAL LOANS & LIQUIDATION OF NEW & USED GOODS,2021/12/08 08:00:00+00,COMMERCIAL,,604 467 7294,Work,,
536924.8446,5453746.8786,2848,00458786,101,12835,LILLEY DR,,BLUE MOUNTAIN BUSINESS PARK LTD,RENTAL UNIT,COMMERCIAL/INDUSTRIAL,RENTAL OF STRATA INDUSTRIAL UNITS,2021/12/21 08:00:00+00,COMMERCIAL,,,Work,,
529069.0702,5451987.9071,2849,00442195,300,22420,DEWDNEY TRUNK RD,V2X 8H7,MATRIXVISA,BUSINESS SERVICES,CONSULTING SERVICE,IMMIGRATION LAW CONSTULTING(OCCUPYING REGUS OFFICES A FEW DAYS PER MONTH),2021/12/07 08:00:00+00,COMMERCIAL,,604 395 0801,Work,,
528678.2494,5451712.4144,2850,00434357,,22234,SELKIRK AVE,V2X 2X3,CHAD & JO CHIROPRACTIC CO,PROFESSIONAL SERVICES,CHIROPRACTOR,CHIROPRACTIC SERVICE,2022/01/01 08:00:00+00,COMMERCIAL,,604 467 9498,Work,,
527271.1952,5451578.4777,2851,00435653,,21528,MAYO PL,V2X 2K9,WILD TOURS INTERNATIONAL LTD,SPORTS & RECREATION SERVICES,ADVENTURE/SPORT GUIDE,ADVENTURE TOURS,2021/12/16 08:00:00+00,HOME BASED,WILDBC.COM,604 418 8250,Work,,
529719.778,5451728.9881,2852,00434199,560,22709,LOUGHEED HWY,V2X 2V5,TD CANADA TRUST (VALLEYFAIR MALL),FINANCIAL & INSTITUTIONAL SERVICES,ATM/KIOSK,3 ATMS IN BANK LOBBY,2021/12/23 08:00:00+00,COMMERCIAL,,604 466 6800,Work,,
532133.974,5451576.1269,2853,00448843,,23921,117B AVE,,PELTON CONTRACTING LTD,CONTRACTORS,LANDSCAPING,"LANDSCAPE MAINTENCANCE, GENERAL CONTRACTING",2022/05/05 07:00:00+00,HOME BASED,PELTONCONTRACTING.CA,604 928 6966,Work,,
528981.1966,5451610.9334,2854,00435467,,22380,LOUGHEED HWY,V2X 6A5,BLUE MOUNTAIN KITCHENS INC,HOME & PROPERTY RETAIL,HOME IMPROVEMENT CENTRE,CABINET SHOWROOM,2022/02/11 08:00:00+00,COMMERCIAL,,604 380 4443,Work,,
525074.6521,5451937.9332,2855,00459034,200,20395,LOUGHEED HWY,V2X 2P9,SHEREE BUDGELL PHYSIOTHERAPY,PROFESSIONAL SERVICES,PHYSICAL/OCCUPATIONAL THERAPIST,ORTHOPAEDIC PHYSIOTHERAPIST,2021/12/09 08:00:00+00,COMMERCIAL,,604 465 4263,Work,,
532532.3983,5448495.8116,2857,00436220,,24117,102A AVE,V2W 2B3,CLAVIER MUSIC STUDIO,EDUCATION & INSTRUCTION,FINE ARTS/DANCE/MUSIC,"MUSIC LESSONS (PIANO, MUSIC THEORY, HISTORY)",2022/01/01 08:00:00+00,HOME BASED,,778 835 0446,Work,,
524712.4382,5450897.0955,2858,00435532,203,20285,STEWART CRES,V2X 8G1,PURE IMAGE SIGNS AND GRAPHICS INC,MANUFACTURING,SIGN,SIGN MANUFACTURING & PRINTING (SEPARATE CONTRACTOR INSTALLATION LICENCE),2021/12/06 08:00:00+00,COMMERCIAL,,604 409 8040,Work,,
529422.2893,5451775.3299,2859,00434483,102,11862,226 ST,,DR THOMAS JIANG INC.   LUMINA DENTAL,PROFESSIONAL SERVICES,DENTIST,DENTAL OFFICE,2021/12/08 08:00:00+00,COMMERCIAL,,,Work,,
526426.8354,5451364.3961,2860,00433640,,21102,117 AVE,V2X 7N8,RIDGE MEADOWS ROOFING,CONTRACTORS,ROOFING,ROOFING CONTRACTOR,2021/12/07 08:00:00+00,HOME BASED,,604 377 5401,Work,,
529651.2329,5452256.3507,2862,00439022,,12101,FLETCHER ST,V2X 6L1,DIRTY DOG ADVENTURES,ANIMAL SERVICES,DOG WALKER,DOG WALKING,,HOME BASED,,778 385 3355,Work,,
531379.4625,5453410.1449,2863,00433583,,12696,235 ST,V2X 0R5,OK MOBILE FAB & WELDING LTD,CONTRACTORS,WELDING,METAL FABRICATION & WELDING,2022/01/06 08:00:00+00,HOME BASED,,604 466 9645,Work,,
532115.9102,5454476.0851,2864,00433131,,13201,239B ST,V4R 0A3,NORWESTERN CONSTRUCTION,CONTRACTORS,BUILDING (GENERAL CONTRACTOR),GENERAL CONTRACTOR,2022/01/31 08:00:00+00,HOME BASED,,778 321 0075,Work,,
529461.879,5452933.2768,2865,00436174,,22676,KENDRICK LOOP,V2X 8Z1,R T KEYBOARD MAGIC VENTURES,EDUCATION & INSTRUCTION,FINE ARTS/DANCE/MUSIC,KEYBOARD INSTRUCTION,2022/01/21 08:00:00+00,HOME BASED,,604 463 3304,Work,,
529678.3682,5453639.7255,2866,00440852,,12792,227A ST,V2X 2V8,DS CLAYTON ELECTRIC LTD,CONTRACTOR,ELECTRICAL,ELECTRICAL CONTRACTOR,2022/01/04 08:00:00+00,HOME BASED,,778 999 2999,Work,,
524922.0679,5452086.3983,2867,00459252,9,20306,DEWDNEY TRUNK RD,V2X 3E1,SAVVY J HAIR,PERSONAL SERVICES,HAIR SALON/BARBER,"HAIR CUTTING, COLOURING & STYLING",2022/03/01 08:00:00+00,COMMERCIAL,,,Work,,
536480.9373,5448460.5692,2868,00432465,,26030,103 AVE,V2W 1K1,THE OLDE FARMHOUSE,ARTS & ENTERTAINMENT SERVICES,EVENT/PARTY PLANNING,EVENT PLANNING BUSINESS FOR  INDIVIDUAL EVENTS,2022/01/10 08:00:00+00,HOME BASED,,604 861 6997,Work,,
528856.0713,5452011.6089,2869,00435118,,22332,DEWDNEY TRUNK RD,V2X 3J2,THE VACUUM SHOP #3,HOME & PROPERTY RETAIL,"APPLIANCES, TV & ELECTRONICS",VACUUMS SALES AND SERVICE,2021/12/08 08:00:00+00,COMMERCIAL,,604 467 4169,Work,,
525323.7637,5451764.0399,2870,00434518,110,20528,LOUGHEED HWY,V2X 2P8,DR. D.O.OKERE MEDICAL SERVICES INC,PROFESSIONAL SERVICES,PHYSICIAN,MEDICAL PRACTICE,2021/12/15 08:00:00+00,COMMERCIAL,,604 462 1100,Work,,
531304.4503,5454857.9148,2871,00457978,,13353,235A ST,,ENJOYGADGETS ELECTRONICS INC,DIRECT SALES,E-COMMERCE,ONLINE RETAIL OF CONSUMER ELECTRONICS,2021/12/07 08:00:00+00,NON-RESIDENT,WWW.ENJOYGADGETS.COM,604-755-1355,Work,,
532401.8597,5447981.2573,2872,00432461,2,24037,LOUGHEED HWY,V2W 1G2,MICHAEL JORDAN MOTORS,AUTOMOTIVE,AUTO DEALER-NEW & USED,AUTO SALES,2022/01/12 08:00:00+00,COMMERCIAL,,604 506 5535,Work,,
524598.2041,5451966.5734,2873,00436376,106,20130,LOUGHEED HWY,V2X 2P7,SYLVAN LEARNING CENTRE,EDUCATION & INSTRUCTION,SUPPORT SERVICE (TUTOR),LEARNING CENTRE - TUITION,2021/12/06 08:00:00+00,COMMERCIAL,,604 460 1977,Work,,
